joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1, h term torque_1, current_time
-0.34905,-0.350342,-0.000591185,-2.4423e-12,-3,0,0.252
-0.349052,-0.350342,-0.00060981,-1.35792e-12,-2,0,0.256
-0.349055,-0.350342,-0.000628715,-7.55004e-13,-2,0,0.26
-0.349057,-0.350342,-0.0006479,-4.19782e-13,-2,0,0.264
-0.34906,-0.350342,-0.000667363,-2.33399e-13,-2,0,0.268
-0.349063,-0.350342,-0.000687104,-1.2977e-13,-2,0,0.272
-0.349066,-0.350342,-0.000707123,-7.2152e-14,-1,0,0.276
-0.349068,-0.350342,-0.00072742,-4.01165e-14,-1,0,0.28
-0.349071,-0.350342,-0.000747994,-2.23048e-14,-1,0,0.284
-0.349074,-0.350342,-0.000768844,-3.83495e-05,-1,0,0.288
-0.349078,-0.350342,-0.000789971,-5.96718e-05,-1,0,0.292
-0.349081,-0.350342,-0.000811374,5.17197e-06,0,0,0.296
-0.349084,-0.350342,-0.000833052,2.87561e-06,0,0,0.3
-0.349087,-0.350342,-0.000855005,1.59884e-06,0,0,0.304
-0.349091,-0.350342,-0.000877232,8.88956e-07,0,0,0.308
-0.349094,-0.350342,-0.000899734,4.9426e-07,0,0,0.312
-0.349098,-0.350342,-0.00092251,2.74808e-07,0,0,0.316
-0.349102,-0.350342,-0.000945559,-3.81967e-05,0,0,0.32
-0.349106,-0.350342,-0.000968881,-2.12374e-05,0,0,0.324
-0.34911,-0.350342,-0.000992475,-1.1808e-05,0,0,0.328
-0.349114,-0.350342,-0.00101634,-6.56524e-06,1,0,0.332
-0.349118,-0.350342,-0.00104048,-3.65027e-06,1,0,0.336
-0.349122,-0.350342,-0.00106489,-2.02955e-06,1,0,0.34
-0.349126,-0.350342,-0.00108957,-1.12843e-06,2,0,0.344
-0.349131,-0.350342,-0.00111452,-6.27407e-07,2,0,0.348
-0.349135,-0.350342,-0.00113974,-3.48838e-07,2,0,0.352
-0.34914,-0.350342,-0.00116523,-1.93954e-07,2,0,0.356
-0.349144,-0.350342,-0.00119099,-1.07839e-07,3,0,0.36
-0.349149,-0.350342,-0.00121702,-5.99582e-08,3,0,0.364
-0.349154,-0.350342,-0.00124331,-3.33368e-08,3,0,0.368
-0.349159,-0.350342,-0.00126988,-1.85352e-08,4,0,0.372
-0.349164,-0.350342,-0.00129671,-1.03056e-08,4,0,0.376
-0.34917,-0.350342,-0.00132381,-5.72991e-09,4,0,0.38
-0.349175,-0.350343,-0.00135118,-3.83527e-05,4,0,0.384
-0.34918,-0.350342,-0.00137881,1.70254e-05,5,0,0.388
-0.349186,-0.350343,-0.00140671,-2.88834e-05,5,0,0.392
-0.349192,-0.350343,-0.00143487,-1.60592e-05,5,0,0.396
-0.349197,-0.350343,-0.0014633,-8.92889e-06,6,0,0.4
-0.349203,-0.350342,-0.00149199,3.3385e-05,6,0,0.404
-0.349209,-0.350343,-0.00152095,-1.97874e-05,6,0,0.408
-0.349216,-0.350343,-0.00155017,-1.10018e-05,7,0,0.412
-0.349222,-0.350343,-0.00157965,-6.11701e-06,7,0,0.416
-0.349228,-0.350343,-0.0016094,-3.40106e-06,7,0,0.42
-0.349235,-0.350343,-0.00163941,-1.89099e-06,8,0,0.424
-0.349241,-0.350343,-0.00166968,-3.94009e-05,8,0,0.428
-0.349248,-0.350343,-0.00170022,-2.19069e-05,8,0,0.432
-0.349255,-0.350343,-0.00173101,-1.21802e-05,9,0,0.436
-0.349262,-0.350343,-0.00176207,-6.77221e-06,9,0,0.44
-0.349269,-0.350343,-0.00179338,-3.76535e-06,9,0,0.444
-0.349276,-0.350343,-0.00182496,-2.09353e-06,10,0,0.448
-0.349284,-0.350343,-0.0018568,-1.16401e-06,10,0,0.452
-0.349291,-0.350344,-0.00188889,-3.89967e-05,10,0,0.456
-0.349299,-0.350344,-0.00192125,-2.16822e-05,11,0,0.46
-0.349306,-0.350344,-0.00195386,-1.20553e-05,11,0,0.464
-0.349314,-0.350344,-0.00198673,-6.70274e-06,12,0,0.468
-0.349322,-0.350344,-0.00201986,-3.72672e-06,12,0,0.472
-0.349331,-0.350344,-0.00205325,-4.04216e-05,12,0,0.476
-0.349339,-0.350344,-0.00208689,-6.08239e-05,12,0,0.48
-0.349347,-0.350344,-0.00212079,4.53142e-06,13,0,0.484
-0.349356,-0.350344,-0.00215494,-3.583e-05,13,0,0.488
-0.349364,-0.350344,-0.00218935,-1.99215e-05,14,0,0.492
-0.349373,-0.350344,-0.00222402,-1.10764e-05,14,0,0.496
-0.349382,-0.350344,-0.00225894,-6.15845e-06,15,0,0.5
-0.349391,-0.350345,-0.00229411,-4.17736e-05,15,0,0.504
-0.349401,-0.350345,-0.00232954,-2.32261e-05,15,0,0.508
-0.34941,-0.350345,-0.00236522,-5.12632e-05,15,0,0.512
-0.34942,-0.350345,-0.00240116,-6.68519e-05,16,0,0.516
-0.349429,-0.350345,-0.00243735,-3.71696e-05,16,0,0.52
-0.349439,-0.350345,-0.00247379,-2.06663e-05,17,0,0.524
-0.349449,-0.350346,-0.00251048,-4.984e-05,17,0,0.528
-0.349459,-0.350346,-0.00254743,-2.7711e-05,18,0,0.532
-0.349469,-0.350346,-0.00258462,-1.54073e-05,18,0,0.536
-0.34948,-0.350346,-0.00262207,-4.6916e-05,18,0,0.54
-0.34949,-0.350346,-0.00265976,-2.60853e-05,19,0,0.544
-0.349501,-0.350346,-0.00269771,-1.45034e-05,20,0,0.548
-0.349512,-0.350346,-0.0027359,-8.0639e-06,20,0,0.552
-0.349523,-0.350346,-0.00277435,-4.2833e-05,20,0,0.556
-0.349534,-0.350347,-0.00281304,-6.21647e-05,21,0,0.56
-0.349545,-0.350347,-0.00285198,-7.29131e-05,21,0,0.564
-0.349557,-0.350347,-0.00289117,-4.05397e-05,22,0,0.568
-0.349569,-0.350347,-0.00293061,-2.25401e-05,22,0,0.572
-0.34958,-0.350347,-0.00297029,-5.08818e-05,22,0,0.576
-0.349592,-0.350347,-0.00301022,-2.82903e-05,23,0,0.58
-0.349604,-0.350348,-0.0030504,-5.40789e-05,23,0,0.584
-0.349617,-0.350348,-0.00309082,-6.84174e-05,24,0,0.588
-0.349629,-0.350348,-0.00313149,-3.80401e-05,24,0,0.592
-0.349642,-0.350348,-0.0031724,-5.94998e-05,25,0,0.596
-0.349655,-0.350348,-0.00321356,-3.30819e-05,25,0,0.6
-0.349667,-0.350348,-0.00325496,-1.83935e-05,26,0,0.604
-0.349681,-0.350349,-0.00329661,-4.85763e-05,26,0,0.608
-0.349694,-0.350349,-0.0033385,-2.70084e-05,27,0,0.612
-0.349707,-0.350349,-0.00338063,-5.33662e-05,27,0,0.616
-0.349721,-0.35035,-0.00342301,-0.000106371,27,0,0.62
-0.349735,-0.35035,-0.00346562,-9.74916e-05,28,0,0.624
-0.349749,-0.350351,-0.00350848,-0.000130904,28,0,0.628
-0.349763,-0.350351,-0.00355158,-0.000111132,29,0,0.632
-0.349777,-0.350351,-0.00359492,-0.000100139,29,0,0.636
-0.349792,-0.350352,-0.00363851,-0.000132376,30,0,0.64
-0.349806,-0.350352,-0.00368233,-7.36013e-05,31,0,0.644
-0.349821,-0.350353,-0.00372639,-7.92718e-05,31,0,0.648
-0.349836,-0.350353,-0.00377069,-4.40751e-05,32,0,0.652
-0.349851,-0.350353,-0.00381523,-6.28553e-05,32,0,0.656
-0.349866,-0.350353,-0.00386001,-3.49475e-05,33,0,0.66
-0.349882,-0.350353,-0.00390503,-5.77803e-05,33,0,0.664
-0.349898,-0.350354,-0.00395028,-7.04754e-05,34,0,0.668
-0.349914,-0.350354,-0.00399578,-7.75338e-05,34,0,0.672
-0.34993,-0.350354,-0.0040415,-8.14583e-05,35,0,0.676
-0.349946,-0.350355,-0.00408747,-8.36403e-05,35,0,0.68
-0.349962,-0.350355,-0.00413367,-8.48535e-05,36,0,0.684
-0.349979,-0.350355,-0.00418011,-8.55281e-05,37,0,0.688
-0.349996,-0.350356,-0.00422678,-8.59031e-05,37,0,0.692
-0.350013,-0.350356,-0.00427369,-8.61116e-05,38,0,0.696
-0.35003,-0.350357,-0.00432084,-0.000124577,38,0,0.7
-0.350047,-0.350357,-0.00436821,-0.000107614,39,0,0.704
-0.350065,-0.350358,-0.00441582,-0.000136533,39,0,0.708
-0.350083,-0.350359,-0.00446367,-0.000190961,39,0,0.712
-0.350101,-0.35036,-0.00451175,-0.000297922,38,0,0.716
-0.350119,-0.350363,-0.00456006,-0.000395742,38,0,0.72
-0.350137,-0.350365,-0.0046086,-0.000450129,38,0,0.724
-0.350156,-0.350367,-0.00465737,-0.000518719,38,0,0.728
-0.350174,-0.350371,-0.00470638,-0.000710252,37,0,0.732
-0.350193,-0.350374,-0.00475562,-0.000701696,37,0,0.736
-0.350212,-0.350378,-0.00480508,-0.000850337,37,0,0.74
-0.350232,-0.350381,-0.00485478,-0.000856283,37,0,0.744
-0.350251,-0.350385,-0.00490471,-0.000936287,37,0,0.748
-0.350271,-0.35039,-0.00495487,-0.00105747,36,0,0.752
-0.350291,-0.350394,-0.00500525,-0.00104815,37,0,0.756
-0.350311,-0.350399,-0.00505587,-0.00111966,37,0,0.76
-0.350331,-0.350404,-0.00510671,-0.00119778,37,0,0.764
-0.350352,-0.35041,-0.00515778,-0.00127956,37,0,0.768
-0.350373,-0.350416,-0.00520908,-0.00140172,36,0,0.772
-0.350394,-0.350421,-0.00526061,-0.0013546,37,0,0.776
-0.350415,-0.350426,-0.00531236,-0.00129005,38,0,0.78
-0.350436,-0.350432,-0.00536434,-0.00133086,39,0,0.784
-0.350458,-0.350435,-0.00541654,-0.0011618,41,0,0.788
-0.350479,-0.35044,-0.00546897,-0.00110616,42,0,0.792
-0.350501,-0.350444,-0.00552163,-0.00107522,43,0,0.796
-0.350524,-0.350449,-0.00557451,-0.00113471,43,0,0.8
-0.350546,-0.350453,-0.00562761,-0.0010911,44,0,0.804
-0.350569,-0.350456,-0.00568094,-0.000990144,46,0,0.808
-0.350591,-0.35046,-0.00573449,-0.00101071,46,0,0.812
-0.350614,-0.350465,-0.00578827,-0.00109885,46,0,0.816
-0.350638,-0.35047,-0.00584227,-0.0011862,46,0,0.82
-0.350661,-0.350477,-0.00589649,-0.00134982,45,0,0.824
-0.350685,-0.350483,-0.00595093,-0.00147914,44,0,0.828
-0.350709,-0.350489,-0.00600559,-0.00151269,45,0,0.832
-0.350733,-0.350497,-0.00606048,-0.00168475,43,0,0.836
-0.350757,-0.350504,-0.00611558,-0.00170371,44,0,0.84
-0.350782,-0.350511,-0.00617091,-0.0017526,44,0,0.844
-0.350807,-0.350519,-0.00622645,-0.00181814,44,0,0.848
-0.350832,-0.350526,-0.00628222,-0.00181622,45,0,0.852
-0.350857,-0.350533,-0.00633821,-0.00181516,46,0,0.856
-0.350882,-0.350539,-0.00639441,-0.00169952,47,0,0.86
-0.350908,-0.350544,-0.00645083,-0.00148183,50,0,0.864
-0.350934,-0.350548,-0.00650747,-0.00120739,53,0,0.868
-0.35096,-0.350549,-0.00656433,-0.000786358,58,0,0.872
-0.350987,-0.350549,-0.00662141,-0.000437215,62,0,0.876
-0.351013,-0.350549,-0.0066787,-0.000243091,65,0,0.88
-0.35104,-0.350549,-0.00673621,-0.000173508,66,0,0.884
-0.351067,-0.350549,-0.00679393,-9.64707e-05,68,0,0.888
-0.351094,-0.350549,-0.00685188,-9.19872e-05,69,0,0.892
-0.351122,-0.35055,-0.00691003,-0.000127844,69,0,0.896
-0.35115,-0.35055,-0.0069684,-0.000109431,70,0,0.9
-0.351178,-0.350551,-0.00702699,-9.9193e-05,71,0,0.904
-0.351206,-0.350552,-0.00708579,-0.00013185,71,0,0.908
-0.351234,-0.350552,-0.0071448,-0.000150008,72,0,0.912
-0.351263,-0.350553,-0.00720403,-0.000198453,72,0,0.916
-0.351292,-0.350553,-0.00726347,-0.00011034,74,0,0.92
-0.351321,-0.350554,-0.00732313,-0.000138048,74,0,0.924
-0.351351,-0.350554,-0.00738299,-7.67547e-05,76,0,0.928
-0.35138,-0.350554,-0.00744307,-8.10251e-05,76,0,0.932
-0.35141,-0.350555,-0.00750336,-8.33995e-05,77,0,0.936
-0.35144,-0.350556,-0.00756386,-0.000161419,77,0,0.94
-0.351471,-0.350556,-0.00762457,-0.000128098,78,0,0.944
-0.351501,-0.350557,-0.00768549,-0.000147922,79,0,0.948
-0.351532,-0.350558,-0.00774662,-0.000235642,79,0,0.952
-0.351563,-0.350558,-0.00780796,-0.000169367,80,0,0.956
-0.351595,-0.350559,-0.00786951,-0.000170867,81,0,0.96
-0.351626,-0.35056,-0.00793127,-0.000171701,82,0,0.964
-0.351658,-0.350561,-0.00799324,-0.000248864,82,0,0.968
-0.35169,-0.350561,-0.00805541,-0.000138368,84,0,0.972
-0.351722,-0.350562,-0.00811779,-0.000153632,85,0,0.976
-0.351755,-0.350563,-0.00818038,-0.000200468,85,0,0.98
-0.351788,-0.350563,-0.00824318,-0.00011146,87,0,0.984
-0.351821,-0.350564,-0.00830618,-0.000138671,87,0,0.988
-0.351854,-0.350564,-0.00836939,-0.00011545,88,0,0.992
-0.351888,-0.350565,-0.00843281,-0.000217589,88,0,0.996
-0.351922,-0.350566,-0.00849643,-0.000159329,90,0,1
-0.351956,-0.350567,-0.00856026,-0.000203635,90,0,1.004
-0.35199,-0.350568,-0.00862429,-0.000304969,90,0,1.008
-0.352025,-0.350569,-0.00868852,-0.000284611,91,0,1.012
-0.35206,-0.350571,-0.00875296,-0.000273292,92,0,1.016
-0.352095,-0.350572,-0.0088176,-0.000343698,92,0,1.02
-0.35213,-0.350574,-0.00888245,-0.000344494,93,0,1.024
-0.352166,-0.350575,-0.00894749,-0.000306587,94,0,1.028
-0.352202,-0.350575,-0.00901274,-0.000247162,96,0,1.032
-0.352238,-0.350576,-0.00907819,-0.00025247,96,0,1.036
-0.352274,-0.350578,-0.00914385,-0.000332121,96,0,1.04
-0.352311,-0.350578,-0.0092097,-0.000223009,98,0,1.044
-0.352348,-0.350579,-0.00927576,-0.000200692,100,0,1.048
-0.352385,-0.35058,-0.00934201,-0.000188284,101,0,1.052
-0.352423,-0.35058,-0.00940847,-0.000143035,102,0,1.056
-0.352461,-0.350581,-0.00947512,-0.000117877,103,0,1.06
-0.352499,-0.350581,-0.00954198,-0.000103889,104,0,1.064
-0.352537,-0.350581,-0.00960903,-9.61119e-05,105,0,1.068
-0.352576,-0.350582,-0.00967628,-9.17877e-05,106,0,1.072
-0.352614,-0.350582,-0.00974373,-0.000127733,107,0,1.076
-0.352654,-0.350583,-0.00981138,-0.000147719,107,0,1.08
-0.352693,-0.350584,-0.00987923,-0.00023553,107,0,1.084
-0.352733,-0.350585,-0.00994727,-0.000246003,108,0,1.088
-0.352772,-0.350586,-0.0100155,-0.000213477,109,0,1.092
-0.352813,-0.350587,-0.0100839,-0.000272091,110,0,1.096
-0.352853,-0.350588,-0.0101526,-0.000227982,111,0,1.1
-0.352894,-0.35059,-0.0102214,-0.000318505,111,0,1.104
-0.352935,-0.350591,-0.0102904,-0.000292138,112,0,1.108
-0.352976,-0.350593,-0.0103596,-0.000354176,113,0,1.112
-0.353018,-0.350595,-0.010429,-0.000465368,113,0,1.116
-0.35306,-0.350596,-0.0104987,-0.000412143,114,0,1.12
-0.353102,-0.350599,-0.0105685,-0.000497598,114,0,1.124
-0.353144,-0.350601,-0.0106384,-0.000506762,115,0,1.128
-0.353187,-0.350603,-0.0107086,-0.000511857,116,0,1.132
-0.35323,-0.350605,-0.010779,-0.00047634,117,0,1.136
-0.353273,-0.350606,-0.0108496,-0.000418243,119,0,1.14
-0.353317,-0.350608,-0.0109203,-0.00046264,119,0,1.144
-0.353361,-0.35061,-0.0109913,-0.000448975,121,0,1.148
-0.353405,-0.350612,-0.0110624,-0.000441378,122,0,1.152
-0.353449,-0.350614,-0.0111338,-0.000513853,122,0,1.156
-0.353494,-0.350615,-0.0112053,-0.0004391,124,0,1.16
-0.353539,-0.350617,-0.011277,-0.000474237,124,0,1.164
-0.353584,-0.35062,-0.0113489,-0.000493773,125,0,1.168
-0.353629,-0.350623,-0.011421,-0.000658033,124,0,1.172
-0.353675,-0.350626,-0.0114933,-0.000672662,125,0,1.176
-0.353721,-0.35063,-0.0115657,-0.000834194,125,0,1.18
-0.353768,-0.350633,-0.0116384,-0.000808958,126,0,1.184
-0.353814,-0.350635,-0.0117112,-0.000718227,128,0,1.188
-0.353861,-0.350639,-0.0117843,-0.00074448,129,0,1.192
-0.353909,-0.350641,-0.0118575,-0.000644028,131,0,1.196
-0.353956,-0.350643,-0.0119309,-0.000588177,132,0,1.2
-0.354004,-0.350645,-0.0120045,-0.000595473,133,0,1.204
-0.354052,-0.350647,-0.0120783,-0.00056118,134,0,1.208
-0.354101,-0.350651,-0.0121522,-0.000695511,134,0,1.212
-0.35415,-0.350653,-0.0122264,-0.000616801,136,0,1.216
-0.354199,-0.350655,-0.0123007,-0.000649738,137,0,1.22
-0.354248,-0.350658,-0.0123752,-0.000629701,138,0,1.224
-0.354298,-0.35066,-0.0124499,-0.00061856,139,0,1.228
-0.354348,-0.350663,-0.0125248,-0.000612366,140,0,1.232
-0.354398,-0.350665,-0.0125999,-0.000570573,142,0,1.236
-0.354448,-0.350668,-0.0126751,-0.000624034,142,0,1.24
-0.354499,-0.350669,-0.0127506,-0.000538711,144,0,1.244
-0.35455,-0.350672,-0.0128262,-0.000644669,144,0,1.248
-0.354602,-0.350675,-0.012902,-0.000665232,145,0,1.252
-0.354654,-0.350678,-0.0129779,-0.000715015,146,0,1.256
-0.354706,-0.350681,-0.0130541,-0.000704344,147,0,1.26
-0.354758,-0.350683,-0.0131304,-0.000621712,149,0,1.264
-0.354811,-0.350686,-0.013207,-0.000690818,149,0,1.268
-0.354864,-0.350689,-0.0132837,-0.000690891,150,0,1.272
-0.354917,-0.350692,-0.0133605,-0.000729281,151,0,1.276
-0.354971,-0.350695,-0.0134376,-0.000750626,152,0,1.28
-0.355024,-0.350698,-0.0135148,-0.000724144,153,0,1.284
-0.355079,-0.3507,-0.0135922,-0.000671071,155,0,1.288
-0.355133,-0.350702,-0.0136698,-0.000603212,157,0,1.292
-0.355188,-0.350704,-0.0137476,-0.000488784,159,0,1.296
-0.355243,-0.350706,-0.0138256,-0.000540211,159,0,1.3
-0.355299,-0.350707,-0.0139037,-0.000415406,162,0,1.304
-0.355354,-0.350709,-0.013982,-0.000422713,163,0,1.308
-0.355411,-0.35071,-0.0140605,-0.000350077,165,0,1.312
-0.355467,-0.350711,-0.0141391,-0.000348041,166,0,1.316
-0.355524,-0.350714,-0.0142179,-0.000423608,166,0,1.32
-0.355581,-0.350715,-0.0142969,-0.000427273,167,0,1.324
-0.355638,-0.350717,-0.0143761,-0.000429312,168,0,1.328
-0.355696,-0.350718,-0.0144555,-0.000353746,170,0,1.332
-0.355754,-0.350719,-0.014535,-0.000311731,172,0,1.336
-0.355812,-0.35072,-0.0146147,-0.000288371,173,0,1.34
-0.355871,-0.350721,-0.0146946,-0.000313732,174,0,1.344
-0.35593,-0.350723,-0.0147746,-0.000289484,176,0,1.348
-0.355989,-0.350725,-0.0148548,-0.00039105,176,0,1.352
-0.356048,-0.350726,-0.0149352,-0.000332472,178,0,1.356
-0.356108,-0.350728,-0.0150158,-0.000453301,178,0,1.36
-0.356168,-0.350729,-0.0150965,-0.000405434,179,0,1.364
-0.356229,-0.350732,-0.0151774,-0.000455518,180,0,1.368
-0.35629,-0.350733,-0.0152585,-0.000368317,182,0,1.372
-0.356351,-0.350734,-0.0153397,-0.000319833,184,0,1.376
-0.356413,-0.350735,-0.0154211,-0.000292875,185,0,1.38
-0.356474,-0.350736,-0.0155027,-0.000277887,186,0,1.384
-0.356537,-0.350737,-0.0155845,-0.000269554,188,0,1.388
-0.356599,-0.350738,-0.0156664,-0.00030327,189,0,1.392
-0.356662,-0.350739,-0.0157485,-0.000322016,190,0,1.396
-0.356725,-0.350742,-0.0158308,-0.000409138,190,0,1.4
-0.356789,-0.350743,-0.0159132,-0.000380879,192,0,1.404
-0.356852,-0.350745,-0.0159958,-0.000480215,192,0,1.408
-0.356917,-0.350747,-0.0160785,-0.000458747,193,0,1.412
-0.356981,-0.350749,-0.0161615,-0.00052351,194,0,1.416
-0.357046,-0.350752,-0.0162446,-0.000597868,194,0,1.42
-0.357111,-0.350754,-0.0163278,-0.000485812,197,0,1.424
-0.357177,-0.350755,-0.0164113,-0.000461859,198,0,1.428
-0.357242,-0.350758,-0.0164948,-0.00052524,199,0,1.432
-0.357308,-0.35076,-0.0165786,-0.000522131,200,0,1.436
-0.357375,-0.350762,-0.0166625,-0.000520402,201,0,1.44
-0.357442,-0.350763,-0.0167466,-0.000442741,203,0,1.444
-0.357509,-0.350765,-0.0168309,-0.000476261,204,0,1.448
-0.357576,-0.350767,-0.0169153,-0.000494898,205,0,1.452
-0.357644,-0.35077,-0.0169998,-0.00054361,206,0,1.456
-0.357712,-0.350772,-0.0170846,-0.000532344,208,0,1.46
-0.357781,-0.350774,-0.0171695,-0.000487731,209,0,1.464
-0.35785,-0.350774,-0.0172545,-0.000347877,212,0,1.468
-0.357919,-0.350776,-0.0173398,-0.000346818,213,0,1.472
-0.357988,-0.350777,-0.0174251,-0.000307879,215,0,1.476
-0.358058,-0.350778,-0.0175107,-0.000362928,216,0,1.48
-0.358129,-0.35078,-0.0175964,-0.000316837,217,0,1.484
-0.358199,-0.350782,-0.0176823,-0.000406258,218,0,1.488
-0.35827,-0.350783,-0.0177683,-0.000417627,219,0,1.492
-0.358341,-0.350785,-0.0178545,-0.000423948,220,0,1.496
-0.358413,-0.350786,-0.0179408,-0.000350764,222,0,1.5
-0.358485,-0.350788,-0.0180273,-0.000425122,223,0,1.504
-0.358557,-0.350789,-0.018114,-0.000351416,225,0,1.508
-0.35863,-0.350791,-0.0182008,-0.000425484,226,0,1.512
-0.358703,-0.350793,-0.0182878,-0.000428317,227,0,1.516
-0.358776,-0.350795,-0.0183749,-0.000468241,228,0,1.52
-0.35885,-0.350797,-0.0184622,-0.000490439,229,0,1.524
-0.358924,-0.3508,-0.0185497,-0.000541131,230,0,1.528
-0.358998,-0.350802,-0.0186373,-0.000569315,231,0,1.532
-0.359073,-0.350803,-0.018725,-0.000469937,233,0,1.536
-0.359148,-0.350806,-0.018813,-0.000529732,234,0,1.54
-0.359223,-0.350807,-0.018901,-0.000447929,236,0,1.544
-0.359299,-0.350808,-0.0189893,-0.000287398,239,0,1.548
-0.359375,-0.350808,-0.0190776,-0.000236492,241,0,1.552
-0.359452,-0.350809,-0.0191662,-0.000246538,242,0,1.556
-0.359529,-0.35081,-0.0192549,-0.000252124,244,0,1.56
-0.359606,-0.350811,-0.0193437,-0.000255229,245,0,1.564
-0.359683,-0.350812,-0.0194327,-0.000256956,246,0,1.568
-0.359761,-0.350814,-0.0195218,-0.000296266,247,0,1.572
-0.359839,-0.350816,-0.0196111,-0.000394821,248,0,1.576
-0.359918,-0.350818,-0.0197006,-0.000411268,249,0,1.58
-0.359997,-0.350819,-0.0197902,-0.000382063,251,0,1.584
-0.360076,-0.350821,-0.01988,-0.000404175,252,0,1.588
