joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, propo_term_torque_joint1, deriv_term_torque_joint1, propo_term_torque_joint2, deriv_term_torque_joint2, current_time
0,-0.000239425,0.39282,-0.000302996,0,0,0.08,0,0,-2282,-0,-0,-2162.18,-120,0.004
0,-0.000239425,0.39314,-0.000302996,0,0,0.0799998,0,0,-2283,-0,-0,-2163.94,-120,0.008
0,-0.000239425,0.39346,-0.000296086,0,0,0.0799996,0.000575818,0,-2284,-0,-0,-2165.66,-119.136,0.012
0,-0.000239425,0.39378,-0.000149943,0,0,0.0799993,0.0125624,0,-2267,-0,-0,-2166.61,-101.155,0.016
0,-0.000239425,0.3941,0.000167909,0,0,0.079999,0.0348626,0,-2234,-0,-0,-2166.63,-67.7045,0.02
0,-0.00023908,0.39442,0.000636395,0,2.87909e-05,0.0799985,0.0622822,0,-2192,-0,0,-2165.81,-26.5744,0.024
0,-0.00023908,0.39474,0.00122822,0,1.91939e-05,0.079998,0.0908403,0,-2148,-0,0,-2164.31,16.2636,0.028
0,-0.00023908,0.39506,0.00190227,0,1.2796e-05,0.0799973,0.116731,0,-2107,-0,0,-2162.37,55.101,0.032
0,-0.00023908,0.39538,0.00263091,0,8.53064e-06,0.0799966,0.138541,0,-2072,-0,0,-2160.12,87.8165,0.036
0,-0.00023908,0.3957,0.0033789,0,5.6871e-06,0.0799958,0.154693,0,-2045,-0,0,-2157.77,112.046,0.04
0,-0.00023908,0.39602,0.00412689,0,3.7914e-06,0.0799949,0.165461,0,-2027,-0,0,-2155.41,128.199,0.044
0,-0.00023908,0.39634,0.0048424,0,2.5276e-06,0.079994,0.169933,0,-2018,-0,0,-2153.24,134.909,0.048
0,-0.00023908,0.39666,0.00552509,0,1.68507e-06,0.0799929,0.17018,0,-2015,-0,0,-2151.24,135.28,0.052
0,-0.00023908,0.39698,0.00617876,0,1.12338e-06,0.0799918,0.167926,0,-2017,-0,0,-2149.41,131.901,0.056
