joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, propo_term_torque_joint1, deriv_term_torque_joint1, propo_term_torque_joint2, deriv_term_torque_joint2, current_time
-1.18,-0.000240116,-3.14624e-11,0.000810522,0,0,-2.35947e-08,0,0,1,0,-0,1.21578,1.17973e-05,0.004
-1.18,-0.000239771,-2.51631e-10,0.000812941,0,2.87909e-05,-9.43444e-08,0.000201536,0,1,0,0,1.21941,0.100815,0.008
-1.18,-0.000239771,-8.49022e-10,0.00081225,0,1.91939e-05,-2.12198e-07,7.67758e-05,0,1,0,0,1.21838,0.038494,0.012
-1.18,-0.000239771,-2.01195e-09,0.000811213,0,1.2796e-05,-3.77103e-07,-3.51889e-05,0,1,0,0,1.21682,-0.0174059,0.016
-1.18,-0.000239771,-3.92851e-09,0.000810522,0,8.53064e-06,-5.89009e-07,-8.10411e-05,0,1,0,0,1.21579,-0.0402261,0.02
-1.18,-0.000240116,-6.78662e-09,0.000810522,0,-2.31038e-05,-8.47864e-07,-5.40274e-05,0,1,0,-0,1.21579,-0.0265898,0.024
-1.18,-0.000239771,-1.0774e-08,0.000810177,0,1.33884e-05,-1.15362e-06,-6.48092e-05,0,1,0,0,1.21528,-0.0318278,0.028
-1.18,-0.000239771,-1.6078e-08,0.000809486,0,8.92558e-06,-1.50622e-06,-0.000100788,0,1,0,0,1.21425,-0.0496409,0.032
-1.18,-0.000239771,-2.28861e-08,0.00080914,0,5.95039e-06,-1.90561e-06,-9.59829e-05,0,1,0,0,1.21374,-0.0470387,0.036
-1.18,-0.000239771,-3.13852e-08,0.000808795,0,3.96693e-06,-2.35175e-06,-9.27795e-05,0,1,0,0,1.21324,-0.0452139,0.04
-1.18,-0.000239771,-4.17623e-08,0.00080914,0,2.64462e-06,-2.84458e-06,-3.30621e-05,0,1,0,0,1.21377,-0.0151088,0.044
-1.18,-0.000239771,-5.42041e-08,0.00080914,0,1.76308e-06,-3.38405e-06,-2.20414e-05,0,1,0,0,1.21379,-0.00932867,0.048
-1.18,-0.000239771,-6.88969e-08,0.00080914,0,1.17539e-06,-3.97011e-06,-1.46943e-05,0,1,0,0,1.21381,-0.00536208,0.052
-1.18,-0.000239771,-8.6027e-08,0.00080914,0,7.8359e-07,-4.60272e-06,-9.79618e-06,0,1,0,0,1.21384,-0.00259673,0.056
-1.18,-0.000239771,-1.05781e-07,0.00080914,0,5.22393e-07,-5.2818e-06,-6.53078e-06,0,1,0,0,1.21387,-0.000624491,0.06
-1.18,-0.000239771,-1.28343e-07,0.00080914,0,3.48262e-07,-6.00733e-06,-4.35386e-06,0,1,0,0,1.2139,0.000826735,0.064
-1.18,-0.000239771,-1.53901e-07,0.00080914,0,2.32175e-07,-6.77924e-06,-2.90257e-06,0,1,0,0,1.21394,0.00193833,0.068
-1.18,-0.000239771,-1.82639e-07,0.00080914,0,1.54783e-07,-7.59748e-06,-1.93505e-06,0,1,0,0,1.21398,0.00283122,0.072
