joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, propo_term_torque_joint1, deriv_term_torque_joint1, propo_term_torque_joint2, deriv_term_torque_joint2, current_time
3.1,3.10066,0.922,0.920615,-2.32454e-08,0,-6.91362e-09,0,3,-8,3.62778,8.13587e-05,-8.30839,2.76545e-05,0.004
3.1,3.10066,0.922,0.920541,-9.29628e-08,2.87909e-05,-2.76489e-08,-0.00616126,3,-33,3.62968,0.101094,-8.752,-24.6449,0.008
3.1,3.10066,0.922,0.920488,-2.09124e-07,1.91939e-05,-6.21977e-08,-0.00854131,3,-43,3.62969,0.0679108,-9.07123,-34.165,0.012
3.1,3.10066,0.922,0.920442,-3.71702e-07,1.2796e-05,-1.10552e-07,-0.00955219,3,-47,3.62969,0.0460868,-9.349,-38.2083,0.016
3.1,3.10066,0.922,0.920402,-5.80669e-07,8.53064e-06,-1.72702e-07,-0.00965029,3,-48,3.6297,0.0318896,-9.58531,-38.6005,0.02
3.1,3.10066,0.922,0.920371,-8.35996e-07,5.6871e-06,-2.48641e-07,-0.00908229,3,-46,3.62972,0.0228308,-9.77602,-36.3282,0.024
3.1,3.10066,0.922,0.920347,-1.13766e-06,3.7914e-06,-3.38361e-07,-0.00804144,3,-42,3.62974,0.0172517,-9.91905,-32.1644,0.028
3.1,3.10066,0.922,0.920332,-1.48562e-06,2.5276e-06,-4.41852e-07,-0.00659897,3,-36,3.62977,0.0140463,-10.0082,-26.3941,0.032
3.1,3.10066,0.922,0.920325,-1.87986e-06,1.68507e-06,-5.59107e-07,-0.00500392,3,-30,3.62981,0.0124772,-10.0517,-20.0134,0.036
3.1,3.10066,0.922,0.920324,-2.32035e-06,1.12338e-06,-6.90118e-07,-0.00336474,3,-23,3.62985,0.0120531,-10.0538,-13.4562,0.04
3.1,3.10066,0.922,0.920326,-2.80706e-06,7.48918e-07,-8.34875e-07,-0.00212799,3,-18,3.62991,0.0124459,-10.0454,-8.50864,0.044
3.1,3.10066,0.922,0.920329,-3.33997e-06,4.99279e-07,-9.93372e-07,-0.00115954,3,-14,3.62998,0.0134374,-10.0268,-4.63421,0.048
3.1,3.10066,0.922,0.920334,-3.91904e-06,3.32852e-07,-1.1656e-06,-0.000341166,3,-11,3.63006,0.0148816,-9.99564,-1.36,0.052
3.1,3.10066,0.922,0.92034,-4.54425e-06,2.21902e-07,-1.35155e-06,0.000290793,3,-8,3.63015,0.0166815,-9.9583,1.16858,0.056
3.1,3.10066,0.922,0.920347,-5.21557e-06,1.47934e-07,-1.55121e-06,0.000740889,3,-6,3.63026,0.0187723,-9.91888,2.96976,0.06
3.1,3.10066,0.922,0.920353,-5.93297e-06,9.86229e-08,-1.76458e-06,0.000983372,3,-5,3.63038,0.0211106,-9.8836,3.94055,0.064
3.1,3.10066,0.922,0.920357,-6.69642e-06,6.57486e-08,-1.99165e-06,0.00102986,3,-5,3.63052,0.0236676,-9.85661,4.12742,0.068
3.1,3.10066,0.922,0.920361,-7.50591e-06,4.38324e-08,-2.2324e-06,0.00100328,3,-5,3.63067,0.0264241,-9.83375,4.02203,0.072
3.1,3.10066,0.922,0.920363,-8.36139e-06,2.92216e-08,-2.48684e-06,0.000870387,3,-6,3.63085,0.0293671,-9.81919,3.4915,0.076
3.1,3.10066,0.922,0.920365,-9.26284e-06,1.94811e-08,-2.75495e-06,0.000695422,3,-7,3.63104,0.0324881,-9.81083,2.79271,0.08
3.1,3.10066,0.922,0.920365,-1.02102e-05,1.29874e-08,-3.03672e-06,0.000463614,3,-7,3.63126,0.0357813,-9.81076,1.8666,0.084
3.1,3.10066,0.922,0.920364,-1.12035e-05,8.65826e-09,-3.33215e-06,0.000280285,3,-8,3.63149,0.0392427,-9.81276,1.13447,0.088
3.1,3.10066,0.922,0.920364,-1.22427e-05,5.77217e-09,-3.64123e-06,0.000186857,3,-9,3.63175,0.0428698,-9.81268,0.761993,0.092
3.1,3.10066,0.922,0.920364,-1.33278e-05,3.84811e-09,-3.96394e-06,0.000124571,3,-9,3.63203,0.0466608,-9.81258,0.514141,0.096
3.1,3.10066,0.922,0.920365,-1.44587e-05,2.56541e-09,-4.30029e-06,0.000140629,3,-9,3.63234,0.0506144,-9.80834,0.579719,0.1
3.1,3.10066,0.922,0.920365,-1.56354e-05,1.71027e-09,-4.65026e-06,9.37529e-05,3,-9,3.63267,0.0547298,-9.80823,0.393613,0.104
3.1,3.10066,0.922,0.920365,-1.68578e-05,1.14018e-09,-5.01385e-06,6.25019e-05,3,-9,3.63303,0.0590065,-9.80812,0.270063,0.108
3.1,3.10066,0.922,0.920365,-1.81261e-05,7.60121e-10,-5.39104e-06,1.2877e-05,3,-9,3.63341,0.0634439,-9.81006,0.0730723,0.112
3.1,3.10066,0.922,0.920365,-1.944e-05,-2.87904e-05,-5.78183e-06,8.58469e-06,3,-9,3.63192,-0.0327264,-9.80993,0.0574661,0.116
3.1,3.10066,0.922,0.920365,-2.07996e-05,-1.91936e-05,-6.18622e-06,5.72313e-06,3,-9,3.63237,0.00562109,-9.80979,0.0476374,0.12
3.1,3.10066,0.922,0.920365,-2.22049e-05,-1.27957e-05,-6.60418e-06,3.81542e-06,3,-9,3.63284,0.0329322,-9.80963,0.0416784,0.124
3.1,3.10066,0.922,0.920365,-2.36559e-05,-8.53049e-06,-7.03571e-06,2.54361e-06,3,-9,3.63334,0.0529388,-9.80947,0.0383173,0.128
3.1,3.10066,0.922,0.920365,-2.51524e-05,-5.687e-06,-7.48082e-06,1.69574e-06,3,-9,3.63388,0.068129,-9.80929,0.0367062,0.132
3.1,3.10066,0.922,0.920365,-2.66945e-05,-3.79133e-06,-7.93947e-06,1.13049e-06,3,-9,3.63445,0.0801613,-9.80911,0.0362799,0.136
3.1,3.10066,0.922,0.920365,-2.82822e-05,-2.52755e-06,-8.41168e-06,7.53663e-07,3,-9,3.63505,0.0901414,-9.80891,0.0366614,0.14
3.1,3.10066,0.922,0.920365,-2.99154e-05,-1.68504e-06,-8.89743e-06,5.02442e-07,3,-9,3.63569,0.0988064,-9.80871,0.0375995,0.144
3.1,3.10066,0.922,0.920365,-3.15941e-05,-1.12336e-06,-9.39671e-06,3.34961e-07,3,-9,3.63637,0.106648,-9.80849,0.0389267,0.148
3.1,3.10066,0.921999,0.920365,-3.33183e-05,-7.48905e-07,-9.90952e-06,2.23307e-07,3,-9,3.63709,0.113993,-9.80825,0.0405313,0.152
3.1,3.10066,0.921999,0.920365,-3.5088e-05,-4.9927e-07,-1.04358e-05,1.48872e-07,3,-9,3.63784,0.12106,-9.80801,0.0423388,0.156
3.1,3.10066,0.921999,0.920365,-3.6903e-05,-3.32847e-07,-1.09757e-05,9.92478e-08,3,-9,3.63863,0.127996,-9.80775,0.0442997,0.16
3.1,3.10066,0.921999,0.920365,-3.87634e-05,-2.90128e-05,-1.1529e-05,2.88571e-05,3,-9,3.63756,0.0341271,-9.80541,0.161544,0.164
3.1,3.10066,0.921999,0.920365,-4.06692e-05,9.44904e-06,-1.20958e-05,-9.55286e-06,3,-9,3.64034,0.175414,-9.8072,0.0101718,0.168
3.1,3.10066,0.921999,0.920365,-4.26203e-05,6.29936e-06,-1.26761e-05,-6.36858e-06,3,-9,3.64125,0.171219,-9.8069,0.0252301,0.172
3.1,3.10066,0.921999,0.920365,-4.46168e-05,4.19957e-06,-1.32699e-05,2.45452e-05,3,-9,3.64221,0.170857,-9.80452,0.15126,0.176
3.1,3.10066,0.921999,0.920365,-4.66585e-05,2.79972e-06,-1.38771e-05,-1.24275e-05,3,-9,3.64321,0.173104,-9.80627,0.00579872,0.18
3.1,3.10066,0.921999,0.920365,-4.87454e-05,1.86648e-06,-1.44978e-05,-8.28497e-06,3,-9,3.64426,0.177142,-9.80593,0.0248515,0.184
3.1,3.10066,0.921999,0.920365,-5.08776e-05,1.24432e-06,-1.5132e-05,-5.52331e-06,3,-9,3.64536,0.182427,-9.80557,0.0384347,0.188
