joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, propo_term_torque_joint1, deriv_term_torque_joint1, propo_term_torque_joint2, deriv_term_torque_joint2, current_time
0.047,0.0482596,0.029,0.0292648,2.35453e-08,0,7.79844e-09,0,6,1,6.92768,-8.24085e-05,1.58894,-3.11938e-05,0.004
0.047,0.0482585,0.029,0.0292648,9.41623e-08,-8.63728e-05,3.11875e-08,0,6,1,6.92198,-0.302634,1.58894,-0.00012475,0.008
0.047,0.0482592,0.029,0.0292648,2.11823e-07,3.85488e-16,7.01579e-08,0,6,1,6.92578,-0.00074138,1.58894,-0.000280632,0.012
0.047,0.0482589,0.029,0.0292645,3.76499e-07,-2.87909e-05,1.247e-07,-2.87909e-05,6,1,6.92387,-0.102086,1.58686,-0.115662,0.016
0.047,0.0482589,0.029,0.0292648,5.88161e-07,-1.91939e-05,1.94805e-07,9.59697e-06,6,1,6.92386,-0.0692374,1.58893,0.0376087,0.02
0.047,0.0482589,0.029,0.0292648,8.46783e-07,-1.2796e-05,2.80463e-07,6.39798e-06,6,1,6.92384,-0.0477496,1.58893,0.0244701,0.024
0.047,0.0482589,0.029,0.0292648,1.15234e-06,-8.53064e-06,3.81665e-07,4.26532e-06,6,1,6.92382,-0.0338904,1.58892,0.0155346,0.028
0.047,0.0482589,0.029,0.0292648,1.50479e-06,-5.6871e-06,4.98402e-07,2.84355e-06,6,1,6.92379,-0.0251716,1.58891,0.00938059,0.032
0.047,0.0482589,0.029,0.0292645,1.90412e-06,-3.7914e-06,6.30663e-07,-2.68952e-05,6,1,6.92375,-0.0199343,1.58682,-0.110104,0.036
0.047,0.0482589,0.029,0.0292645,2.35029e-06,-2.5276e-06,7.78441e-07,-1.79302e-05,6,1,6.92371,-0.0170726,1.5868,-0.0748344,0.04
0.047,0.0482589,0.029,0.0292648,2.84328e-06,-1.68507e-06,9.41725e-07,1.68375e-05,6,1,6.92365,-0.0158492,1.58886,0.0635831,0.044
0.0470001,0.0482589,0.029,0.0292648,3.38307e-06,-1.12338e-06,1.12051e-06,1.1225e-05,6,1,6.92358,-0.0157726,1.58883,0.040418,0.048
0.0470001,0.0482589,0.029,0.0292648,3.96961e-06,-7.48918e-07,1.31477e-06,7.48333e-06,6,1,6.9235,-0.0165148,1.5888,0.0246742,0.052
