joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, nonlinear_term_torque_joint1, PD_term_torque_joint1, nonlinear_term_torque_joint2, PD_term_torque_joint2, current_time
2.97,2.96863,0.966,0.964417,-2.22705e-08,0,-7.24355e-09,0,-5,-73,0,-5,-56.049,-16.951,0.004
2.97,2.96863,0.966,0.964341,-8.90644e-08,0.000201536,-2.89684e-08,-0.00630521,-4,-134,-3.26196e-06,-4,-56.0551,-77.9449,0.008
2.97,2.96863,0.966,0.964288,-2.00355e-07,0.000134358,-6.51659e-08,-0.00863728,-4,-157,-2.97908e-06,-4,-56.0594,-100.941,0.012
2.97,2.96863,0.966,0.96425,-3.56115e-07,0.000118363,-1.15827e-07,-0.00895398,-4,-161,-2.72073e-06,-4,-56.0625,-104.938,0.016
2.97,2.96863,0.966,0.964227,-5.56318e-07,2.13266e-05,-1.80944e-07,-0.00786952,-4,-150,-4.30857e-07,-4,-56.0643,-93.9357,0.02
2.97,2.96863,0.966,0.964222,-8.00938e-07,1.42177e-05,-2.60507e-07,-0.00562063,-4,-129,-2.05154e-07,-4,-56.0647,-72.9353,0.024
2.97,2.96863,0.966,0.964233,-1.08995e-06,9.47849e-06,-3.54508e-07,-0.00285457,-4,-102,-6.94609e-08,-4,-56.0638,-45.9362,0.028
2.97,2.96863,0.966,0.964256,-1.42332e-06,6.319e-06,-4.62938e-07,-2.84355e-06,-4,-75,-4.61277e-11,-4,-56.062,-18.938,0.032
2.97,2.96863,0.966,0.964286,-1.80103e-06,4.21266e-06,-5.85789e-07,0.00247412,-4,-51,2.6756e-08,-4,-56.0596,5.05956,0.036
2.97,2.96863,0.966,0.96432,-2.22305e-06,2.80844e-06,-7.23052e-07,0.00447093,-4,-31,3.22326e-08,-4,-56.0568,25.0568,0.04
2.97,2.96863,0.966,0.964357,-2.68935e-06,1.8723e-06,-8.74717e-07,0.00606125,-4,-15,2.91311e-08,-4,-56.0538,41.0538,0.044
2.97,2.96863,0.966,0.964395,-3.19991e-06,3.00391e-05,-1.04078e-06,0.00726541,-4,-3,5.60216e-07,-4,-56.0507,53.0507,0.048
2.97,2.96863,0.966,0.964433,-3.75469e-06,2.00261e-05,-1.22122e-06,0.00795303,-4,3,4.08813e-07,-4,-56.0477,59.0477,0.052
2.97,2.96863,0.966,0.964468,-4.35368e-06,1.33507e-05,-1.41605e-06,0.00829628,-4,6,2.84297e-07,-4,-56.0448,62.0448,0.056
2.97,2.96863,0.966,0.964502,-4.99685e-06,8.90048e-06,-1.62524e-06,0.00835236,-4,7,1.90808e-07,-4,-56.0421,63.0421,0.06
2.97,2.96863,0.966,0.964532,-5.68417e-06,6.35155e-05,-1.84879e-06,0.00801547,-4,4,1.30669e-06,-4,-56.0397,60.0397,0.064
2.97,2.96863,0.966,0.964558,-6.41561e-06,-1.52382e-05,-2.08669e-06,0.00750297,-5,0,-2.93441e-07,-5,-56.0376,56.0376,0.068
2.97,2.96863,0.966,0.96458,-7.19114e-06,-1.01588e-05,-2.33894e-06,0.0068446,-5,-5,-1.78459e-07,-5,-56.0358,51.0358,0.072
2.97,2.96863,0.966,0.964599,-8.01075e-06,2.20184e-05,-2.60552e-06,0.00620415,-4,-11,3.50598e-07,-4,-56.0342,45.0342,0.076
2.97,2.96863,0.966,0.964618,-8.8744e-06,4.34699e-05,-2.88642e-06,0.00566202,-4,-16,6.31677e-07,-4,-56.0327,40.0327,0.08
2.97,2.96863,0.966,0.964634,-9.78206e-06,2.89799e-05,-3.18164e-06,0.00515664,-4,-21,3.83526e-07,-4,-56.0314,35.0314,0.084
2.97,2.96863,0.966,0.964648,-1.07337e-05,-6.70528e-05,-3.49117e-06,0.0045894,-5,-26,-7.89767e-07,-5,-56.0303,30.0303,0.088
2.97,2.96863,0.966,0.964661,-1.17293e-05,4.16709e-05,-3.815e-06,0.00409607,-4,-31,4.38048e-07,-4,-56.0293,25.0293,0.092
