joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
0.036394,0.0372892,0.218861,0.0187007,3.76499e-07,0,0.0500001,0,9,-2500,0,0,23.0522,1,0.004
0.036394,0.0372892,0.219061,0.0187007,1.50479e-06,0,0.0500006,0,9,-2500,0.0102555,0.0102555,20.181,1,0.008
0.036394,0.0372892,0.219261,0.0187135,3.38307e-06,0,0.0500013,0.00106526,9,-2500,0.020499,0.020499,17.3209,1,0.012
0.036394,0.0372892,0.219461,0.0188901,6.00952e-06,0,0.0500023,0.0154223,9,-2500,0.0307231,0.0307231,14.4914,1,0.016
0.0363941,0.0372892,0.219661,0.0192449,9.38236e-06,0,0.0500036,0.0398498,9,-2388,0.04092,0.04092,11.824,1,0.02
0.0363941,0.0372889,0.219861,0.0197459,1.34998e-05,-2.87909e-05,0.0500052,0.0683134,9,-2112,0.0510615,0.0510615,9.41603,1,0.024
0.0363942,0.0372885,0.220061,0.0203567,1.836e-05,-4.79849e-05,0.050007,0.0964446,9,-1837,0.0608747,0.0608747,7.30504,1,0.028
0.0363943,0.0372878,0.220261,0.0210387,2.39611e-05,-8.95718e-05,0.0500092,0.12113,9,-1595,0.0704253,0.0704253,5.48547,1,0.032
0.0363944,0.0372871,0.220461,0.0217649,3.03014e-05,-0.000117296,0.0500116,0.141272,8,-1396,0.0795029,0.0795029,3.92176,1,0.036
0.0363945,0.0372864,0.220661,0.0224973,3.73792e-05,-0.000135779,0.0500143,0.155218,8,-1257,0.0882357,0.0882357,2.56692,1,0.04
0.0363947,0.0372864,0.220861,0.0232191,4.51925e-05,-9.05196e-05,0.0500173,0.163623,8,-1170,0.0967471,0.0967471,1.35893,1,0.044
0.0363949,0.0372861,0.221061,0.0239094,5.37396e-05,-8.91373e-05,0.0500205,0.166606,8,-1140,0.1056,0.1056,0.24197,0.24197,0.048
0.0363951,0.0372861,0.221261,0.0245817,6.30187e-05,-5.94249e-05,0.0500241,0.167098,9,-1135,0.114394,0.114394,-0.839947,-0.839947,0.052
0.0363954,0.0372861,0.221462,0.0252126,7.3028e-05,-3.96166e-05,0.0500279,0.163971,9,-1161,0.123383,0.123383,-1.9142,-1,0.056
0.0363957,0.0372861,0.221662,0.0258448,8.37657e-05,-2.64111e-05,0.050032,0.162001,9,-1175,0.132461,0.132461,-3.00984,-1,0.06
0.036396,0.0372861,0.221862,0.0264753,9.52301e-05,-1.76074e-05,0.0500363,0.160544,9,-1184,0.141557,0.141557,-4.11501,-1,0.064
0.0363964,0.0372861,0.222062,0.0271027,0.000107419,-1.17382e-05,0.050041,0.159314,9,-1191,0.150618,0.150618,-5.22477,-1,0.068
0.0363969,0.0372861,0.222262,0.027744,0.000120332,-7.8255e-06,0.0500459,0.159645,9,-1183,0.15961,0.15961,-6.33597,-1,0.072
0.0363974,0.0372861,0.222462,0.0283697,0.000133965,-5.217e-06,0.0500511,0.15857,9,-1189,0.168504,0.168504,-7.43498,-1,0.076
0.036398,0.0372861,0.222663,0.0289984,0.000148318,-3.478e-06,0.0500566,0.158113,9,-1189,0.177281,0.177281,-8.53462,-1,0.08
0.0363986,0.0372861,0.222863,0.0296314,0.000163389,-2.31867e-06,0.0500623,0.158154,8,-1184,0.185923,0.185923,-9.62877,-1,0.084
0.0363993,0.0372861,0.223063,0.0302916,0.000179176,-1.54578e-06,0.0500683,0.160455,8,-1156,0.194418,0.194418,-10.7112,-1,0.088
0.0364,0.0372861,0.223263,0.0308938,0.000195676,-1.03052e-06,0.0500746,0.157153,8,-1184,0.202754,0.202754,-11.7648,-1,0.092
0.0364008,0.0372861,0.223464,0.0315053,0.00021289,-6.87012e-07,0.0500812,0.155728,8,-1193,0.210919,0.210919,-12.8407,-1,0.096
0.0364017,0.0372861,0.223664,0.0321075,0.000230814,-4.58008e-07,0.050088,0.154002,8,-1205,0.218906,0.218906,-13.9217,-1,0.1
0.0364027,0.0372861,0.223864,0.0327028,0.000249446,-3.05339e-07,0.0500951,0.152274,8,-1218,0.226704,0.226704,-15.0105,-1,0.104
0.0364037,0.0372861,0.224065,0.0332863,0.000268786,-2.03559e-07,0.0501025,0.150144,8,-1234,0.234305,0.234305,-16.1076,-1,0.108
0.0364048,0.0372861,0.224265,0.0338619,0.000288831,-1.35706e-07,0.0501101,0.148062,7,-1250,0.2417,0.2417,-17.2167,-1,0.112
0.036406,0.0372861,0.224466,0.0344289,0.00030958,-9.04708e-08,0.050118,0.145954,7,-1266,0.248882,0.248882,-18.3375,-1,0.116
0.0364073,0.0372861,0.224666,0.0349865,0.00033103,-6.03138e-08,0.0501262,0.143771,7,-1283,0.255842,0.255842,-19.4702,-1,0.12
0.0364087,0.0372861,0.224867,0.0355459,0.00035318,-4.02092e-08,0.0501346,0.14246,7,-1292,0.262571,0.262571,-20.615,-1,0.124
0.0364101,0.0372861,0.225067,0.0360955,0.000376029,-2.68062e-08,0.0501433,0.14078,7,-1304,0.269063,0.269063,-21.7641,-1,0.128
