joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
0.73868,0.737681,0.73491,0.733206,-3.54283e-07,0,-3.52475e-07,0,-6,-87,0,0,17.1315,1,0.004
0.73868,0.737682,0.73491,0.733116,-1.416e-06,2.87909e-05,-1.40877e-06,-0.00748564,-5,-160,-0.00635005,-0.00635005,17.0369,1,0.008
0.73868,0.737682,0.73491,0.73305,-3.18344e-06,4.79849e-05,-3.1672e-06,-0.0105183,-5,-190,-0.0125359,-0.0125359,16.8699,1,0.012
0.73868,0.737681,0.73491,0.732998,-5.65492e-06,-2.55919e-05,-5.62606e-06,-0.0113596,-6,-198,-0.0186407,-0.0186407,16.6741,1,0.016
0.73868,0.737682,0.73491,0.732966,-8.82874e-06,6.93115e-05,-8.78368e-06,-0.0101931,-5,-187,-0.0250784,-0.0250784,16.4714,1,0.02
0.73868,0.737682,0.73491,0.732957,-1.27032e-05,4.62077e-05,-1.26384e-05,-0.00760152,-5,-163,-0.0310103,-0.0310103,16.2815,1,0.024
0.73868,0.737683,0.73491,0.732966,-1.72766e-05,5.9596e-05,-1.71884e-05,-0.00431911,-5,-131,-0.0370342,-0.0370342,16.1183,1,0.028
0.73868,0.737683,0.73491,0.732989,-2.25473e-05,3.97307e-05,-2.24322e-05,-0.000921626,-5,-98,-0.0429684,-0.0429684,15.9886,1,0.032
0.73868,0.737683,0.73491,0.733023,-2.85135e-05,2.64871e-05,-2.83679e-05,0.0021783,-6,-68,-0.0489801,-0.0489801,15.8931,1,0.036
0.73868,0.737683,0.73491,0.733064,-3.51736e-05,4.6449e-05,-3.4994e-05,0.00490711,-5,-41,-0.055018,-0.055018,15.829,1,0.04
0.738679,0.737684,0.734909,0.73311,-4.25258e-05,8.85479e-05,-4.23088e-05,0.00712939,-5,-19,-0.0608951,-0.0608951,15.7925,1,0.044
0.738679,0.737683,0.734909,0.733158,-5.05686e-05,3.0241e-05,-5.03105e-05,0.00872608,-5,-3,-0.0665298,-0.0665298,15.7783,1,0.048
0.738679,0.737684,0.734909,0.733204,-5.93002e-05,4.89516e-05,-5.89975e-05,0.00961779,-5,5,-0.0724146,-0.0724146,15.7803,1,0.052
0.738679,0.737683,0.734909,0.733247,-6.87188e-05,3.84346e-06,-6.83681e-05,0.0100107,-6,9,-0.0781671,-0.0781671,15.7914,1,0.056
0.738678,0.737684,0.734908,0.733287,-7.8823e-05,3.13532e-05,-7.84207e-05,0.0100136,-5,10,-0.08409,-0.08409,15.8067,1,0.06
0.738678,0.737684,0.734908,0.733324,-8.96109e-05,2.09022e-05,-8.91535e-05,0.00972755,-5,7,-0.0898133,-0.0898133,15.8224,1,0.064
