joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
0.756243,0.75532,0.739184,0.737489,-3.62706e-07,0,-3.54525e-07,0,-5,-90,0,0,17.0653,0.1,0.004
0.756243,0.75532,0.739184,0.737409,-1.44966e-06,0,-1.41696e-06,-0.00667949,-5,-155,-0.00583236,-0.00583236,16.9675,0.1,0.008
0.756243,0.75532,0.739184,0.737351,-3.25913e-06,0,-3.18562e-06,-0.00928987,-5,-181,-0.0116592,-0.0116592,16.8052,0.1,0.012
0.756243,0.75532,0.739184,0.737308,-5.78938e-06,0,-5.65878e-06,-0.0098209,-5,-187,-0.0174763,-0.0174763,16.6184,0.1,0.016
0.756243,0.75532,0.739184,0.737286,-9.03865e-06,0,-8.83476e-06,-0.00838989,-5,-173,-0.0232795,-0.0232795,16.4276,0.1,0.02
0.756243,0.75532,0.739184,0.737282,-1.30052e-05,0,-1.27119e-05,-0.00585238,-5,-149,-0.0290645,-0.0290645,16.2523,0.1,0.024
0.756243,0.75532,0.739184,0.737296,-1.76874e-05,0,-1.72884e-05,-0.00280753,-5,-119,-0.0348269,-0.0348269,16.103,0.1,0.028
0.756243,0.75532,0.739184,0.737323,-2.30833e-05,0,-2.25626e-05,0.000402796,-5,-88,-0.0405627,-0.0405627,15.9849,0.1,0.032
0.756243,0.755321,0.739184,0.737358,-2.91914e-05,2.87909e-05,-2.85329e-05,0.003234,-5,-61,-0.0462562,-0.0462562,15.8991,0.1,0.036
0.756243,0.755321,0.739184,0.737402,-3.60098e-05,1.91939e-05,-3.51976e-05,0.00575486,-5,-36,-0.0517682,-0.0517682,15.842,0.1,0.04
0.756242,0.755321,0.739183,0.737447,-4.35369e-05,1.2796e-05,-4.25548e-05,0.0075794,-5,-18,-0.0572927,-0.0572927,15.8103,0.1,0.044
0.756242,0.755321,0.739183,0.737494,-5.17709e-05,8.53064e-06,-5.06031e-05,0.0089685,-5,-4,-0.0628085,-0.0628085,15.7972,0.1,0.048
0.756242,0.755321,0.739183,0.737537,-6.07101e-05,5.6871e-06,-5.93406e-05,0.00960665,-5,2,-0.0682997,-0.0682997,15.798,0.1,0.052
0.756242,0.755321,0.739183,0.73758,-7.03527e-05,3.7914e-06,-6.87657e-05,0.00994572,-5,6,-0.0737548,-0.0737548,15.8056,0.1,0.056
0.756241,0.755321,0.739182,0.73762,-8.06971e-05,2.5276e-06,-7.88768e-05,0.00997023,-5,6,-0.0791644,-0.0791644,15.8169,0.1,0.06
0.756241,0.755321,0.739182,0.737656,-9.17415e-05,1.68507e-06,-8.9672e-05,0.00966987,-5,4,-0.084521,-0.084521,15.8289,0.1,0.064
0.756241,0.755321,0.739182,0.737689,-0.000103484,1.12338e-06,-0.00010115,0.0092393,-5,0,-0.0898183,-0.0898183,15.8382,0.1,0.068
0.75624,0.755321,0.739181,0.73772,-0.000115923,7.48918e-07,-0.000113308,0.00866434,-5,-4,-0.0950506,-0.0950506,15.8437,0.1,0.072
0.75624,0.755321,0.739181,0.737746,-0.000129058,4.99279e-07,-0.000126146,0.00802192,-5,-9,-0.100213,-0.1,15.8438,0.1,0.076
0.756239,0.75532,0.73918,0.73777,-0.000142885,-2.84581e-05,-0.000139662,0.00733452,-5,-16,-0.10531,-0.1,15.8381,0.1,0.08
0.756239,0.755321,0.73918,0.737791,-0.000157403,9.81888e-06,-0.000153853,0.00664593,-5,-22,-0.110441,-0.1,15.826,0.1,0.084
0.756238,0.755321,0.739179,0.73781,-0.000172612,6.54592e-06,-0.000168718,0.00601412,-5,-28,-0.115267,-0.1,15.8075,0.1,0.088
0.756237,0.755321,0.739178,0.737828,-0.000188508,4.36395e-06,-0.000184256,0.00550654,-4,-32,-0.120001,-0.1,15.7834,0.1,0.092
0.756236,0.755321,0.739178,0.737845,-0.000205091,3.17002e-05,-0.000200465,0.00508178,-4,-36,-0.124621,-0.1,15.7547,0.1,0.096
0.756236,0.75532,0.739177,0.737861,-0.000222358,-3.64484e-05,-0.000217342,0.00471224,-5,-39,-0.129007,-0.1,15.7223,0.1,0.1
0.756235,0.75532,0.739176,0.737877,-0.000240308,-2.42989e-05,-0.000234887,0.00446587,-4,-41,-0.133623,-0.1,15.6869,0.1,0.104
0.756234,0.755321,0.739175,0.737893,-0.00025894,1.25916e-05,-0.000253098,0.00433042,-4,-42,-0.138036,-0.1,15.6496,0.1,0.108
0.756233,0.755321,0.739174,0.73791,-0.00027825,8.39443e-06,-0.000271974,0.00426891,-4,-42,-0.14213,-0.1,15.6115,0.1,0.112
0.756231,0.75532,0.739173,0.737928,-0.000298239,-2.31946e-05,-0.000291511,0.00437186,-4,-41,-0.146125,-0.1,15.5735,0.1,0.116
