joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
0.7786,0.777767,0.6487,0.647053,-3.73429e-07,0,-3.11127e-07,0,-5,-18,-0,-0,-78.4694,-78.4694,0.004
0.7786,0.777767,0.6487,0.646961,-1.49252e-06,0,-1.24351e-06,-0.00768718,-5,-92,0.0260267,0.0260267,-78.3717,-78.3717,0.008
0.7786,0.777768,0.6487,0.646894,-3.35548e-06,2.87909e-05,-2.79566e-06,-0.010739,-5,-123,0.0519676,0.0519676,-77.9559,-77.9559,0.012
0.7786,0.777768,0.6487,0.646835,-5.96053e-06,1.91939e-05,-4.96609e-06,-0.012025,-5,-136,0.0771356,0.0771356,-77.4122,-77.4122,0.016
0.7786,0.777768,0.6487,0.646791,-9.30586e-06,1.2796e-05,-7.75329e-06,-0.0117307,-5,-135,0.102489,0.102489,-76.8151,-76.8151,0.02
0.7786,0.777768,0.6487,0.646761,-1.33897e-05,8.53064e-06,-1.11558e-05,-0.0103253,-5,-122,0.127921,0.127921,-76.231,-76.231,0.024
0.7786,0.777768,0.6487,0.646749,-1.82103e-05,5.6871e-06,-1.51721e-05,-0.0078912,-5,-99,0.153353,0.153353,-75.7073,-75.7073,0.028
0.7786,0.777768,0.6487,0.646749,-2.37658e-05,3.7914e-06,-1.98007e-05,-0.00523201,-5,-74,0.178727,0.178727,-75.2864,-75.2864,0.032
0.7786,0.777768,0.6487,0.646759,-3.00544e-05,2.5276e-06,-2.50402e-05,-0.00262428,-5,-49,0.203994,0.203994,-74.9778,-74.9778,0.036
0.7786,0.777767,0.6487,0.646776,-3.70744e-05,-5.58968e-05,-3.0889e-05,-0.000367555,-6,-28,0.229231,0.229231,-74.7793,-74.7793,0.04
0.778599,0.777767,0.648699,0.646796,-4.4824e-05,-3.72645e-05,-3.73457e-05,0.00139605,-6,-10,0.25574,0.25574,-74.6759,-74.6759,0.044
0.778599,0.777768,0.648699,0.646816,-5.33014e-05,3.27388e-05,-4.44087e-05,0.00265815,-5,1,0.281419,0.281419,-74.647,-74.647,0.048
0.778599,0.777768,0.648699,0.646836,-6.25049e-05,2.18259e-05,-5.20767e-05,0.00344198,-5,9,0.305078,0.305078,-74.6715,-74.6715,0.052
0.778599,0.777768,0.648699,0.646853,-7.24326e-05,1.45506e-05,-6.03481e-05,0.00370541,-5,12,0.328767,0.328767,-74.7293,-74.7293,0.056
0.778598,0.777768,0.648699,0.646866,-8.30828e-05,9.7004e-06,-6.92214e-05,0.00356433,-5,11,0.352368,0.352368,-74.7984,-74.7984,0.06
0.778598,0.777768,0.648698,0.646876,-9.44537e-05,6.46693e-06,-7.86952e-05,0.00318236,-5,7,0.375795,0.375795,-74.8621,-74.8621,0.064
0.778598,0.777768,0.648698,0.646883,-0.000106543,4.31129e-06,-8.8768e-05,0.0026686,-5,2,0.398985,0.398985,-74.9102,-74.9102,0.068
0.778597,0.777768,0.648698,0.646887,-0.00011935,2.87419e-06,-9.94383e-05,0.00215335,-5,-1,0.421887,0.421887,-74.9374,-74.9374,0.072
0.778597,0.777768,0.648697,0.646889,-0.000132873,1.91613e-06,-0.000110705,0.00157952,-5,-7,0.444462,0.444462,-74.9434,-74.9434,0.076
0.778596,0.777768,0.648697,0.646889,-0.000147109,1.27742e-06,-0.000122566,0.00105301,-5,-12,0.466674,0.466674,-74.9258,-74.9258,0.08
0.778595,0.777768,0.648696,0.646888,-0.000162057,8.51612e-07,-0.00013502,0.000644428,-5,-15,0.488495,0.488495,-74.8869,-74.8869,0.084
0.778595,0.777768,0.648696,0.646888,-0.000177715,5.67741e-07,-0.000148065,0.000429619,-5,-17,0.509898,0.509898,-74.8316,-74.8316,0.088
0.778594,0.777768,0.648695,0.646889,-0.000194081,3.78494e-07,-0.000161701,0.000343994,-5,-18,0.530857,0.530857,-74.7682,-74.7682,0.092
0.778593,0.777768,0.648694,0.646889,-0.000211154,2.5233e-07,-0.000175926,0.00025812,-5,-19,0.551348,0.551348,-74.7018,-74.7018,0.096
0.778592,0.777768,0.648694,0.64689,-0.000228932,1.6822e-07,-0.000190737,0.000229662,-4,-19,0.571349,0.571349,-74.6326,-74.6326,0.1
0.778591,0.777768,0.648693,0.646891,-0.000247413,1.12146e-07,-0.000206135,0.00021069,-4,-19,0.590836,0.590836,-74.5629,-74.5629,0.104
0.77859,0.777768,0.648692,0.646892,-0.000266595,7.47643e-08,-0.000222117,0.000255624,-4,-19,0.609788,0.609788,-74.4933,-74.4933,0.108
0.778589,0.777768,0.648691,0.646893,-0.000286476,4.98429e-08,-0.000238681,0.000256789,-4,-18,0.628182,0.628182,-74.4262,-74.4262,0.112
0.778588,0.777768,0.64869,0.646895,-0.000307056,3.32286e-08,-0.000255827,0.000343938,-4,-18,0.645996,0.645996,-74.3602,-74.3602,0.116
0.778587,0.777768,0.648689,0.646897,-0.000328331,2.21524e-08,-0.000273553,0.000373247,-4,-17,0.66321,0.66321,-74.2987,-74.2987,0.12
0.778585,0.777768,0.648688,0.646898,-0.000350301,1.47683e-08,-0.000291857,0.000363995,-4,-17,0.679799,0.679799,-74.2391,-74.2391,0.124
0.778584,0.777768,0.648687,0.6469,-0.000372963,9.84551e-09,-0.000310739,0.000357827,-4,-17,0.695744,0.695744,-74.1801,-74.1801,0.128
0.778582,0.777768,0.648685,0.646901,-0.000396316,6.56367e-09,-0.000330196,0.000353715,-4,-17,0.711022,0.711022,-74.1218,-74.1218,0.132
0.778581,0.777768,0.648684,0.646902,-0.000420358,4.37578e-09,-0.000350227,0.000350974,-3,-17,0.725611,0.725611,-74.0642,-74.0642,0.136
0.778579,0.777768,0.648683,0.646904,-0.000445088,2.91719e-09,-0.00037083,0.000349146,-3,-17,0.73949,0.73949,-74.0075,-74.0075,0.14
0.778577,0.777768,0.648681,0.646905,-0.000470503,1.94479e-09,-0.000392005,0.000347928,-3,-16,0.752637,0.752637,-73.9518,-73.9518,0.144
0.778575,0.777768,0.648679,0.646906,-0.000496601,1.29653e-09,-0.000413749,0.000289534,-3,-17,0.765029,0.765029,-73.8969,-73.8969,0.148
0.778573,0.777768,0.648678,0.646907,-0.000523382,8.64352e-10,-0.000436062,0.000279395,-3,-17,0.776644,0.776644,-73.8407,-73.8407,0.152
0.778571,0.777768,0.648676,0.646908,-0.000550843,5.76234e-10,-0.000458942,0.000272636,-3,-17,0.787462,0.787462,-73.7851,-73.7851,0.156
0.778569,0.777768,0.648674,0.646909,-0.000578983,3.84156e-10,-0.000482387,0.000239339,-2,-17,0.797459,0.797459,-73.7304,-73.7304,0.16
0.778566,0.777768,0.648672,0.646909,-0.0006078,2.56104e-10,-0.000506396,0.000188351,-2,-17,0.806614,0.806614,-73.6752,-73.6752,0.164
0.778564,0.777767,0.64867,0.646909,-0.000637291,-2.87908e-05,-0.000530967,0.000154358,-2,-17,0.814961,0.814961,-73.6192,-73.6192,0.168
0.778561,0.777767,0.648668,0.64691,-0.000667456,-4.79848e-05,-0.000556099,0.000160487,-2,-17,0.823202,0.823202,-73.5629,-73.5629,0.172
0.778559,0.777767,0.648666,0.64691,-0.000698293,-3.19892e-06,-0.000581791,0.000106991,-2,-17,0.830945,0.830945,-73.5079,-73.5079,0.176
0.778556,0.777767,0.648663,0.64691,-0.0007298,-2.13261e-06,-0.000608041,7.13276e-05,-1,-17,0.836606,0.836606,-73.452,-73.452,0.18
0.778553,0.777767,0.648661,0.64691,-0.000761974,-1.42174e-06,-0.000634848,4.75517e-05,-1,-17,0.841286,0.841286,-73.3958,-73.3958,0.184
0.77855,0.777767,0.648658,0.64691,-0.000794816,-9.47827e-07,-0.00066221,6.04921e-05,-1,-17,0.844971,0.844971,-73.3399,-73.3399,0.188
0.778546,0.777767,0.648655,0.64691,-0.000828322,-6.31885e-07,-0.000690126,1.15371e-05,-1,-17,0.847646,0.847646,-73.2858,-73.2858,0.192
0.778543,0.777767,0.648653,0.64691,-0.000862491,-4.21256e-07,-0.000718595,3.64823e-05,0,-17,0.849292,0.849292,-73.231,-73.231,0.196
0.77854,0.777767,0.64865,0.64691,-0.000897321,-2.80838e-07,-0.000747614,2.43216e-05,0,-16,0.84989,0.84989,-73.1786,-73.1786,0.2
0.778536,0.777767,0.648647,0.64691,-0.000932811,-1.87225e-07,-0.000777183,1.62144e-05,0,-16,0.84942,0.84942,-73.1271,-73.1271,0.204
0.778532,0.777767,0.648643,0.64691,-0.000968958,-1.24817e-07,-0.000807299,1.08096e-05,0,-16,0.84786,0.84786,-73.0766,-73.0766,0.208
0.778528,0.777767,0.64864,0.64691,-0.00100576,-8.32111e-08,-0.000837963,7.20639e-06,0,-16,0.845189,0.845189,-73.0274,-73.0274,0.212
0.778524,0.777767,0.648637,0.64691,-0.00104322,-5.54741e-08,-0.000869172,4.80426e-06,0,-16,0.841384,0.841384,-72.9794,-72.9794,0.216
0.77852,0.777767,0.648633,0.64691,-0.00108133,-3.69827e-08,-0.000900924,3.20284e-06,0,-15,0.836424,0.836424,-72.9328,-72.9328,0.22
0.778515,0.777767,0.64863,0.64691,-0.00112009,-2.46552e-08,-0.000933219,2.13523e-06,0,-15,0.830285,0.830285,-72.8877,-72.8877,0.224
0.778511,0.777767,0.648626,0.64691,-0.0011595,-1.64368e-08,-0.000966055,1.42348e-06,1,-15,0.822947,0.822947,-72.8441,-72.8441,0.228
0.778506,0.777767,0.648622,0.64691,-0.00119956,-1.09578e-08,-0.00099943,9.4899e-07,1,-14,0.814385,0.814385,-72.8021,-72.8021,0.232
0.778501,0.777767,0.648618,0.64691,-0.00124027,-2.87982e-05,-0.00103334,6.3266e-07,1,-14,0.804635,0.804635,-72.7616,-72.7616,0.236
0.778496,0.777767,0.648614,0.64691,-0.00128162,-1.91988e-05,-0.00106779,4.21773e-07,1,-14,0.79434,0.79434,-72.7228,-72.7228,0.24
0.778491,0.777767,0.648609,0.64691,-0.00132361,-1.27992e-05,-0.00110278,2.81182e-07,2,-13,0.782497,0.782497,-72.6856,-72.6856,0.244
0.778486,0.777767,0.648605,0.64691,-0.00136624,-8.53281e-06,-0.0011383,1.87455e-07,2,-13,0.76917,0.76917,-72.6501,-72.6501,0.248
0.77848,0.777767,0.6486,0.64691,-0.00140951,-5.68854e-06,-0.00117435,1.2497e-07,2,-13,0.754393,0.754393,-72.6164,-72.6164,0.252
0.778474,0.777767,0.648595,0.64691,-0.00145342,-3.79236e-06,-0.00121093,8.33132e-08,3,-12,0.73818,0.73818,-72.5844,-72.5844,0.256
0.778468,0.777767,0.64859,0.64691,-0.00149796,-2.52824e-06,-0.00124804,5.55421e-08,3,-12,0.720534,0.720534,-72.5542,-72.5542,0.26
0.778462,0.777767,0.648585,0.64691,-0.00154314,-3.04764e-05,-0.00128568,3.70281e-08,3,-11,0.701505,0.701505,-72.5258,-72.5258,0.264
0.778456,0.777767,0.64858,0.64691,-0.00158895,-2.03176e-05,-0.00132385,2.46854e-08,4,-11,0.68175,0.68175,-72.4992,-72.4992,0.268
0.77845,0.777767,0.648575,0.64691,-0.00163539,-1.35451e-05,-0.00136254,1.64569e-08,4,-11,0.660272,0.660272,-72.4745,-72.4745,0.272
0.778443,0.777767,0.648569,0.64691,-0.00168246,-9.03005e-06,-0.00140176,-2.878e-05,4,-11,0.637139,0.637139,-72.4516,-72.4516,0.276
0.778436,0.777766,0.648564,0.64691,-0.00173015,-3.4811e-05,-0.0014415,-1.91866e-05,5,-10,0.612444,0.612444,-72.4296,-72.4296,0.28
0.778429,0.777766,0.648558,0.64691,-0.00177847,-2.32073e-05,-0.00148176,-1.27911e-05,5,-10,0.586873,0.586873,-72.4099,-72.4099,0.284
0.778422,0.777766,0.648552,0.64691,-0.00182742,-1.54715e-05,-0.00152254,-8.52739e-06,6,-9,0.559448,0.559448,-72.3924,-72.3924,0.288
0.778415,0.777766,0.648545,0.64691,-0.00187699,-1.03144e-05,-0.00156383,-5.68493e-06,6,-9,0.530249,0.530249,-72.3772,-72.3772,0.292
0.778407,0.777766,0.648539,0.64691,-0.00192717,-3.56672e-05,-0.00160565,-3.78995e-06,6,-8,0.49938,0.49938,-72.3641,-72.3641,0.296
0.778399,0.777766,0.648533,0.64691,-0.00197798,-2.37781e-05,-0.00164798,-2.52664e-06,7,-8,0.467529,0.467529,-72.3532,-72.3532,0.3
0.778391,0.777766,0.648526,0.64691,-0.0020294,1.29389e-05,-0.00169082,-1.68442e-06,7,-7,0.433668,0.433668,-72.3445,-72.3445,0.304
0.778383,0.777766,0.648519,0.64691,-0.00208144,-2.0165e-05,-0.00173418,-1.12295e-06,8,-7,0.397268,0.397268,-72.3379,-72.3379,0.308
0.778374,0.777766,0.648512,0.64691,-0.00213409,-1.34433e-05,-0.00177804,-7.48633e-07,8,-6,0.360025,0.360025,-72.3336,-72.3336,0.312
0.778366,0.777766,0.648505,0.64691,-0.00218736,-8.96223e-06,-0.00182242,-4.99088e-07,8,-6,0.320896,0.320896,-72.3314,-72.3314,0.316
0.778357,0.777766,0.648498,0.64691,-0.00224123,-3.47657e-05,-0.00186731,-3.32726e-07,9,-5,0.279973,0.279973,-72.3315,-72.3315,0.32
0.778348,0.777766,0.64849,0.64691,-0.00229571,-2.31772e-05,-0.0019127,-2.21817e-07,9,-5,0.237942,0.237942,-72.3339,-72.3339,0.324
0.778339,0.777766,0.648482,0.64691,-0.0023508,-1.54514e-05,-0.0019586,-2.89388e-05,10,-4,0.193825,0.193825,-72.3385,-72.3385,0.328
0.778329,0.777766,0.648474,0.64691,-0.0024065,-1.0301e-05,-0.002005,-1.92925e-05,10,-4,0.147701,0.147701,-72.3443,-72.3443,0.332
0.778319,0.777766,0.648466,0.64691,-0.00246279,-6.86731e-06,-0.00205191,-1.28617e-05,11,-3,0.0996165,0.0996165,-72.3528,-72.3528,0.336
0.778309,0.777765,0.648458,0.64691,-0.00251969,-3.33691e-05,-0.00209931,-8.57446e-06,11,-2,0.0496496,0.0496496,-72.364,-72.364,0.34
0.778299,0.777765,0.648449,0.64691,-0.00257719,-2.22461e-05,-0.00214722,-5.71631e-06,12,-2,-0.00152511,-0.00152511,-72.3778,-72.3778,0.344
0.778289,0.777765,0.648441,0.646909,-0.00263529,-1.48307e-05,-0.00219563,-3.26018e-05,12,-2,-0.054891,-0.054891,-72.3941,-72.3941,0.348
0.778278,0.777765,0.648432,0.646909,-0.00269399,-9.88715e-06,-0.00224453,-2.17345e-05,13,-1,-0.110373,-0.110373,-72.4118,-72.4118,0.352
0.778267,0.777765,0.648423,0.646909,-0.00275328,-6.59143e-06,-0.00229393,-1.44897e-05,13,0,-0.167928,-0.167928,-72.4325,-72.4325,0.356
0.778256,0.777765,0.648413,0.646909,-0.00281316,-4.39429e-06,-0.00234382,-9.65979e-06,14,0,-0.227536,-0.227536,-72.456,-72.456,0.36
0.778245,0.777765,0.648404,0.646909,-0.00287364,-3.17205e-05,-0.00239421,-6.43986e-06,14,0,-0.289135,-0.289135,-72.4822,-72.4822,0.364
0.778233,0.777765,0.648394,0.646909,-0.0029347,-4.99379e-05,-0.00244508,-4.29324e-06,14,1,-0.352005,-0.352005,-72.5112,-72.5112,0.368
