joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
0.036817,0.0377767,0.218691,0.0185159,3.76499e-07,0,0.0500001,0,10,-2500,0,0,23.0523,1,0.004
0.036817,0.0377767,0.218891,0.0185166,1.50479e-06,0,0.0500006,5.75818e-05,10,-2500,0.0109946,0.0109946,20.1809,1,0.008
0.036817,0.0377774,0.219091,0.0185249,3.38307e-06,5.75818e-05,0.0500013,0.00072937,11,-2500,0.0220186,0.0220186,17.321,1,0.012
0.036817,0.037777,0.219291,0.018688,6.00952e-06,9.59697e-06,0.0500023,0.0140756,10,-2500,0.0335328,0.0335328,14.4872,1,0.016
0.0368171,0.037777,0.219491,0.0190379,9.38236e-06,6.39798e-06,0.0500036,0.0385489,10,-2401,0.0445668,0.0445668,11.8061,1,0.02
0.0368171,0.037777,0.219691,0.0195368,1.34998e-05,4.26532e-06,0.0500052,0.0672734,10,-2122,0.0555346,0.0555346,9.38504,1,0.024
0.0368172,0.037777,0.219891,0.0201473,1.836e-05,2.84355e-06,0.050007,0.0957225,10,-1845,0.066439,0.066439,7.26363,1,0.028
0.0368173,0.037777,0.220091,0.0208362,2.39611e-05,1.8957e-06,0.0500092,0.121224,10,-1595,0.0772792,0.0772792,5.43718,1,0.032
0.0368174,0.037777,0.220291,0.0215666,3.03014e-05,1.2638e-06,0.0500116,0.14168,10,-1393,0.0880522,0.0880522,3.87448,1,0.036
0.0368175,0.0377763,0.220491,0.0223149,3.73792e-05,-5.67393e-05,0.0500143,0.156815,10,-1242,0.0987124,0.0987124,2.52444,1,0.04
0.0368177,0.0377767,0.220691,0.0230453,4.51925e-05,-9.03529e-06,0.0500173,0.165407,10,-1153,0.108785,0.108785,1.33251,1,0.044
0.0368179,0.0377767,0.220891,0.0237463,5.37396e-05,-6.02352e-06,0.0500205,0.168688,10,-1120,0.119227,0.119227,0.233586,0.233586,0.048
0.0368181,0.0377767,0.221091,0.0244065,6.30187e-05,-4.01568e-06,0.0500241,0.167478,10,-1131,0.129609,0.129609,-0.828736,-0.828736,0.052
0.0368184,0.0377767,0.221292,0.0250567,7.3028e-05,-2.67712e-06,0.0500279,0.165837,10,-1142,0.139915,0.139915,-1.89821,-1,0.056
0.0368187,0.0377767,0.221492,0.0256921,8.37657e-05,-1.78475e-06,0.050032,0.163504,10,-1160,0.150129,0.150129,-2.97546,-1,0.06
0.036819,0.0377767,0.221692,0.0263278,9.52301e-05,-1.18983e-06,0.0500363,0.161978,10,-1170,0.16024,0.16024,-4.06567,-1,0.064
0.0368194,0.0377767,0.221892,0.0269535,0.000107419,-7.93221e-07,0.050041,0.160126,10,-1183,0.170237,0.170237,-5.16158,-1,0.068
