joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
5.02099e-10,0.00367464,3.8377e-10,-0.000106757,3.76499e-07,0,2.8777e-07,0,40,-1,-0,-0,-98.3494,-98.3494,0.004
4.01438e-09,0.00367326,3.06831e-09,-0.000106757,1.50479e-06,-0.000115164,1.15016e-06,0,39,-1,-0.179337,-0.179337,-98.3442,-98.3442,0.008
1.35404e-08,0.00367222,1.03493e-08,-0.000106757,3.38307e-06,-0.000163149,2.58578e-06,0,39,-1,-0.353834,-0.353834,-98.339,-98.339,0.012
3.20765e-08,0.00366946,2.45171e-08,-0.000106757,6.00952e-06,-0.000339093,4.59327e-06,0,37,-1,-0.525752,-0.525752,-98.3337,-98.3337,0.016
6.26118e-08,0.00366255,4.78561e-08,-0.000106757,9.38236e-06,-0.000801881,7.17123e-06,0,33,-1,-0.689013,-0.689013,-98.3283,-98.3283,0.02
1.08128e-07,0.00365426,8.26457e-08,-0.000106757,1.34998e-05,-0.00122557,1.03183e-05,0,29,-1,-0.832105,-0.832105,-98.3228,-98.3228,0.024
1.716e-07,0.00364459,1.31159e-07,-0.000106757,1.836e-05,-0.00162319,1.40331e-05,0,25,-1,-0.956559,-0.956559,-98.3172,-98.3172,0.028
2.55996e-07,0.00363422,1.95665e-07,-0.000106757,2.39611e-05,-0.00194586,1.83142e-05,0,22,-1,-1.06354,-1.06354,-98.3114,-98.3114,0.032
3.64275e-07,0.00362455,2.78427e-07,-0.000106757,3.03014e-05,-0.00210338,2.31603e-05,0,20,-1,-1.15647,-1.15647,-98.3054,-98.3054,0.036
4.9939e-07,0.00361626,3.817e-07,-0.000106757,3.73792e-05,-0.00209324,2.85701e-05,0,20,-1,-1.24241,-1.24241,-98.2992,-98.2992,0.04
6.64289e-07,0.00360935,5.07737e-07,-0.000106757,4.51925e-05,-0.00197131,3.4542e-05,0,21,-1,-1.32842,-1.32842,-98.2928,-98.2928,0.044
8.61909e-07,0.00360278,6.58784e-07,-0.000106757,5.37396e-05,-0.00186123,4.10748e-05,0,22,-1,-1.41892,-1.41892,-98.2861,-98.2861,0.048
1.09518e-06,0.0035976,8.37081e-07,-0.000106757,6.30187e-05,-0.00167269,4.81671e-05,0,24,-1,-1.51368,-1.51368,-98.2792,-98.2792,0.052
1.36703e-06,0.00359345,1.04486e-06,-0.000106757,7.3028e-05,-0.00146062,5.58176e-05,0,26,-1,-1.61591,-1.61591,-98.2719,-98.2719,0.056
1.68038e-06,0.00358896,1.28436e-06,-0.000106757,8.37657e-05,-0.00134803,6.40247e-05,0,27,-1,-1.72627,-1.72627,-98.2642,-98.2642,0.06
2.03813e-06,0.00358482,1.5578e-06,-0.000107448,9.52301e-05,-0.00124417,7.27873e-05,-5.75818e-05,28,-2,-1.84072,-1.84072,-98.2561,-98.2561,0.064
2.44318e-06,0.00357998,1.8674e-06,-0.000106757,0.000107419,-0.00123252,8.21039e-05,1.91939e-05,28,-1,-1.95861,-1.95861,-98.2455,-98.2455,0.068
2.89844e-06,0.00357583,2.21537e-06,-0.000106757,0.000120332,-0.00116717,9.19731e-05,1.2796e-05,29,-2,-2.0764,-2.0764,-98.2375,-98.2375,0.072
