joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
0.78,0.778927,0.598,0.595892,-3.74101e-07,0,-2.8681e-07,0,-8,-23,-0,-0,-81.3987,-81.3987,0.004
0.78,0.778926,0.598,0.59579,-1.4952e-06,-2.87909e-05,-1.14632e-06,-0.00846453,-8,-105,0.0361416,0.0361416,-81.2764,-81.2764,0.008
0.78,0.778926,0.598,0.595717,-3.36152e-06,-4.79849e-05,-2.57716e-06,-0.0117179,-8,-138,0.0730923,0.0730923,-80.8042,-80.8042,0.012
0.78,0.778926,0.598,0.595659,-5.97125e-06,-3.19899e-05,-4.57796e-06,-0.01262,-8,-147,0.110491,0.110491,-80.1967,-80.1967,0.016
0.78,0.778926,0.598,0.595617,-9.3226e-06,-2.13266e-05,-7.14732e-06,-0.0119546,-8,-142,0.147354,0.147354,-79.5521,-79.5521,0.02
0.78,0.778926,0.598,0.595592,-1.34138e-05,1.45732e-05,-1.02839e-05,-0.0100715,-8,-125,0.183751,0.183751,-78.9365,-78.9365,0.024
0.78,0.778926,0.598,0.595584,-1.8243e-05,9.71546e-06,-1.39863e-05,-0.00737652,-8,-100,0.219044,0.219044,-78.4013,-78.4013,0.028
0.78,0.778926,0.598,0.595588,-2.38085e-05,6.47697e-06,-1.82532e-05,-0.00460098,-8,-73,0.25433,0.25433,-77.9798,-77.9798,0.032
0.78,0.778927,0.598,0.595602,-3.01084e-05,3.31089e-05,-2.30831e-05,-0.00188689,-8,-47,0.289481,0.289481,-77.6757,-77.6757,0.036
0.78,0.778927,0.598,0.595622,-3.71411e-05,5.08635e-05,-2.84748e-05,0.000411946,-7,-25,0.323664,0.323664,-77.4862,-77.4862,0.04
0.779999,0.778927,0.597999,0.595644,-4.49046e-05,3.3909e-05,-3.44269e-05,0.00211725,-7,-9,0.357172,0.357172,-77.3935,-77.3935,0.044
0.779999,0.778927,0.597999,0.595666,-5.33973e-05,5.13969e-05,-4.09379e-05,0.00328291,-7,2,0.39087,0.39087,-77.3729,-77.3729,0.048
0.779999,0.778927,0.597999,0.595688,-6.26173e-05,3.42646e-05,-4.80066e-05,0.00397364,-7,9,0.423855,0.423855,-77.4017,-77.4017,0.052
0.779999,0.778928,0.597999,0.595706,-7.25628e-05,5.1634e-05,-5.56315e-05,0.00420381,-7,11,0.456991,0.456991,-77.46,-77.46,0.056
0.779998,0.778928,0.597999,0.595722,-8.32322e-05,3.44227e-05,-6.38113e-05,0.00412692,-7,11,0.489371,0.489371,-77.5285,-77.5285,0.06
0.779998,0.778928,0.597998,0.595735,-9.46235e-05,5.17394e-05,-7.25447e-05,0.00381654,-7,8,0.52186,0.52186,-77.5943,-77.5943,0.064
0.779998,0.778928,0.597998,0.595744,-0.000106735,3.44929e-05,-8.18302e-05,0.00329293,-7,3,0.55355,0.55355,-77.6475,-77.6475,0.068
0.779997,0.778928,0.597998,0.59575,-0.000119565,2.29953e-05,-9.16666e-05,0.00271352,-7,-1,0.585364,0.585364,-77.6794,-77.6794,0.072
0.779997,0.778928,0.597997,0.595753,-0.000133112,1.53302e-05,-0.000102052,0.00201055,-7,-8,0.617114,0.617114,-77.6872,-77.6872,0.076
0.779996,0.778928,0.597997,0.595753,-0.000147373,1.02201e-05,-0.000112986,0.00136916,-7,-14,0.648666,0.648666,-77.666,-77.666,0.08
0.779995,0.778928,0.597997,0.595752,-0.000162348,6.81342e-06,-0.000124467,0.00085519,-7,-18,0.679926,0.679926,-77.6186,-77.6186,0.084
0.779995,0.778928,0.597996,0.595752,-0.000178034,4.54228e-06,-0.000136493,0.000541336,-7,-21,0.71082,0.71082,-77.5504,-77.5504,0.088
0.779994,0.778928,0.597995,0.595753,-0.00019443,3.02818e-06,-0.000149063,0.000418472,-7,-23,0.741293,0.741293,-77.47,-77.47,0.092
0.779993,0.778928,0.597995,0.595754,-0.000211534,2.01879e-06,-0.000162176,0.000394145,-7,-23,0.771302,0.771302,-77.3852,-77.3852,0.096
0.779992,0.778929,0.597994,0.595755,-0.000229343,5.89277e-05,-0.00017583,0.000320345,-6,-23,0.800685,0.800685,-77.2999,-77.2999,0.1
0.779991,0.778929,0.597993,0.595755,-0.000247857,3.92851e-05,-0.000190024,0.000213564,-6,-24,0.827977,0.827977,-77.212,-77.212,0.104
0.77999,0.778928,0.597993,0.595756,-0.000267074,-3.13918e-05,-0.000204757,0.000199958,-7,-24,0.855375,0.855375,-77.1206,-77.1206,0.108
