joint1_pos_desired, joint1_pos, joint2_pos_desired, joint2_pos, joint1_vel_desired, joint1_vel_filtered, joint2_vel_desired, joint2_vel_filtered, target_torque_joint1, target_torque_joint2, estimated_disturbance_joint1, saturated_DOB_joint1, estimated_disturbance_joint2, saturated_DOB_joint2, current_time
-0.047,-0.0462903,0.2202,0.0221356,3.76499e-07,0,0.0500001,0,4,-1934,0,0,23.0506,0.1,0.004
-0.047,-0.046292,0.2204,0.0221356,1.50479e-06,-0.000143955,0.0500006,0,3,-1935,0.00497564,0.00497564,21.0439,0.1,0.008
-0.047,-0.046292,0.2206,0.0221467,3.38307e-06,-9.59697e-05,0.0500013,0.00092131,3,-1928,0.00862109,0.00862109,19.0452,0.1,0.012
-0.047,-0.0462917,0.2208,0.0222849,6.00952e-06,-3.51889e-05,0.0500023,0.0121306,4,-1821,0.0127374,0.0127374,17.0705,0.1,0.016
-0.0469999,-0.0462917,0.221,0.0225758,9.38236e-06,-2.34593e-05,0.0500036,0.032329,4,-1626,0.0174035,0.0174035,15.2218,0.1,0.02
-0.0469999,-0.0462917,0.2212,0.0230035,1.34998e-05,-1.56395e-05,0.0500052,0.0571958,4,-1386,0.0221497,0.0221497,13.5863,0.1,0.024
-0.0469998,-0.0462917,0.2214,0.023558,1.836e-05,-1.04263e-05,0.050007,0.08434,4,-1124,0.0269303,0.0269303,12.2085,0.1,0.028
-0.0469997,-0.0462917,0.2216,0.0242103,2.39611e-05,-6.9509e-06,0.0500092,0.110584,4,-869,0.031712,0.031712,11.1087,0.1,0.032
-0.0469996,-0.0462917,0.2218,0.0249179,3.03014e-05,-4.63393e-06,0.0500116,0.132686,4,-653,0.0364703,0.0364703,10.2751,0.1,0.036
-0.0469995,-0.0462917,0.222,0.0256721,3.73792e-05,-3.08929e-06,0.0500143,0.151308,4,-471,0.0411862,0.0411862,9.66625,0.1,0.04
-0.0469993,-0.0462917,0.2222,0.026418,4.51925e-05,-2.05952e-06,0.0500173,0.163032,4,-355,0.0458447,0.0458447,9.24434,0.1,0.044
-0.0469991,-0.0462917,0.2224,0.0271549,5.37396e-05,-1.37302e-06,0.0500205,0.170099,4,-283,0.050433,0.050433,8.94148,0.1,0.048
-0.0469989,-0.0462917,0.2226,0.0278493,6.30187e-05,-9.15344e-07,0.0500241,0.171269,4,-269,0.0549402,0.0549402,8.70989,0.1,0.052
-0.0469986,-0.0462917,0.222801,0.0284923,7.3028e-05,-6.1023e-07,0.0500279,0.167759,4,-299,0.0593565,0.0593565,8.49114,0.1,0.056
-0.0469983,-0.0462917,0.223001,0.0290731,8.37657e-05,-4.0682e-07,0.050032,0.160237,4,-369,0.0636728,0.0636728,8.23872,0.1,0.06
-0.046998,-0.0462917,0.223201,0.0295865,9.52301e-05,-2.71213e-07,0.0500363,0.149608,4,-469,0.0678806,0.0678806,7.91307,0.1,0.064
-0.0469976,-0.0462917,0.223401,0.0300633,0.000107419,-1.80809e-07,0.050041,0.13947,4,-564,0.0719716,0.0719716,7.48565,0.1,0.068
-0.0469971,-0.0462917,0.223601,0.0304962,0.000120332,-1.20539e-07,0.0500459,0.129055,4,-663,0.0759378,0.0759378,6.961,0.1,0.072
