joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term1[Nm], DOB Torque Term2[Nm], current_time
0.487354,0.437335,0.133768,0.132903,82.9617,-0.000104235,-82.3377,10.78
0.487889,0.437869,0.133771,0.133106,82.5129,2.32427e-05,-82.615,10.784
0.488424,0.438399,0.133775,0.132912,82.9693,-6.48e-05,-82.5696,10.788
0.488959,0.438933,0.133779,0.133111,82.5289,4.36229e-05,-82.7473,10.792
0.489494,0.439461,0.133783,0.132607,83.6906,-0.000177123,-82.6502,10.796
0.490029,0.439995,0.133786,0.133095,82.5928,9.67239e-05,-83.1126,10.8
0.490564,0.44051,0.13379,0.131101,87.1546,-0.000743486,-82.8816,10.804
0.491099,0.441029,0.133793,0.130569,88.3933,-0.000625705,-84.7807,10.808
0.491635,0.441547,0.133797,0.130082,89.5339,-0.000542505,-86.3863,10.812
0.49217,0.442063,0.1338,0.129619,90.6212,-0.000486412,-87.7852,10.816
0.492705,0.442577,0.133803,0.129017,92.0305,-0.000511164,-89.0457,10.82
0.49324,0.44309,0.133806,0.128682,92.8325,-0.000417833,-90.3723,10.824
0.493776,0.443605,0.133809,0.128765,92.6839,-0.000199045,-91.4657,10.828
0.494311,0.444117,0.133812,0.128465,93.4068,-0.000230347,-92.0071,10.832
0.494846,0.444634,0.133815,0.128759,92.7767,-1.03122e-05,-92.6292,10.836
0.495381,0.445149,0.133818,0.128769,92.7933,-1.76162e-06,-92.6947,10.84
0.495917,0.445668,0.133821,0.129197,91.8562,0.000170071,-92.7385,10.844
0.496452,0.446186,0.133824,0.12932,91.6129,0.000143462,-92.3464,10.848
0.496987,0.446708,0.133826,0.129848,90.4417,0.000291107,-92.0204,10.852
0.497522,0.447228,0.133829,0.12995,90.2411,0.000202425,-91.3187,10.856
0.498058,0.447754,0.133831,0.130583,88.829,0.000365313,-90.8398,10.86
0.498593,0.44828,0.133834,0.130972,87.9664,0.000358776,-89.9461,10.864
0.499128,0.448805,0.133836,0.131189,87.4963,0.000285889,-89.0662,10.868
0.499664,0.449328,0.133838,0.130925,88.1201,5.34254e-05,-88.3685,10.872
0.500199,0.449849,0.133841,0.130625,88.8285,-9.02741e-05,-88.2581,10.876
0.500735,0.450368,0.133843,0.130267,89.6725,-0.000193542,-88.5116,10.88
0.50127,0.450884,0.133845,0.129683,91.0309,-0.00034068,-89.0276,10.884
0.501805,0.451397,0.133847,0.129052,92.5023,-0.000441594,-89.9179,10.888
0.502341,0.451911,0.133849,0.128817,93.075,-0.000339464,-91.0665,10.892
0.502876,0.452415,0.133851,0.127535,96.038,-0.000701374,-91.9592,10.896
0.503411,0.452916,0.133853,0.126592,98.2342,-0.00076663,-93.772,10.9
0.503947,0.453417,0.133854,0.125991,99.6554,-0.000666036,-95.7552,10.904
0.504482,0.453912,0.133856,0.124928,102.136,-0.000795068,-97.4886,10.908
0.505018,0.454404,0.133858,0.124107,104.07,-0.00076994,-99.554,10.912
0.505553,0.454894,0.133859,0.123383,105.79,-0.000717544,-101.561,10.916
0.506089,0.455379,0.133861,0.122404,108.094,-0.000789879,-103.441,10.92
0.506624,0.455864,0.133862,0.121937,109.237,-0.00062548,-105.509,10.924
0.50716,0.456347,0.133863,0.121409,110.522,-0.000558635,-107.166,10.928
0.507695,0.456827,0.133864,0.120809,111.975,-0.000550453,-108.657,10.932
0.50823,0.457311,0.133866,0.120859,111.948,-0.0002857,-110.132,10.936
0.508766,0.457795,0.133867,0.120887,111.971,-0.000147552,-110.939,10.94
0.509301,0.458279,0.133868,0.121018,111.759,-2.97187e-05,-111.398,10.944
0.509837,0.458765,0.133869,0.121167,111.504,4.3219e-05,-111.558,10.948
0.510372,0.459252,0.13387,0.121404,111.048,0.000118592,-111.534,10.952
0.510908,0.459738,0.13387,0.121458,111.006,8.77304e-05,-111.318,10.956
0.511443,0.460222,0.133871,0.121335,111.369,-5.22489e-07,-111.179,10.96
0.511979,0.460701,0.133872,0.120614,113.097,-0.000288601,-111.264,10.964
0.512514,0.461179,0.133872,0.12006,114.449,-0.000381904,-112.079,10.968
0.51305,0.461652,0.133873,0.11933,116.205,-0.000504109,-113.132,10.972
0.513585,0.462118,0.133873,0.118041,119.241,-0.00079529,-114.498,10.976
0.514121,0.462583,0.133874,0.117249,121.153,-0.000758765,-116.606,10.98
0.514656,0.463053,0.133874,0.117346,121.04,-0.000382719,-118.627,10.984
0.515192,0.463504,0.133874,0.11525,125.929,-0.00105063,-119.699,10.988
0.515727,0.463964,0.133875,0.11516,126.255,-0.000619458,-122.468,10.992
0.516263,0.464423,0.133875,0.114996,126.752,-0.000410066,-124.151,10.996
0.516798,0.464881,0.133875,0.11475,127.434,-0.000325837,-125.307,11
0.517334,0.465339,0.133875,0.114691,127.693,-0.000204778,-126.252,11.004
0.517869,0.465796,0.133875,0.114504,128.243,-0.000188362,-126.893,11.008
0.518405,0.466251,0.133874,0.11417,129.13,-0.000238186,-127.493,11.012
0.51894,0.466702,0.133874,0.113486,130.819,-0.000406059,-128.221,11.016
0.519476,0.46715,0.133874,0.112837,132.432,-0.000485109,-129.376,11.02
0.520011,0.467596,0.133873,0.112284,133.828,-0.000490431,-130.734,11.024
0.520547,0.46804,0.133873,0.111709,135.28,-0.000502646,-132.109,11.028
0.521082,0.468488,0.133872,0.111773,135.276,-0.000253632,-133.518,11.032
0.521618,0.468925,0.133872,0.110657,137.964,-0.000587163,-134.299,11.036
0.522153,0.469369,0.133871,0.110804,137.776,-0.00026713,-135.928,11.04
0.522689,0.469811,0.13387,0.110656,138.262,-0.000207686,-136.75,11.044
0.523224,0.470257,0.13387,0.111111,137.372,6.65797e-05,-137.422,11.048
0.52376,0.470692,0.133869,0.11002,140.007,-0.000399157,-137.4,11.052
0.524295,0.471128,0.133868,0.10953,141.279,-0.000418008,-138.558,11.056
0.524831,0.471558,0.133867,0.108719,143.283,-0.000556151,-139.767,11.06
0.525366,0.471987,0.133866,0.108001,145.083,-0.000596378,-141.33,11.064
0.525901,0.472413,0.133864,0.107409,146.597,-0.000567738,-142.998,11.068
0.526437,0.472839,0.133863,0.106927,147.865,-0.000508151,-144.597,11.072
0.526972,0.473263,0.133862,0.106506,148.998,-0.000450783,-146.05,11.076
0.527508,0.473686,0.133861,0.106157,149.969,-0.000390082,-147.36,11.08
0.528043,0.474107,0.133859,0.105809,150.938,-0.000355692,-148.52,11.084
0.528579,0.474531,0.133858,0.105885,150.944,-0.000167371,-149.595,11.088
0.529114,0.474958,0.133856,0.106272,150.238,6.19601e-05,-150.195,11.092
0.52965,0.475388,0.133854,0.106833,149.133,0.000258648,-150.214,11.096
0.530185,0.475814,0.133853,0.106684,149.644,8.40687e-05,-149.733,11.1
0.53072,0.476242,0.133851,0.106755,149.655,7.49782e-05,-149.694,11.104
0.531256,0.47667,0.133849,0.106948,149.386,0.00011876,-149.676,11.108
0.531791,0.477098,0.133847,0.106901,149.662,4.74162e-05,-149.547,11.112
0.532327,0.477526,0.133845,0.107029,149.54,7.74285e-05,-149.598,11.116
0.532862,0.477955,0.133843,0.107062,149.635,5.60475e-05,-149.572,11.12
0.533397,0.478381,0.133841,0.106888,150.2,-3.83706e-05,-149.6,11.124
0.533933,0.478809,0.133838,0.106829,150.502,-4.4583e-05,-149.867,11.128
0.534468,0.479239,0.133836,0.107181,149.87,0.000115802,-150.149,11.132
0.535003,0.479671,0.133834,0.10753,149.241,0.000203827,-150.025,11.136
0.535539,0.4801,0.133831,0.107417,149.664,6.79367e-05,-149.677,11.14
0.536074,0.480531,0.133829,0.107546,149.535,8.93235e-05,-149.671,11.144
0.536609,0.480961,0.133826,0.10754,149.712,4.75811e-05,-149.611,11.148
0.537145,0.481387,0.133824,0.107115,150.846,-0.000143546,-149.656,11.152
0.53768,0.481809,0.133821,0.10638,152.69,-0.000373726,-150.185,11.156
0.538215,0.482228,0.133818,0.105626,154.582,-0.000509093,-151.298,11.16
0.53875,0.482652,0.133815,0.10586,154.225,-0.000189368,-152.758,11.164
0.539286,0.483063,0.133812,0.104416,157.694,-0.000682614,-153.41,11.168
0.539821,0.483482,0.133809,0.104612,157.431,-0.000300924,-155.314,11.172
0.540356,0.483902,0.133806,0.104797,157.189,-9.2978e-05,-156.255,11.176
0.540891,0.484323,0.133803,0.104939,157.047,4.91864e-06,-156.67,11.18
0.541427,0.484749,0.1338,0.10567,155.559,0.000295105,-156.838,11.184
0.541962,0.48518,0.133797,0.106537,153.755,0.000510571,-156.269,11.188
0.542497,0.485613,0.133793,0.107364,152.037,0.000614365,-155.152,11.192
0.543032,0.486047,0.13379,0.107862,151.064,0.000540394,-153.767,11.196
0.543567,0.486479,0.133786,0.10787,151.206,0.000303372,-152.566,11.2
0.544102,0.486909,0.133783,0.107682,151.794,9.35439e-05,-151.962,11.204
0.544638,0.487336,0.133779,0.107271,152.893,-0.000112492,-151.887,11.208
0.545173,0.487762,0.133775,0.106966,153.753,-0.000184562,-152.334,11.212
0.545708,0.488187,0.133771,0.106642,154.656,-0.000231747,-152.965,11.216
0.546243,0.488613,0.133768,0.106616,154.882,-0.000139135,-153.716,11.22
0.546778,0.489043,0.133764,0.106986,154.206,7.04279e-05,-154.234,11.224
0.547313,0.489475,0.13376,0.107421,153.376,0.000213294,-154.222,11.228
0.547848,0.489908,0.133756,0.107817,152.635,0.000276654,-153.846,11.232
0.548383,0.490339,0.133751,0.107768,152.905,0.000134115,-153.308,11.236
0.548918,0.490767,0.133747,0.107472,153.739,-4.38172e-05,-153.129,11.24
0.549453,0.491197,0.133743,0.107423,154.012,-4.40306e-05,-153.4,11.244
0.549988,0.491621,0.133739,0.10682,155.549,-0.000265643,-153.672,11.248
0.550523,0.492044,0.133734,0.106369,156.741,-0.000327618,-154.506,11.252
0.551058,0.492464,0.13373,0.105774,158.267,-0.000420177,-155.499,11.256
0.551593,0.492886,0.133725,0.105558,158.93,-0.000319698,-156.729,11.26
0.552128,0.493307,0.133721,0.105438,159.375,-0.000225536,-157.707,11.264
0.552662,0.493735,0.133716,0.106139,157.948,0.000155068,-158.449,11.268
0.553197,0.494166,0.133711,0.106874,156.439,0.000380054,-158.226,11.272
0.553732,0.494602,0.133706,0.10782,154.443,0.000589316,-157.432,11.276
0.554267,0.495041,0.133701,0.108691,152.613,0.000675641,-156.103,11.28
0.554802,0.495486,0.133696,0.109789,150.258,0.000814417,-154.552,11.284
0.555337,0.495932,0.133691,0.11063,148.484,0.000788475,-152.643,11.288
0.555871,0.496382,0.133686,0.111365,146.943,0.000732167,-150.795,11.292
0.556406,0.496835,0.133681,0.112273,145.005,0.000769706,-149.083,11.296
0.556941,0.497284,0.133676,0.112278,145.119,0.000429708,-147.27,11.3
0.557475,0.497738,0.13367,0.112742,144.188,0.000424084,-146.314,11.304
0.55801,0.498184,0.133665,0.112231,145.476,3.15873e-05,-145.369,11.308
0.558545,0.498634,0.133659,0.112332,145.373,5.77025e-05,-145.417,11.312
0.559079,0.499089,0.133654,0.112963,144.057,0.000284608,-145.397,11.316
0.559614,0.499545,0.133648,0.113391,143.203,0.000329121,-144.802,11.32
0.560149,0.5,0.133643,0.113629,142.779,0.000277848,-144.091,11.324
0.560683,0.500466,0.133637,0.114874,140.054,0.000652277,-143.508,11.328
0.561218,0.500932,0.133631,0.115604,138.496,0.000654346,-141.973,11.332
0.561752,0.501401,0.133625,0.116317,136.973,0.000648528,-140.428,11.336
0.562287,0.501876,0.133619,0.117404,134.591,0.00079492,-138.892,11.34
0.562821,0.502356,0.133613,0.118545,132.079,0.000897976,-136.981,11.344
0.563356,0.502837,0.133607,0.119294,130.453,0.000798454,-134.802,11.348
0.56389,0.503323,0.133601,0.120286,128.268,0.000840261,-132.869,11.352
0.564424,0.503809,0.133594,0.120876,126.995,0.000702537,-130.824,11.356
0.564959,0.504296,0.133588,0.121242,126.228,0.000536606,-129.122,11.36
0.565493,0.504783,0.133582,0.121445,125.829,0.000379397,-127.836,11.364
0.566027,0.505269,0.133575,0.121443,125.898,0.000209884,-126.944,11.368
0.566562,0.505748,0.133569,0.120751,127.542,-0.000160186,-126.479,11.372
0.567096,0.506228,0.133562,0.120366,128.487,-0.000242763,-126.951,11.376
0.56763,0.506702,0.133555,0.119615,130.271,-0.000435191,-127.634,11.38
0.568164,0.50718,0.133549,0.119505,130.597,-0.000285822,-128.806,11.384
0.568699,0.507657,0.133542,0.119444,130.813,-0.000183262,-129.602,11.388
0.569233,0.508134,0.133535,0.119295,131.229,-0.000161456,-130.14,11.392
0.569767,0.508602,0.133528,0.11829,133.596,-0.000491223,-130.624,11.396
0.570301,0.509075,0.133521,0.118308,133.638,-0.000265728,-131.945,11.4
0.570835,0.509546,0.133514,0.11805,134.311,-0.000251088,-132.697,11.404
0.571369,0.510018,0.133507,0.118059,134.372,-0.000135574,-133.414,11.408
0.571903,0.510489,0.133499,0.117873,134.881,-0.000149889,-133.84,11.412
0.572437,0.510959,0.133492,0.117731,135.29,-0.000140049,-134.303,11.416
0.572971,0.511427,0.133485,0.117422,136.081,-0.000201446,-134.742,11.42
0.573505,0.511893,0.133477,0.11702,137.085,-0.000272701,-135.337,11.424
0.574039,0.512357,0.13347,0.116489,138.385,-0.000363623,-136.114,11.428
0.574573,0.512822,0.133462,0.116386,138.713,-0.000243111,-137.124,11.432
0.575106,0.513283,0.133454,0.115945,139.812,-0.000311389,-137.83,11.436
0.57564,0.513739,0.133447,0.115086,141.868,-0.000516547,-138.711,11.44
0.576174,0.51419,0.133439,0.114033,144.373,-0.000708077,-140.114,11.444
0.576708,0.514643,0.133431,0.11364,145.377,-0.000550576,-142.007,11.448
0.577242,0.515089,0.133423,0.112692,147.65,-0.000684851,-143.505,11.452
0.577775,0.515536,0.133415,0.112242,148.793,-0.000560315,-145.347,11.456
0.578309,0.515985,0.133407,0.112299,148.781,-0.000288402,-146.878,11.46
0.578842,0.516439,0.133399,0.112792,147.775,3.66846e-05,-147.724,11.464
0.579376,0.51689,0.13339,0.112835,147.791,3.76764e-05,-147.747,11.468
0.57991,0.517347,0.133382,0.113397,146.624,0.000245434,-147.767,11.472
0.580443,0.517805,0.133374,0.113977,145.41,0.000368523,-147.259,11.476
0.580977,0.518264,0.133365,0.114261,144.868,0.000318369,-146.437,11.48
0.58151,0.518725,0.133357,0.114726,143.911,0.000362799,-145.74,11.484
0.582043,0.51919,0.133348,0.115407,142.46,0.000473693,-144.927,11.488
0.582577,0.519656,0.13334,0.115862,141.518,0.000445049,-143.831,11.492
0.58311,0.520124,0.133331,0.116383,140.422,0.000455745,-142.803,11.496
0.583643,0.520597,0.133322,0.117249,138.537,0.000599266,-141.745,11.5
0.584177,0.521072,0.133313,0.117883,137.173,0.000586587,-140.319,11.504
0.58471,0.52155,0.133304,0.11862,135.573,0.000620301,-138.921,11.508
0.585243,0.52203,0.133295,0.119259,134.189,0.000600275,-137.433,11.512
0.585776,0.522508,0.133286,0.119307,134.149,0.000352725,-135.991,11.516
0.586309,0.522985,0.133277,0.119295,134.246,0.000191297,-135.172,11.52
0.586843,0.523462,0.133268,0.119251,134.417,8.83368e-05,-134.76,11.524
0.587376,0.523933,0.133259,0.11865,135.858,-0.000191134,-134.608,11.528
0.587909,0.524405,0.133249,0.118316,136.693,-0.000239635,-135.164,11.532
0.588442,0.524877,0.13324,0.118169,137.104,-0.00019192,-135.843,11.536
0.588974,0.525346,0.13323,0.117742,138.154,-0.000277429,-136.403,11.54
0.589507,0.525818,0.133221,0.117888,137.899,-9.55242e-05,-137.182,11.544
0.59004,0.526286,0.133211,0.117471,138.929,-0.000220056,-137.5,11.548
0.590573,0.526756,0.133201,0.117507,138.925,-0.000107577,-138.135,11.552
0.591106,0.527227,0.133192,0.117605,138.783,-2.09124e-05,-138.486,11.556
0.591639,0.527701,0.133182,0.117966,138.037,0.000132763,-138.618,11.56
0.592171,0.528175,0.133172,0.118205,137.568,0.000169319,-138.36,11.564
0.592704,0.528645,0.133162,0.117915,138.303,-2.16895e-05,-138.008,11.568
0.593237,0.52912,0.133152,0.118292,137.52,0.000138536,-138.139,11.572
0.593769,0.529593,0.133142,0.118309,137.553,8.38749e-05,-137.864,11.576
0.594302,0.53007,0.133131,0.118664,136.816,0.000188583,-137.726,11.58
0.594834,0.530549,0.133121,0.119169,135.735,0.000306445,-137.321,11.584
0.595367,0.531027,0.133111,0.119295,135.513,0.000220892,-136.617,11.588
0.595899,0.53151,0.1331,0.11998,134.017,0.000396447,-136.126,11.592
0.596432,0.531997,0.13309,0.120744,132.335,0.000525816,-135.189,11.596
0.596964,0.532488,0.133079,0.121629,130.371,0.000646074,-133.92,11.6
0.597496,0.532979,0.133069,0.122121,129.299,0.000555572,-132.343,11.604
0.598028,0.533472,0.133058,0.122701,128.021,0.000540693,-130.99,11.608
0.598561,0.533963,0.133047,0.122717,128.029,0.0003065,-129.67,11.612
0.599093,0.534453,0.133036,0.122572,128.402,0.000112277,-128.941,11.616
0.599625,0.53494,0.133025,0.122222,129.242,-7.72934e-05,-128.702,11.62
0.600157,0.535426,0.133014,0.121875,130.08,-0.000181933,-128.942,11.624
0.600689,0.535909,0.133003,0.121413,131.181,-0.000285739,-129.448,11.628
0.601221,0.536389,0.132992,0.120772,132.693,-0.000414831,-130.218,11.632
0.601753,0.53687,0.132981,0.120532,133.295,-0.000326684,-131.318,11.636
0.602285,0.537352,0.13297,0.120475,133.48,-0.000204249,-132.197,11.64
0.602817,0.537833,0.132959,0.120405,133.695,-0.000141464,-132.767,11.644
0.603349,0.538316,0.132947,0.120596,133.314,-2.04524e-06,-133.18,11.648
0.60388,0.5388,0.132936,0.120779,132.95,7.20884e-05,-133.239,11.652
0.604412,0.539282,0.132924,0.120574,133.471,-4.20671e-05,-133.111,11.656
0.604944,0.539764,0.132913,0.120537,133.61,-3.82916e-05,-133.271,11.66
0.605475,0.540243,0.132901,0.120286,134.236,-0.00012166,-133.422,11.664
0.606007,0.540726,0.132889,0.120415,133.997,-1.59123e-05,-133.784,11.668
0.606538,0.541209,0.132877,0.120602,133.624,6.59177e-05,-133.878,11.672
0.60707,0.541692,0.132865,0.120667,133.527,6.28035e-05,-133.765,11.676
0.607601,0.542187,0.132853,0.122047,130.43,0.000586672,-133.659,11.68
0.608133,0.542665,0.132841,0.120933,133.016,-0.000119655,-132.224,11.684
0.608664,0.543153,0.132829,0.121427,131.938,0.000131116,-132.576,11.688
0.609195,0.543644,0.132817,0.12197,130.744,0.000290062,-132.292,11.692
0.609727,0.544132,0.132805,0.121927,130.886,0.000143677,-131.604,11.696
0.610258,0.544616,0.132793,0.121557,131.773,-6.80304e-05,-131.285,11.7
0.610789,0.545098,0.13278,0.121121,132.812,-0.000212031,-131.502,11.704
0.61132,0.545574,0.132768,0.120111,135.163,-0.000521585,-132.084,11.708
0.611851,0.546049,0.132755,0.119589,136.409,-0.000498747,-133.452,11.712
0.612382,0.546524,0.132743,0.119221,137.304,-0.00042388,-134.767,11.716
0.612913,0.546999,0.13273,0.118941,138.003,-0.000347742,-135.894,11.72
0.613444,0.547476,0.132717,0.119092,137.719,-0.000132757,-136.831,11.724
0.613975,0.547956,0.132705,0.119521,136.798,9.79665e-05,-137.226,11.728
0.614506,0.548441,0.132692,0.120297,135.083,0.00036472,-137.036,11.732
0.615036,0.548929,0.132679,0.120997,133.537,0.000482455,-136.168,11.736
0.615567,0.549415,0.132666,0.121271,132.959,0.000377444,-134.999,11.74
0.616098,0.549901,0.132653,0.121308,132.919,0.000224428,-134.092,11.744
0.616628,0.550384,0.13264,0.121136,133.354,5.61215e-05,-133.571,11.748
0.617159,0.55086,0.132626,0.120158,135.63,-0.000359951,-133.475,11.752
0.617689,0.551335,0.132613,0.119499,137.184,-0.000463316,-134.433,11.756
0.61822,0.551809,0.1326,0.119134,138.073,-0.000403699,-135.655,11.76
0.61875,0.552278,0.132586,0.118278,140.083,-0.000566499,-136.73,11.764
0.61928,0.552752,0.132573,0.11834,140.004,-0.00028995,-138.22,11.768
0.619811,0.553229,0.132559,0.11872,139.198,-9.17577e-06,-139.013,11.772
0.620341,0.553706,0.132546,0.119046,138.512,0.000125344,-139.095,11.776
0.620871,0.554188,0.132532,0.119649,137.192,0.000310949,-138.836,11.78
0.621401,0.554672,0.132518,0.120215,135.953,0.00039891,-138.105,11.784
0.621931,0.555154,0.132504,0.120376,135.635,0.000285863,-137.149,11.788
0.622461,0.555636,0.13249,0.120465,135.478,0.000194505,-136.476,11.792
0.622991,0.556114,0.132476,0.120015,136.55,-7.1657e-05,-136.033,11.796
0.623521,0.556587,0.132462,0.11919,138.482,-0.000369895,-136.263,11.8
0.624051,0.557063,0.132448,0.119115,138.707,-0.000235382,-137.249,11.804
0.624581,0.557535,0.132434,0.118575,139.994,-0.000346915,-137.897,11.808
0.62511,0.558004,0.13242,0.118044,141.263,-0.00040491,-138.829,11.812
0.62564,0.558477,0.132405,0.118095,141.207,-0.000204681,-139.911,11.816
0.626169,0.558949,0.132391,0.118046,141.378,-0.00013315,-140.487,11.82
0.626699,0.559419,0.132376,0.117827,141.938,-0.00016152,-140.883,11.824
0.627228,0.559894,0.132362,0.118204,141.138,6.1174e-05,-141.352,11.828
0.627758,0.560365,0.132347,0.118069,141.507,-2.03233e-05,-141.257,11.832
0.628287,0.560835,0.132333,0.117801,142.176,-0.00011821,-141.368,11.836
0.628817,0.561306,0.132318,0.117729,142.4,-9.43729e-05,-141.727,11.84
0.629346,0.561777,0.132303,0.117766,142.377,-3.7675e-05,-142.026,11.844
0.629875,0.562246,0.132288,0.117557,142.916,-0.000104831,-142.182,11.848
0.630404,0.562721,0.132273,0.118131,141.667,0.000171441,-142.508,11.852
0.630933,0.563195,0.132258,0.118258,141.434,0.000146098,-142.134,11.856
0.631462,0.563671,0.132243,0.118559,140.804,0.000201514,-141.823,11.86
0.631991,0.564151,0.132228,0.119225,139.338,0.000378357,-141.37,11.864
0.63252,0.564628,0.132213,0.11925,139.331,0.000220055,-140.467,11.868
0.633049,0.565102,0.132197,0.118918,140.137,-1.04174e-05,-139.962,11.872
0.633578,0.565575,0.132182,0.118619,140.872,-0.000125542,-140.04,11.876
0.634106,0.566041,0.132167,0.117685,143.056,-0.000443267,-140.41,11.88
0.634635,0.566503,0.132151,0.116667,145.438,-0.000653316,-141.586,11.884
0.635163,0.566965,0.132136,0.116139,146.705,-0.000573746,-143.298,11.888
0.635692,0.567426,0.13212,0.11577,147.617,-0.000466554,-144.812,11.892
0.63622,0.567887,0.132104,0.115564,148.156,-0.000341311,-146.059,11.896
0.636749,0.568352,0.132088,0.115834,147.611,-8.1741e-05,-146.991,11.9
0.637277,0.56882,0.132072,0.116368,146.463,0.000168015,-147.267,11.904
0.637805,0.569292,0.132057,0.117048,144.976,0.000365408,-146.909,11.908
0.638334,0.569765,0.132041,0.117657,143.648,0.00044625,-146.05,11.912
0.638862,0.570243,0.132024,0.118455,141.883,0.000567248,-144.983,11.916
0.63939,0.570716,0.132008,0.118323,142.236,0.0002623,-143.605,11.92
0.639918,0.57119,0.131992,0.11848,141.929,0.000208466,-142.996,11.924
0.640446,0.571659,0.131976,0.117915,143.27,-0.000110271,-142.522,11.928
0.640974,0.572121,0.13196,0.116794,145.88,-0.000509206,-142.855,11.932
0.641501,0.572581,0.131943,0.116018,147.712,-0.000593148,-144.199,11.936
0.642029,0.57304,0.131927,0.115472,149.024,-0.00054794,-145.76,11.94
0.642557,0.573493,0.13191,0.114516,151.274,-0.000686694,-147.211,11.944
0.643084,0.573953,0.131893,0.114714,150.897,-0.000302235,-149.017,11.948
0.643612,0.574417,0.131877,0.115208,149.843,2.96221e-05,-149.852,11.952
0.644139,0.574879,0.13186,0.115329,149.637,6.47975e-05,-149.848,11.956
0.644667,0.575342,0.131843,0.115588,149.115,0.000139602,-149.754,11.96
0.645194,0.57581,0.131826,0.116193,147.802,0.000319309,-149.47,11.964
0.645721,0.576286,0.131809,0.117489,144.909,0.00069544,-148.729,11.968
0.646249,0.576741,0.131792,0.11579,148.839,-0.000292864,-147.031,11.972
0.646776,0.577209,0.131775,0.116343,147.641,5.8587e-05,-147.834,11.976
0.647303,0.577679,0.131758,0.116881,146.475,0.000247584,-147.748,11.98
0.64783,0.578139,0.131741,0.115951,148.653,-0.000234175,-147.182,11.984
0.648357,0.578607,0.131723,0.116471,147.529,7.78289e-05,-147.836,11.988
0.648884,0.579077,0.131706,0.116876,146.667,0.000204802,-147.7,11.992
0.64941,0.579551,0.131689,0.117599,145.072,0.00040308,-147.241,11.996
0.649937,0.580026,0.131671,0.118155,143.856,0.000446055,-146.277,12
0.650464,0.580504,0.131653,0.118732,142.587,0.000478656,-145.201,12.004
0.65099,0.580982,0.131636,0.119091,141.811,0.000409518,-144.039,12.008
0.651517,0.581463,0.131618,0.119559,140.783,0.000414734,-143.049,12.012
0.652043,0.581942,0.1316,0.119704,140.49,0.000288372,-142.042,12.016
0.65257,0.582422,0.131582,0.119823,140.255,0.000207759,-141.352,12.02
0.653096,0.582908,0.131564,0.120619,138.476,0.000433481,-140.865,12.024
0.653622,0.58338,0.131546,0.119448,141.176,-0.000227159,-139.803,12.028
0.654148,0.58386,0.131528,0.119643,140.77,-4.84991e-05,-140.413,12.032
0.654674,0.584343,0.13151,0.120173,139.596,0.000185065,-140.572,12.036
0.6552,0.584826,0.131492,0.120352,139.219,0.000174553,-140.138,12.04
0.655726,0.585315,0.131474,0.12122,137.27,0.000443819,-139.73,12.044
0.656252,0.585806,0.131455,0.121932,135.67,0.000531355,-138.637,12.048
0.656778,0.586286,0.131437,0.121022,137.765,-6.84723e-05,-137.318,12.052
0.657304,0.586771,0.131419,0.12117,137.454,2.0864e-05,-137.517,12.056
0.657829,0.587257,0.1314,0.121328,137.117,7.50148e-05,-137.489,12.06
0.658355,0.587741,0.131381,0.121186,137.464,-1.51871e-05,-137.324,12.064
0.65888,0.588235,0.131363,0.122143,135.303,0.000374411,-137.386,12.068
0.659406,0.58872,0.131344,0.121792,136.121,6.76596e-05,-136.46,12.072
0.659931,0.589215,0.131325,0.122634,134.22,0.000374057,-136.31,12.076
0.660456,0.589711,0.131306,0.123255,132.816,0.000456134,-135.381,12.08
0.660982,0.590208,0.131287,0.123677,131.863,0.000422065,-134.241,12.084
0.661507,0.590708,0.131268,0.124257,130.546,0.000466326,-133.184,12.088
0.662032,0.591204,0.131249,0.124233,130.601,0.000249726,-132.012,12.092
0.662557,0.591702,0.13123,0.124259,130.545,0.000148896,-131.385,12.096
0.663082,0.592197,0.131211,0.124042,131.04,-3.73395e-06,-131.012,12.1
0.663606,0.592691,0.131191,0.123807,131.58,-9.6153e-05,-131.024,12.104
0.664131,0.593187,0.131172,0.123945,131.269,1.76284e-06,-131.271,12.108
0.664656,0.59368,0.131152,0.123676,131.885,-0.000106511,-131.27,12.112
0.66518,0.594175,0.131133,0.123642,131.967,-7.28405e-05,-131.543,12.116
0.665705,0.594673,0.131113,0.124084,130.963,0.000136135,-131.731,12.12
0.666229,0.595175,0.131094,0.124675,129.616,0.000311888,-131.39,12.124
0.666754,0.595679,0.131074,0.125233,128.338,0.000396623,-130.601,12.128
0.667278,0.596178,0.131054,0.125006,128.849,0.000129537,-129.595,12.132
0.667802,0.596676,0.131034,0.124803,129.306,-9.18408e-06,-129.264,12.136
0.668326,0.597168,0.131014,0.124038,131.048,-0.000311128,-129.283,12.14
0.66885,0.597656,0.130994,0.123114,133.156,-0.000542407,-130.067,12.144
0.669374,0.598144,0.130974,0.122639,134.246,-0.000491298,-131.44,12.148
0.669898,0.598628,0.130954,0.121876,135.995,-0.000578022,-132.687,12.152
0.670422,0.599109,0.130934,0.121183,137.588,-0.000598058,-134.157,12.156
0.670945,0.599593,0.130914,0.121029,137.958,-0.00039401,-135.682,12.16
