joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term1[Nm], DOB Torque Term2[Nm], current_time
-0.0937164,-0.131355,0.0782104,0.0683418,83.3373,0.000150801,-83.6816,5.66
-0.0934034,-0.131084,0.0782827,0.0680638,84.1997,-2.73972e-05,-83.5286,5.664
-0.0930902,-0.130815,0.0783549,0.0676406,85.3954,-0.000184432,-83.8268,5.668
-0.0927766,-0.130547,0.0784271,0.0674055,86.1652,-0.000196468,-84.524,5.672
-0.0924627,-0.130277,0.0784993,0.0673901,86.4357,-0.000115326,-85.2534,5.676
-0.0921486,-0.130004,0.0785714,0.0678038,85.7276,0.000101344,-85.7789,5.68
-0.0918342,-0.12974,0.0786436,0.0670355,87.7141,-0.00025089,-85.7561,5.684
-0.0915195,-0.129468,0.0787157,0.0674148,87.0875,1.2295e-05,-86.6263,5.688
-0.0912045,-0.129197,0.0787878,0.0675872,86.9311,7.57469e-05,-86.8313,5.692
-0.0908892,-0.128924,0.0788599,0.0678365,86.5984,0.000141767,-86.8756,5.696
-0.0905736,-0.128663,0.0789319,0.0667466,89.3203,-0.000357046,-86.7524,5.7
-0.0902577,-0.128398,0.079004,0.066525,90.0685,-0.000286978,-87.8937,5.704
-0.0899415,-0.128133,0.079076,0.0663634,90.6813,-0.000224014,-88.8603,5.708
-0.0896251,-0.127871,0.0791479,0.066005,91.745,-0.000267778,-89.6696,5.712
-0.0893084,-0.127608,0.0792199,0.0658826,92.2727,-0.000197692,-90.592,5.716
-0.0889913,-0.127342,0.0792919,0.0661601,91.8892,1.1359e-06,-91.339,5.72
-0.088674,-0.127074,0.0793638,0.0665063,91.3479,0.000139026,-91.5836,5.724
-0.0883564,-0.126799,0.0794357,0.0675431,89.2286,0.000491813,-91.4788,5.728
-0.0880385,-0.12653,0.0795076,0.0674665,89.6436,0.000242607,-90.4787,5.732
-0.0877204,-0.126256,0.0795794,0.0678846,88.9307,0.000301964,-90.1076,5.736
-0.0874019,-0.125979,0.0796513,0.0684624,87.8512,0.000398783,-89.5845,5.74
-0.0870832,-0.125703,0.0797231,0.0687066,87.5295,0.000319194,-88.8142,5.744
-0.0867641,-0.125422,0.0797949,0.0693797,86.228,0.000446473,-88.2432,5.748
-0.0864448,-0.125145,0.0798666,0.0693698,86.4811,0.000244069,-87.3476,5.752
-0.0861252,-0.124869,0.0799384,0.0692107,87.0749,7.1989e-05,-86.9625,5.756
-0.0858053,-0.124589,0.0800101,0.0695446,86.5454,0.000173503,-87.0124,5.76
-0.0854851,-0.124309,0.0800818,0.0696917,86.4403,0.000155213,-86.8049,5.764
-0.0851646,-0.124022,0.0801535,0.0706947,84.3817,0.000487298,-86.6428,5.768
-0.0848439,-0.123745,0.0802251,0.0700619,86.0495,1.77004e-05,-85.6379,5.772
-0.0845228,-0.123465,0.0802968,0.0699791,86.4669,-2.32865e-05,-85.8208,5.776
-0.0842015,-0.123184,0.0803684,0.0700866,86.451,3.00613e-05,-86.108,5.78
-0.0838799,-0.122906,0.0804399,0.0698393,87.2445,-8.22079e-05,-86.2604,5.784
-0.083558,-0.122629,0.0805115,0.0695483,88.1396,-0.000162019,-86.6978,5.788
-0.0832358,-0.122354,0.0805831,0.0691947,89.1798,-0.000231396,-87.3386,5.792
-0.0829133,-0.12208,0.0806546,0.0689215,90.0394,-0.0002378,-88.1569,5.796
-0.0825906,-0.121808,0.0807261,0.0685394,91.1496,-0.000284901,-88.9936,5.8
-0.0822675,-0.121535,0.0807975,0.0683271,91.8752,-0.000243162,-89.9518,5.804
-0.0819442,-0.121262,0.080869,0.0683627,92.0369,-0.000120849,-90.8066,5.808
-0.0816206,-0.120986,0.0809404,0.0685744,91.797,1.75212e-05,-91.3534,5.812
-0.0812967,-0.12071,0.0810118,0.0688072,91.508,0.000102816,-91.5505,5.816
-0.0809725,-0.120434,0.0810832,0.0688598,91.6292,7.81328e-05,-91.5316,5.82
-0.080648,-0.120156,0.0811545,0.0691577,91.1906,0.000162528,-91.575,5.824
-0.0803232,-0.119877,0.0812259,0.0694384,90.7898,0.00020252,-91.4042,5.828
-0.0799982,-0.119597,0.0812972,0.0697478,90.3219,0.000236258,-91.1311,5.832
-0.0796728,-0.119315,0.0813684,0.0700349,89.9035,0.000246051,-90.7715,5.836
-0.0793472,-0.119029,0.0814397,0.0706935,88.6361,0.000400016,-90.3857,5.84
-0.0790213,-0.118743,0.0815109,0.0710977,87.945,0.00038387,-89.6081,5.844
-0.0786951,-0.118455,0.0815821,0.0714759,87.3113,0.000364458,-88.8689,5.848
-0.0783687,-0.118163,0.0816533,0.0721466,86.008,0.00047067,-88.1767,5.852
-0.0780419,-0.117869,0.0817245,0.0727112,84.9429,0.000487228,-87.2128,5.856
-0.0777149,-0.117577,0.0817956,0.0728329,84.8851,0.000319348,-86.204,5.86
-0.0773876,-0.117282,0.0818667,0.0732844,84.0744,0.000357948,-85.6178,5.864
-0.0770599,-0.116987,0.0819378,0.0734968,83.8066,0.000283806,-84.9318,5.868
-0.0767321,-0.116691,0.0820089,0.0736532,83.6658,0.000220212,-84.4318,5.872
-0.0764039,-0.116394,0.0820799,0.0740088,83.0698,0.000264532,-84.0913,5.876
-0.0760754,-0.116094,0.0821509,0.0743599,82.4821,0.000287356,-83.6373,5.88
-0.0757467,-0.115796,0.0822219,0.0744398,82.5114,0.000191591,-83.1239,5.884
-0.0754176,-0.115495,0.0822929,0.0747913,81.9209,0.000246985,-82.8517,5.888
-0.0750883,-0.115193,0.0823638,0.0751785,81.2471,0.000292042,-82.438,5.892
-0.0747587,-0.114893,0.0824347,0.0750865,81.6645,0.000125465,-81.9087,5.896
-0.0744288,-0.114592,0.0825056,0.0751122,81.8145,7.99683e-05,-81.8002,5.9
-0.0740987,-0.114291,0.0825765,0.0752033,81.8155,8.0829e-05,-81.8065,5.904
-0.0737682,-0.113989,0.0826473,0.0752922,81.8211,8.0478e-05,-81.8105,5.908
-0.0734375,-0.113683,0.0827181,0.0758791,80.6905,0.000279367,-81.8152,5.912
-0.0731065,-0.113382,0.0827889,0.0755909,81.553,3.99755e-05,-81.3153,5.916
-0.0727752,-0.11308,0.0828597,0.0755844,81.7752,1.95912e-05,-81.421,5.92
-0.0724436,-0.112774,0.0829304,0.0759262,81.2029,0.000147576,-81.5784,5.924
-0.0721117,-0.112467,0.0830011,0.0763081,80.5375,0.000234675,-81.4115,5.928
-0.0717796,-0.112152,0.0830718,0.0773648,78.3303,0.000552892,-81.0231,5.932
-0.0714472,-0.111848,0.0831425,0.0768002,79.8159,8.14068e-05,-79.8263,5.936
-0.0711145,-0.111539,0.0832131,0.0770239,79.5068,0.0001347,-79.8217,5.94
-0.0707815,-0.111226,0.0832837,0.0774937,78.6352,0.000262688,-79.6817,5.944
-0.0704482,-0.110916,0.0833543,0.077486,78.8506,0.000142854,-79.2166,5.948
-0.0701146,-0.110612,0.0834248,0.0768675,80.46,-0.000167943,-79.0539,5.952
-0.0697808,-0.110303,0.0834954,0.0770614,80.2203,-1.58e-05,-79.6789,5.956
-0.0694467,-0.109994,0.0835659,0.0770923,80.3516,3.57954e-06,-79.9195,5.96
-0.0691123,-0.109682,0.0836364,0.0775701,79.4632,0.000193049,-80.1115,5.964
-0.0687776,-0.109373,0.0837068,0.0774133,80.0203,4.45484e-05,-79.8234,5.968
-0.0684426,-0.109077,0.0837772,0.0759058,83.6606,-0.000578019,-79.9109,5.972
-0.0681074,-0.108777,0.0838476,0.0754906,84.8188,-0.000487147,-81.5774,5.976
-0.0677718,-0.108476,0.083918,0.0753367,85.3839,-0.000332175,-83.0181,5.98
-0.067436,-0.108171,0.0839883,0.0757886,84.568,-3.83501e-06,-84.0696,5.984
-0.0670999,-0.107871,0.0840587,0.0753871,85.6969,-0.000162681,-84.2911,5.988
-0.0667636,-0.107565,0.084129,0.0759702,84.5823,0.000142768,-84.9159,5.992
-0.0664269,-0.107253,0.0841992,0.0767932,82.9168,0.000408386,-84.7676,5.996
-0.06609,-0.106941,0.0842695,0.0774039,81.7307,0.000471096,-83.945,6
-0.0657527,-0.106629,0.0843397,0.0775897,81.5107,0.000335997,-82.9609,6.004
-0.0654152,-0.106316,0.0844099,0.0779616,80.8651,0.000335377,-82.3163,6.008
-0.0650775,-0.105999,0.08448,0.0785137,79.8064,0.000407084,-81.6714,6.012
-0.0647394,-0.105677,0.0845501,0.0793962,77.9905,0.000579048,-80.8425,6.016
-0.0644011,-0.105358,0.0846202,0.0795411,77.8526,0.000379597,-79.5749,6.02
-0.0640624,-0.105033,0.0846903,0.0802741,76.372,0.000503999,-78.8095,6.024
-0.0637235,-0.104705,0.0847604,0.0810268,74.8421,0.000580985,-77.7261,6.028
-0.0633844,-0.104379,0.0848304,0.0812915,74.4214,0.000428586,-76.4443,6.032
-0.0630449,-0.104049,0.0849004,0.081784,73.4794,0.000435036,-75.5453,6.036
-0.0627052,-0.103721,0.0849703,0.0818657,73.4721,0.000274346,-74.6271,6.04
-0.0623651,-0.103396,0.0850403,0.0816423,74.1606,6.31115e-05,-74.1138,6.044
-0.0620248,-0.103072,0.0851102,0.0812879,75.15,-0.000106648,-74.1346,6.048
-0.0616842,-0.102748,0.0851801,0.0812446,75.4323,-7.65786e-05,-74.5859,6.052
-0.0613434,-0.102425,0.0852499,0.0810286,76.1093,-0.000128919,-74.9621,6.056
-0.0610022,-0.1021,0.0853198,0.0810621,76.2186,-5.82098e-05,-75.4719,6.06
-0.0606608,-0.101768,0.0853896,0.0819253,74.4351,0.000312803,-75.8038,6.064
-0.0603191,-0.101449,0.0854593,0.0809461,76.8503,-0.000217759,-75.1955,6.068
-0.0599772,-0.101121,0.0855291,0.0814385,75.9142,7.59399e-05,-75.931,6.072
-0.0596349,-0.100793,0.0855988,0.0816738,75.5623,0.000136238,-75.9235,6.076
-0.0592924,-0.100464,0.0856685,0.081958,75.0974,0.000189335,-75.7629,6.08
-0.0589496,-0.100126,0.0857381,0.0830756,72.7295,0.000552063,-75.4671,6.084
-0.0586065,-0.0997999,0.0858078,0.0823913,74.4662,3.30812e-05,-74.2504,6.088
-0.0582631,-0.0994669,0.0858774,0.0827789,73.762,0.000173358,-74.3463,6.092
-0.0579194,-0.0991273,0.0859469,0.0837236,71.7844,0.000474052,-74.0866,6.096
-0.0575755,-0.0987963,0.0860165,0.0832887,72.949,8.94796e-05,-73.0634,6.1
-0.0572313,-0.098465,0.086086,0.0830855,73.5881,-3.1541e-05,-73.0125,6.104
-0.0568868,-0.0981399,0.0861555,0.0822816,75.5996,-0.000338955,-73.2684,6.108
-0.0565421,-0.0978116,0.0862249,0.0821805,76.013,-0.000228736,-74.3044,6.112
-0.056197,-0.097481,0.0862944,0.0823931,75.7119,-4.2088e-05,-75.0638,6.116
-0.0558517,-0.0971507,0.0863638,0.0824728,75.7129,8.48341e-06,-75.3518,6.12
-0.0555061,-0.0968187,0.0864331,0.082709,75.3566,9.9164e-05,-75.5123,6.124
-0.0551602,-0.0964843,0.0865025,0.0831089,74.6256,0.000215011,-75.4431,6.128
-0.0548141,-0.0961491,0.0865718,0.0834079,74.1228,0.000238994,-75.0798,6.132
-0.0544677,-0.0958133,0.0866411,0.0836508,73.7464,0.000229887,-74.6544,6.136
-0.054121,-0.0954747,0.0867103,0.0840928,72.9144,0.000304463,-74.2509,6.14
-0.053774,-0.0951386,0.0867796,0.0840696,73.1413,0.000159892,-73.6569,6.144
-0.0534267,-0.0948003,0.0868488,0.0842871,72.8198,0.000175785,-73.4277,6.148
-0.0530792,-0.0944656,0.0869179,0.084024,73.5936,-7.52805e-06,-73.1575,6.152
-0.0527314,-0.0941277,0.0869871,0.0842234,73.3145,7.55269e-05,-73.3513,6.156
-0.0523833,-0.0937915,0.0870562,0.0841422,73.6745,9.4944e-06,-73.335,6.16
-0.0520349,-0.0934553,0.0871252,0.0840971,73.9532,-1.27614e-05,-73.4859,6.164
-0.0516863,-0.0931233,0.0871943,0.0836114,75.2378,-0.000201305,-73.6936,6.168
-0.0513374,-0.0927975,0.0872633,0.0826506,77.6101,-0.000496025,-74.3799,6.172
-0.0509882,-0.0924703,0.0873323,0.0822703,78.6642,-0.00042761,-75.8155,6.176
-0.0506387,-0.0921473,0.0874013,0.0815984,80.3866,-0.000506223,-77.0816,6.18
-0.050289,-0.0918232,0.0874702,0.0813403,81.1697,-0.000384443,-78.5505,6.184
-0.049939,-0.0914992,0.0875391,0.0811969,81.693,-0.000270917,-79.7146,6.188
-0.0495887,-0.0911723,0.0876079,0.0814243,81.3715,-5.95671e-05,-80.5939,6.192
-0.0492381,-0.0908441,0.0876768,0.0817043,80.9291,7.8829e-05,-80.9395,6.196
-0.0488873,-0.0905111,0.0877456,0.0823972,79.5429,0.000320867,-80.9349,6.2
-0.0485361,-0.0901811,0.0878144,0.0824367,79.6437,0.000194042,-80.3162,6.204
-0.0481847,-0.0898477,0.0878831,0.0828425,78.9086,0.000270065,-80.0173,6.208
-0.0478331,-0.0895126,0.0879518,0.0832599,78.1449,0.000316931,-79.5246,6.212
-0.0474811,-0.0891751,0.0880205,0.0837605,77.189,0.000376239,-78.9114,6.216
-0.0471289,-0.0888403,0.0880892,0.0837315,77.4386,0.000197429,-78.1459,6.22
-0.0467764,-0.0885027,0.0881578,0.0840225,76.9587,0.000226038,-77.8315,6.224
-0.0464236,-0.0881735,0.0882264,0.0832628,78.8745,-0.000178171,-77.4436,6.228
-0.0460706,-0.087839,0.0882949,0.0834166,78.7114,-3.74887e-05,-78.0796,6.232
-0.0457173,-0.087507,0.0883635,0.0832333,79.3168,-9.41102e-05,-78.3604,6.236
-0.0453637,-0.0871615,0.088432,0.0846286,76.3218,0.000505637,-78.7854,6.24
-0.0450098,-0.0868333,0.0885004,0.0834844,79.1127,-0.000176613,-77.6905,6.244
-0.0446557,-0.0864978,0.0885689,0.0836549,78.9116,-2.99568e-05,-78.3226,6.248
-0.0443013,-0.086161,0.0886373,0.0839031,78.5323,8.26232e-05,-78.5844,6.252
-0.0439466,-0.0858286,0.0887057,0.083542,79.5422,-9.84949e-05,-78.5612,6.256
-0.0435916,-0.0854918,0.088774,0.0838404,79.0499,6.46046e-05,-78.9972,6.26
-0.0432364,-0.085156,0.0888423,0.0838911,79.1214,5.61339e-05,-79.0206,6.264
-0.0428809,-0.084815,0.0889106,0.084495,77.9305,0.000272675,-79.0654,6.268
-0.0425251,-0.0844819,0.0889789,0.0839476,79.3631,-6.73934e-05,-78.561,6.272
-0.0421691,-0.0841423,0.0890471,0.0843729,78.5802,0.000132601,-78.9175,6.276
-0.0418127,-0.0837964,0.0891153,0.0853001,76.6495,0.000444428,-78.7676,6.28
-0.0414561,-0.0834544,0.0891834,0.085393,76.6171,0.000284037,-77.8262,6.284
-0.0410993,-0.0831117,0.0892515,0.0855213,76.5034,0.000209127,-77.2888,6.288
-0.0407421,-0.0827652,0.0893196,0.0860149,75.5559,0.000313542,-76.9398,6.292
-0.0403847,-0.0824103,0.0893877,0.0872104,73.004,0.000652225,-76.3247,6.296
-0.040027,-0.0820673,0.0894557,0.0865694,74.6352,0.000106037,-74.8488,6.3
-0.0396691,-0.0817225,0.0895237,0.0864052,75.1828,-6.73766e-06,-74.7539,6.304
-0.0393108,-0.0813756,0.0895917,0.0865444,75.0399,5.18838e-05,-74.9445,6.308
-0.0389523,-0.0810301,0.0896596,0.0864681,75.3879,-1.67011e-06,-74.9869,6.312
-0.0385936,-0.0806856,0.0897275,0.0863106,75.9222,-6.39179e-05,-75.1651,6.316
-0.0382345,-0.0803412,0.0897954,0.0862231,76.2981,-7.05044e-05,-75.5016,6.32
-0.0378752,-0.079995,0.0898632,0.0863664,76.1482,1.81373e-05,-75.8556,6.324
-0.0375156,-0.0796485,0.089931,0.0864844,76.0555,5.72628e-05,-75.9856,6.328
-0.0371558,-0.0792999,0.0899988,0.0867803,75.5566,0.000150125,-76.0167,6.332
-0.0367956,-0.0789502,0.0900665,0.0870598,75.0934,0.00019518,-75.8122,6.336
-0.0364352,-0.0785975,0.0901342,0.0875606,74.1239,0.000308678,-75.4927,6.34
-0.0360745,-0.0782427,0.0902019,0.0880692,73.1338,0.000374833,-74.8843,6.344
-0.0357136,-0.0778882,0.0902695,0.0883133,72.7441,0.00030586,-74.1063,6.348
-0.0353524,-0.0775341,0.0903372,0.0884105,72.6884,0.000208806,-73.5009,6.352
-0.0349909,-0.0771782,0.0904047,0.0886565,72.293,0.000214353,-73.1398,6.356
-0.0346292,-0.0768141,0.0904723,0.0897145,70.0437,0.000542114,-72.7635,6.36
-0.0342671,-0.0764641,0.0905398,0.0887283,72.452,-9.31424e-05,-71.5547,6.364
-0.0339048,-0.0761148,0.0906072,0.0881037,74.0422,-0.00030151,-71.9535,6.368
-0.0335423,-0.0757669,0.0906747,0.0876031,75.3537,-0.000367661,-72.8818,6.372
-0.0331794,-0.0754155,0.0907421,0.0877089,75.2853,-0.000161958,-73.9805,6.376
-0.0328163,-0.0750569,0.0908095,0.0885738,73.4844,0.000255863,-74.5604,6.38
-0.032453,-0.0747121,0.0908768,0.0875188,76.059,-0.000279704,-74.0822,6.384
-0.0320893,-0.074358,0.0909441,0.0879691,75.206,2.46867e-05,-74.9608,6.388
-0.0317254,-0.0740035,0.0910114,0.0882577,74.7195,0.000129107,-75.0698,6.392
-0.0313612,-0.0736466,0.0910786,0.0886868,73.9111,0.00024328,-74.9141,6.396
-0.0309968,-0.0732918,0.0911458,0.0886948,74.0608,0.000138366,-74.4683,6.4
-0.0306321,-0.0729321,0.091213,0.0892367,72.9927,0.000293548,-74.2872,6.404
-0.0302671,-0.0725728,0.0912802,0.0894994,72.5586,0.000268109,-73.7119,6.408
-0.0299018,-0.0722094,0.0913473,0.0901059,71.3385,0.000391492,-73.1993,6.412
-0.0295363,-0.0718539,0.0914143,0.08956,72.7445,-7.98166e-07,-72.3723,6.416
-0.0291705,-0.0714911,0.0914814,0.0900629,71.7613,0.000200623,-72.5377,6.42
-0.0288044,-0.0711297,0.0915484,0.0901887,71.6356,0.000161763,-72.1926,6.424
-0.0284381,-0.0707694,0.0916154,0.0901434,71.8997,7.17669e-05,-71.945,6.428
-0.0280715,-0.07041,0.0916823,0.0900031,72.3814,-1.62345e-05,-71.9249,6.432
-0.0277047,-0.0700497,0.0917492,0.0900403,72.4592,5.8601e-06,-72.1278,6.436
-0.0273375,-0.0696918,0.0918161,0.0897922,73.1881,-9.59251e-05,-72.2751,6.44
-0.0269701,-0.0693332,0.0918829,0.0897312,73.4922,-7.7693e-05,-72.6809,6.444
-0.0266025,-0.068977,0.0919497,0.0894286,74.3483,-0.000164166,-73.0414,6.448
-0.0262345,-0.0686204,0.0920165,0.0892989,74.8122,-0.000143078,-73.6222,6.452
-0.0258663,-0.0682625,0.0920832,0.0893803,74.7954,-4.69085e-05,-74.1511,6.456
-0.0254979,-0.0679049,0.0921499,0.0893872,74.9486,-2.33103e-05,-74.4375,6.46
-0.0251291,-0.067549,0.0922165,0.0891991,75.5471,-8.81703e-05,-74.6646,6.464
-0.0247601,-0.0671873,0.0922832,0.0897472,74.4673,0.00017017,-75.0568,6.468
-0.0243909,-0.066837,0.0923498,0.0887849,76.8307,-0.000290245,-74.7948,6.472
-0.0240213,-0.0664811,0.0924163,0.0888645,76.8233,-0.000129423,-75.6997,6.476
-0.0236515,-0.0661228,0.0924828,0.0891774,76.2833,5.32257e-05,-76.199,6.48
-0.0232815,-0.0657597,0.0925493,0.0898887,74.8327,0.000313979,-76.2365,6.484
-0.0229111,-0.0654001,0.0926158,0.0899,74.975,0.000178942,-75.6126,6.488
-0.0225406,-0.065037,0.0926822,0.0902901,74.2532,0.000255413,-75.3292,6.492
-0.0221697,-0.0646735,0.0927486,0.0905452,73.8373,0.000243913,-74.851,6.496
-0.0217986,-0.0643028,0.0928149,0.0914931,71.8393,0.000514524,-74.4004,6.5
-0.0214272,-0.0639428,0.0928812,0.0908297,73.5122,2.0575e-05,-73.2622,6.504
-0.0210555,-0.0635742,0.0929475,0.0914208,72.3271,0.000247797,-73.3733,6.508
-0.0206836,-0.0632031,0.0930138,0.092018,71.1249,0.000376426,-72.9083,6.512
-0.0203114,-0.0628341,0.09308,0.0921194,71.0503,0.000249674,-72.1157,6.516
-0.0199389,-0.0624703,0.0931461,0.0915999,72.3921,-6.90094e-05,-71.6422,6.52
-0.0195662,-0.0621048,0.0932123,0.0915032,72.7728,-7.6989e-05,-71.9755,6.524
-0.0191933,-0.0617389,0.0932784,0.0914879,72.9689,-4.88946e-05,-72.3298,6.528
-0.01882,-0.0613682,0.0933444,0.0920168,71.9236,0.000184329,-72.6139,6.532
-0.0184465,-0.0610137,0.0934105,0.0905064,75.5284,-0.000501529,-72.3071,6.536
-0.0180727,-0.0606506,0.0934765,0.090627,75.4219,-0.000230407,-73.7388,6.54
-0.0176987,-0.0602937,0.0935424,0.0900031,77.0139,-0.000377507,-74.4868,6.544
-0.0173244,-0.0599261,0.0936083,0.0908464,75.2621,0.000127498,-75.61,6.548
-0.0169498,-0.0595751,0.0936742,0.0894723,78.5649,-0.000478601,-75.4554,6.552
-0.016575,-0.0592186,0.0937401,0.0893232,79.082,-0.000325537,-76.8374,6.556
-0.0161999,-0.0588565,0.0938059,0.0898545,78.0476,3.1602e-05,-77.835,6.56
-0.0158245,-0.0584992,0.0938716,0.0896123,78.7753,-7.93064e-05,-77.9295,6.564
-0.0154489,-0.0581368,0.0939374,0.0900535,77.9453,0.000132372,-78.3054,6.568
-0.015073,-0.0577727,0.0940031,0.0904906,77.1224,0.000248305,-78.1454,6.572
-0.0146969,-0.0574006,0.0940688,0.0916163,74.7256,0.000588079,-77.6907,6.576
-0.0143205,-0.0570275,0.0941344,0.0923569,73.2006,0.000622831,-76.3729,6.58
-0.0139438,-0.0566702,0.0942,0.0910025,76.4515,-0.00019555,-74.963,6.584
-0.0135669,-0.0563061,0.0942655,0.0910178,76.5861,-0.000102518,-75.6245,6.588
-0.0131897,-0.0559419,0.0943311,0.0910263,76.7365,-5.35545e-05,-76.0519,6.592
-0.0128122,-0.0555805,0.0943965,0.0907239,77.5965,-0.00015066,-76.3562,6.596
-0.0124345,-0.0552143,0.094462,0.0910933,76.9259,6.4023e-05,-76.9074,6.6
-0.0120565,-0.0548626,0.0945274,0.0896863,80.3068,-0.000527045,-76.9157,6.604
-0.0116783,-0.054505,0.0945928,0.0895572,80.7811,-0.000344423,-78.4228,6.608
-0.0112998,-0.0541416,0.0946581,0.0901381,79.6367,4.09184e-05,-79.471,6.612
-0.010921,-0.0537899,0.0947234,0.0891556,82.056,-0.000370117,-79.5446,6.616
-0.010542,-0.0534312,0.0947887,0.0893775,81.7338,-0.000116879,-80.6608,6.62
-0.0101627,-0.0530667,0.0948539,0.0901534,80.1466,0.000245311,-81.1377,6.624
-0.00978319,-0.0526981,0.0949191,0.0910451,78.2904,0.000492836,-80.6972,6.628
-0.00940338,-0.0523222,0.0949842,0.0923467,75.4936,0.000794224,-79.6275,6.632
-0.00902332,-0.0519512,0.0950493,0.0925323,75.2349,0.000515467,-77.7902,6.636
-0.00864299,-0.0515746,0.0951144,0.0932496,73.7621,0.000573203,-76.6545,6.64
-0.0082624,-0.0512001,0.0951795,0.0934178,73.5381,0.0003857,-75.369,6.644
-0.00788155,-0.0508207,0.0952445,0.0940487,72.2576,0.000466535,-74.5553,6.648
-0.00750044,-0.0504462,0.0953094,0.0938618,72.8394,0.000184435,-73.5341,6.652
-0.00711908,-0.0500793,0.0953743,0.0929134,75.1602,-0.000276755,-73.2253,6.656
-0.00673745,-0.0497075,0.0954392,0.0929239,75.2993,-0.000149536,-74.0852,6.66
-0.00635556,-0.0493285,0.0955041,0.0937359,73.6101,0.000241608,-74.6248,6.664
-0.00597342,-0.0489644,0.0955689,0.0925364,76.5058,-0.000345425,-74.1738,6.668
-0.00559101,-0.0485923,0.0956337,0.0927529,76.1785,-0.000105336,-75.2103,6.672
-0.00520835,-0.0482212,0.0956984,0.092758,76.3325,-5.64759e-05,-75.6406,6.676
-0.00482542,-0.0478488,0.0957631,0.0929144,76.1416,3.11584e-05,-75.9481,6.68
-0.00444224,-0.0474757,0.0958278,0.093078,75.9334,8.27504e-05,-76.0341,6.684
-0.0040588,-0.047098,0.0958924,0.093668,74.7518,0.000281873,-75.9893,6.688
-0.0036751,-0.0467287,0.095957,0.0930744,76.2671,-8.07383e-05,-75.4393,6.692
-0.00329115,-0.046357,0.0960215,0.0930134,76.5716,-6.92599e-05,-75.8072,6.696
-0.00290693,-0.0459845,0.096086,0.0930563,76.6397,-2.13371e-05,-76.1469,6.7
-0.00252246,-0.0456121,0.0961505,0.0930801,76.7514,-2.33134e-06,-76.366,6.704
-0.00213773,-0.04524,0.0962149,0.0930549,76.9749,-1.13544e-05,-76.5373,6.708
-0.00175274,-0.0448669,0.0962793,0.0931561,76.9107,3.41522e-05,-76.7318,6.712
-0.00136749,-0.044493,0.0963437,0.0932891,76.7736,7.21505e-05,-76.8113,6.716
-0.00098199,-0.0441185,0.096408,0.0934398,76.5956,0.000100326,-76.7946,6.72
-0.00059623,-0.0437419,0.0964723,0.0937538,76.0443,0.000181302,-76.7061,6.724
-0.000210212,-0.0433671,0.0965365,0.0937363,76.2476,9.37337e-05,-76.412,6.728
0.000176062,-0.0429891,0.0966007,0.0940721,75.6453,0.000186337,-76.3389,6.732
0.000562593,-0.0426101,0.0966649,0.0943738,75.1189,0.00022416,-76.0307,6.736
0.000949381,-0.0422294,0.096729,0.0947334,74.4589,0.000268303,-75.6255,6.74
0.00133643,-0.0418469,0.0967931,0.095125,73.7236,0.000305677,-75.107,6.744
0.00172373,-0.0414645,0.0968571,0.0953427,73.3833,0.000256832,-74.4922,6.748
0.00211128,-0.041083,0.0969211,0.0953484,73.5253,0.000144975,-73.9993,6.752
0.00249909,-0.0407044,0.0969851,0.0950445,74.3742,-4.09822e-05,-73.7887,6.756
0.00288716,-0.0403198,0.097049,0.0955282,73.4281,0.000170662,-74.0489,6.76
0.00327549,-0.0399412,0.0971129,0.0951444,74.4589,-5.867e-05,-73.773,6.764
0.00366407,-0.0395667,0.0971767,0.0944705,76.1542,-0.000302057,-74.0778,6.768
0.0040529,-0.0391891,0.0972405,0.0944416,76.3826,-0.000179365,-75.0007,6.772
0.00444199,-0.0388111,0.0973043,0.0944639,76.4945,-9.07171e-05,-75.6149,6.776
0.00483133,-0.0384324,0.097368,0.0945531,76.4541,-1.47382e-05,-76.0058,6.78
0.00522093,-0.0380507,0.0974317,0.0949481,75.7156,0.00014977,-76.2051,6.784
0.00561079,-0.0376685,0.0974954,0.095206,75.2878,0.000186309,-75.9875,6.788
0.0060009,-0.0372851,0.097559,0.0955028,74.7698,0.000222183,-75.6765,6.792
0.00639126,-0.0368998,0.0976226,0.0958596,74.1133,0.000266115,-75.2736,6.796
0.00678188,-0.0365146,0.0976861,0.0960578,73.8166,0.000227109,-74.7579,6.8
0.00717275,-0.0361273,0.0977496,0.0963983,73.1944,0.000262306,-74.3395,6.804
0.00756387,-0.0357404,0.097813,0.0965491,73.0033,0.000206006,-73.8306,6.808
0.00795525,-0.0353513,0.0978764,0.0968631,72.4388,0.000240035,-73.4629,6.812
0.00834689,-0.0349637,0.0979398,0.0968841,72.5414,0.000141725,-73.0077,6.816
0.00873877,-0.034574,0.0980032,0.097126,72.14,0.000175485,-72.8005,6.82
0.00913091,-0.0341863,0.0980664,0.0970301,72.5082,5.91432e-05,-72.5069,6.824
0.0095233,-0.0337914,0.0981297,0.097783,70.9406,0.000333894,-72.5075,6.828
0.00991595,-0.0334014,0.0981929,0.0976638,71.3583,0.000137845,-71.8111,6.832
0.0103088,-0.0330179,0.0982561,0.0968683,73.3204,-0.000241534,-71.6098,6.836
