joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
-0.102034,-0.101263,7.0784e-08,0,-1.24823,0,0.004
-0.102034,-0.101263,2.83033e-07,3.83879e-05,-1.33531,0.00333629,0.008
-0.102034,-0.101263,6.36593e-07,2.13266e-05,-1.29581,0.00687144,0.012
-0.102034,-0.101263,1.13131e-06,1.18481e-05,-1.27317,0.0102954,0.016
-0.102034,-0.101263,1.76703e-06,6.58229e-06,-1.25975,0.0136518,0.02
-0.102034,-0.101263,2.54359e-06,-3.47311e-05,-1.16373,0.0169481,0.024
-0.102034,-0.101263,3.46085e-06,-1.9295e-05,-1.19661,0.0200047,0.028
-0.102034,-0.101262,4.51865e-06,6.60563e-05,-1.38879,0.0231707,0.032
-0.102034,-0.101263,5.71683e-06,-4.00778e-05,-1.14427,0.026757,0.036
-0.102034,-0.101263,7.05525e-06,-2.22655e-05,-1.18156,0.0297368,0.04
-0.102034,-0.101263,8.53374e-06,-1.23697e-05,-1.20057,0.0328044,0.044
-0.102034,-0.101263,1.01522e-05,-6.87206e-06,-1.20928,0.0359125,0.048
-0.102034,-0.101263,1.19103e-05,-4.22057e-05,-1.12453,0.0390179,0.052
-0.102034,-0.101263,1.38081e-05,-2.34476e-05,-1.16265,0.041913,0.056
-0.102034,-0.101263,1.58454e-05,2.53614e-05,-1.26913,0.0449147,0.06
-0.102034,-0.101263,1.8022e-05,1.40897e-05,-1.23851,0.0481658,0.064
-0.102034,-0.101263,2.03377e-05,7.82761e-06,-1.21892,0.0513289,0.068
-0.102033,-0.101263,2.27924e-05,4.34867e-06,-1.2053,0.0544327,0.072
-0.102033,-0.101263,2.5386e-05,-3.5972e-05,-1.10727,0.0574761,0.076
-0.102033,-0.101263,2.81183e-05,1.84035e-05,-1.22472,0.0602915,0.08
-0.102033,-0.101263,3.09891e-05,1.02242e-05,-1.19945,0.0633849,0.084
-0.102033,-0.101263,3.39983e-05,5.68008e-06,-1.18209,0.0664044,0.088
-0.102033,-0.101263,3.71457e-05,3.1556e-06,-1.16898,0.0693706,0.092
-0.102033,-0.101263,4.04312e-05,1.75311e-06,-1.15808,0.0722944,0.096
-0.102033,-0.101263,4.38547e-05,9.73951e-07,-1.14826,0.0751818,0.1
-0.102032,-0.101263,4.74159e-05,5.41084e-07,-1.13888,0.0780356,0.104
-0.102032,-0.101263,5.11147e-05,3.00602e-07,-1.12961,0.0808569,0.108
-0.102032,-0.101263,5.4951e-05,1.67001e-07,-1.12024,0.083646,0.112
-0.102032,-0.101263,5.89247e-05,9.27785e-08,-1.11068,0.0864029,0.116
-0.102031,-0.101263,6.30354e-05,5.15436e-08,-1.10085,0.089127,0.12
-0.102031,-0.101263,6.72832e-05,2.86353e-08,-1.09072,0.0918178,0.124
-0.102031,-0.101263,7.16679e-05,1.59085e-08,-1.08028,0.0944744,0.128
-0.102031,-0.101263,7.61893e-05,8.83806e-09,-1.06951,0.0970962,0.132
-0.10203,-0.101263,8.08472e-05,4.91004e-09,-1.05841,0.0996824,0.136
-0.10203,-0.101263,8.56415e-05,2.7278e-09,-1.04697,0.102232,0.14
-0.10203,-0.101263,9.0572e-05,1.51544e-09,-1.0352,0.104745,0.144
-0.102029,-0.101263,9.56387e-05,8.41913e-10,-1.02309,0.107219,0.148
-0.102029,-0.101263,0.000100841,4.67729e-10,-1.01063,0.109655,0.152
-0.102028,-0.101263,0.00010618,2.5985e-10,-0.997836,0.112051,0.156
-0.102028,-0.101263,0.000111654,1.44361e-10,-0.984698,0.114407,0.16
-0.102028,-0.101263,0.000117263,8.02005e-11,-0.971216,0.116722,0.164
-0.102027,-0.101263,0.000123008,4.45558e-11,-0.957392,0.118994,0.168
-0.102027,-0.101263,0.000128888,2.47532e-11,-0.943223,0.121224,0.172
-0.102026,-0.101263,0.000134903,1.37518e-11,-0.92871,0.12341,0.176
-0.102026,-0.101263,0.000141053,7.63989e-12,-0.913851,0.125552,0.18
-0.102025,-0.101263,0.000147338,4.24438e-12,-0.898647,0.127649,0.184
-0.102024,-0.101263,0.000153757,2.35799e-12,-0.883097,0.129699,0.188
