joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
-0.035633,-0.0347554,7.0784e-08,0,-1.42106,0,0.004
-0.035633,-0.034755,2.83033e-07,3.83879e-05,-1.50815,0.0113276,0.008
-0.035633,-0.034755,6.36593e-07,2.13266e-05,-1.46864,0.0231852,0.012
-0.035633,-0.034755,1.13131e-06,1.18481e-05,-1.446,0.0346449,0.016
-0.035633,-0.0347547,1.76703e-06,4.49702e-05,-1.52018,0.0458887,0.02
-0.035633,-0.034755,2.54359e-06,-1.34045e-05,-1.38548,0.0575144,0.024
-0.035633,-0.0347547,3.46085e-06,3.0941e-05,-1.48446,0.0681108,0.028
-0.035633,-0.0347547,4.51865e-06,1.71894e-05,-1.45083,0.079334,0.032
-0.0356329,-0.034755,5.71683e-06,-2.88382e-05,-1.34315,0.0901597,0.036
-0.0356329,-0.034755,7.05525e-06,-1.60212e-05,-1.36911,0.100121,0.04
-0.0356329,-0.034755,8.53374e-06,-8.90068e-06,-1.38183,0.110201,0.044
-0.0356328,-0.034755,1.01522e-05,-4.94482e-06,-1.38704,0.120298,0.048
-0.0356328,-0.034755,1.19103e-05,-2.74712e-06,-1.38794,0.130355,0.052
-0.0356327,-0.034755,1.38081e-05,-1.52618e-06,-1.3863,0.140337,0.056
-0.0356327,-0.034755,1.58454e-05,-8.47878e-07,-1.3831,0.150227,0.06
-0.0356326,-0.034755,1.8022e-05,-4.71043e-07,-1.37889,0.160012,0.064
-0.0356325,-0.034755,2.03377e-05,-2.61691e-07,-1.37397,0.169686,0.068
-0.0356325,-0.034755,2.27924e-05,-1.45384e-07,-1.36851,0.179244,0.072
-0.0356324,-0.034755,2.5386e-05,-8.07687e-08,-1.36259,0.188682,0.076
-0.0356322,-0.034755,2.81183e-05,-4.48715e-08,-1.35629,0.197999,0.08
-0.0356321,-0.034755,3.09891e-05,-2.49286e-08,-1.34961,0.207192,0.084
-0.035632,-0.0347554,3.39983e-05,-3.84017e-05,-1.25499,0.216209,0.088
-0.0356319,-0.034755,3.71457e-05,1.70536e-05,-1.37388,0.224525,0.092
-0.0356317,-0.034755,4.04312e-05,9.47422e-06,-1.34898,0.233637,0.096
-0.0356315,-0.034755,4.38547e-05,5.26346e-06,-1.33137,0.242484,0.1
-0.0356314,-0.034755,4.74159e-05,2.92414e-06,-1.31768,0.251123,0.104
-0.0356312,-0.034755,5.11147e-05,1.62452e-06,-1.30601,0.259586,0.108
-0.0356309,-0.034755,5.4951e-05,9.02513e-07,-1.29531,0.26789,0.112
-0.0356307,-0.034755,5.89247e-05,5.01396e-07,-1.285,0.276043,0.116
-0.0356305,-0.034755,6.30354e-05,2.78553e-07,-1.27475,0.284051,0.12
