joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
1.2429,1.24202,-7.0784e-08,0,1.42137,0,0.004
1.2429,1.24202,-2.83033e-07,-7.67758e-05,1.59604,-0.631749,0.008
1.2429,1.24202,-6.36593e-07,-4.26532e-06,1.43026,-1.0603,0.012
1.2429,1.24202,-1.13131e-06,-2.36962e-06,1.42481,-1.22472,0.016
1.2429,1.24202,-1.76703e-06,7.54593e-05,1.24577,-1.31362,0.02
1.2429,1.24202,-2.54359e-06,0.000195473,0.969642,-1.28342,0.024
1.2429,1.24203,-3.46085e-06,0.000338924,0.638937,-1.1439,0.028
1.2429,1.24203,-4.51865e-06,0.000457006,0.36486,-0.919427,0.032
1.2429,1.24203,-5.71683e-06,0.000522608,0.209441,-0.672927,0.036
1.2429,1.24203,-7.05525e-06,0.000482277,0.294982,-0.466949,0.04
1.2429,1.24203,-8.53374e-06,0.000421483,0.427149,-0.390544,0.044
1.2429,1.24203,-1.01522e-05,0.000310933,0.672914,-0.406857,0.048
1.2429,1.24203,-1.19103e-05,0.000172741,0.982141,-0.52516,0.052
1.2429,1.24203,-1.38081e-05,9.5967e-05,1.15179,-0.728293,0.056
1.2429,1.24203,-1.58454e-05,5.3315e-05,1.24375,-0.916532,0.06
1.2429,1.24203,-1.8022e-05,2.96195e-05,1.29241,-1.06197,0.064
1.2429,1.24203,-2.03377e-05,5.48432e-05,1.22927,-1.16438,0.068
1.2429,1.24203,-2.27924e-05,3.04684e-05,1.2788,-1.19323,0.072
1.2429,1.24203,-2.5386e-05,1.69269e-05,1.30344,-1.23127,0.076
1.2429,1.24203,-2.81183e-05,9.40383e-06,1.31411,-1.26335,0.08
1.2429,1.24203,-3.09891e-05,5.22435e-06,1.31686,-1.28591,0.084
1.2429,1.24204,-3.39983e-05,4.12903e-05,1.22748,-1.29965,0.088
1.2429,1.24204,-3.71457e-05,2.29391e-05,1.2617,-1.26758,0.092
1.2429,1.24204,-4.04312e-05,1.27439e-05,1.27709,-1.26497,0.096
1.2429,1.24204,-4.38547e-05,7.07996e-06,1.28187,-1.27036,0.1
1.2429,1.24204,-4.74159e-05,3.93331e-06,1.28061,-1.27548,0.104
1.2429,1.24204,-5.11147e-05,2.18517e-06,1.27585,-1.27776,0.108
1.2429,1.24204,-5.4951e-05,1.21398e-06,1.26899,-1.27691,0.112
1.2429,1.24204,-5.89247e-05,6.74436e-07,1.26081,-1.27339,0.116
1.2429,1.24204,-6.30354e-05,3.74687e-07,1.25176,-1.2678,0.12
1.2429,1.24204,-6.72832e-05,2.08159e-07,1.24206,-1.26067,0.124
1.2429,1.24204,-7.16679e-05,1.15644e-07,1.23186,-1.2524,0.128
1.2429,1.24204,-7.61893e-05,6.42467e-08,1.22122,-1.24327,0.132
1.2429,1.24204,-8.08472e-05,3.56926e-08,1.21019,-1.23347,0.136
1.2429,1.24204,-8.56415e-05,1.98292e-08,1.1988,-1.22312,0.14
1.2429,1.24204,-9.0572e-05,1.10162e-08,1.18705,-1.21231,0.144
1.2429,1.24204,-9.56387e-05,6.12013e-09,1.17495,-1.20108,0.148
1.24289,1.24204,-0.000100841,3.40007e-09,1.1625,-1.18947,0.152
1.24289,1.24204,-0.00010618,1.88893e-09,1.14971,-1.17748,0.156
1.24289,1.24204,-0.000111654,1.0494e-09,1.13657,-1.16514,0.16
1.24289,1.24204,-0.000117263,5.83003e-10,1.12309,-1.15244,0.164
1.24289,1.24204,-0.000123008,3.2389e-10,1.10927,-1.1394,0.168
1.24289,1.24204,-0.000128888,1.79939e-10,1.0951,-1.12601,0.172
1.24289,1.24204,-0.000134903,9.99662e-11,1.08059,-1.11227,0.176
1.24289,1.24204,-0.000141053,5.55368e-11,1.06573,-1.09819,0.18
1.24289,1.24204,-0.000147338,3.08538e-11,1.05052,-1.08376,0.184
1.24289,1.24204,-0.000153757,1.7141e-11,1.03497,-1.06899,0.188
1.24289,1.24204,-0.00016031,9.52277e-12,1.01908,-1.05387,0.192
1.24289,1.24204,-0.000166998,5.29043e-12,1.00283,-1.03841,0.196
1.24289,1.24204,-0.00017382,2.93913e-12,0.98624,-1.0226,0.2
1.24289,1.24204,-0.000180776,1.63285e-12,0.969299,-1.00644,0.204
1.24289,1.24204,-0.000187866,9.07137e-13,0.95201,-0.989931,0.208
1.24289,1.24204,-0.00019509,3.83879e-05,0.846779,-0.973062,0.212
1.24289,1.24204,-0.000202447,-1.70613e-05,0.955063,-0.916959,0.216
1.24288,1.24204,-0.000209937,-9.47849e-06,0.919533,-0.933891,0.22
1.24288,1.24204,-0.00021756,-5.26583e-06,0.891292,-0.927508,0.224
1.24288,1.24204,-0.000225317,-2.92546e-06,0.866944,-0.911411,0.228
1.24288,1.24204,-0.000233207,-1.62526e-06,0.844603,-0.891648,0.232
1.24288,1.24204,-0.000241229,-9.0292e-07,0.82322,-0.870739,0.236
1.24288,1.24204,-0.000249384,-5.01622e-07,0.802211,-0.849619,0.24
1.24288,1.24204,-0.000257671,-2.78679e-07,0.781253,-0.828549,0.244
1.24288,1.24203,-0.000266091,-3.85427e-05,0.847758,-0.807544,0.248
1.24288,1.24204,-0.000274642,1.69753e-05,0.700168,-0.825394,0.252
1.24288,1.24204,-0.000283326,4.78186e-05,0.608165,-0.769726,0.256
1.24287,1.24204,-0.000292142,-1.1822e-05,0.722069,-0.697945,0.26
1.24287,1.24204,-0.000301089,-6.56778e-06,0.687929,-0.708665,0.264
1.24287,1.24204,-0.000310168,-3.64877e-06,0.658727,-0.699448,0.268
1.24287,1.24204,-0.000319378,-2.02709e-06,0.632109,-0.681349,0.272
1.24287,1.24204,-0.00032872,-1.12616e-06,0.606767,-0.659464,0.276
1.24287,1.24203,-0.000338192,-3.90135e-05,0.669567,-0.636058,0.28
1.24287,1.24204,-0.000347796,1.67137e-05,0.518648,-0.650929,0.284
1.24287,1.24204,-0.00035753,4.76733e-05,0.423523,-0.592125,0.288
1.24286,1.24204,-0.000367395,-1.19027e-05,0.534417,-0.517215,0.292
1.24286,1.24204,-0.00037739,-6.61263e-06,0.497329,-0.524858,0.296
