joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
-1.53,-1.53309,7.0784e-08,0,5.00383,0,0.004
-1.53,-1.53309,2.83033e-07,-0.000115164,7.49107,-2.22397,0.008
-1.53,-1.53309,6.36593e-07,-0.000102368,9.80438,-4.5649,0.012
-1.53,-1.53309,1.13131e-06,5.82927e-05,9.87471,-5,0.016
-1.53,-1.53309,1.76703e-06,0.00049304,8.88382,-5,0.02
-1.53,-1.53308,2.54359e-06,0.000888117,7.98096,-5,0.024
-1.53,-1.53307,3.46085e-06,0.00137632,6.86337,-5,0.028
-1.53,-1.53306,4.51865e-06,0.00164754,6.23804,-5,0.032
-1.53,-1.53306,5.71683e-06,0.00191339,5.62355,-5,0.036
-1.53,-1.53305,7.05525e-06,0.00206108,5.27726,-5,0.04
-1.53,-1.53304,8.53374e-06,0.0022199,4.90493,-5,0.044
-1.53,-1.53303,1.01522e-05,0.00234653,4.60538,-5,0.048
-1.53,-1.53302,1.19103e-05,0.00245526,4.34615,-5,0.052
-1.53,-1.53301,1.38081e-05,0.0024389,4.12539,-4.75338,0.056
-1.53,-1.533,1.58454e-05,0.00235303,4.03118,-4.47431,0.06
-1.53,-1.53299,1.8022e-05,0.00222855,4.10814,-4.27741,0.064
-1.53,-1.53298,2.03377e-05,0.00204423,4.44452,-4.20225,0.068
-1.53,-1.53298,2.27924e-05,0.00186505,4.95358,-4.31,0.072
-1.53,-1.53297,2.5386e-05,0.00165035,5.72358,-4.59612,0.076
-1.53,-1.53297,2.81183e-05,0.00149268,6.48292,-5,0.08
-1.53,-1.53296,3.09891e-05,0.00140508,6.67984,-5,0.084
-1.53,-1.53295,3.39983e-05,0.00135642,6.78884,-5,0.088
-1.53,-1.53295,3.71457e-05,0.001291,6.93672,-5,0.092
-1.53,-1.53295,4.04312e-05,0.00121626,7.1066,-5,0.096
-1.53,-1.53294,4.38547e-05,0.00121313,7.11392,-5,0.1
-1.53,-1.53294,4.74159e-05,0.00128817,6.94324,-5,0.104
-1.53,-1.53293,5.11147e-05,0.00136824,6.76091,-5,0.108
-1.53,-1.53292,5.4951e-05,0.00145112,6.57202,-5,0.112
-1.53,-1.53292,5.89247e-05,0.00157393,6.29178,-5,0.116
-1.53,-1.53291,6.30354e-05,0.00171894,5.96045,-5,0.12
-1.53,-1.5329,6.72832e-05,0.00187628,5.60039,-5,0.124
-1.53,-1.53289,7.16679e-05,0.00211724,5.04884,-5,0.128
-1.53,-1.53288,7.61893e-05,0.00221272,4.82802,-5,0.132
-1.53,-1.53287,8.08472e-05,0.0021506,4.96652,-5,0.136
-1.53,-1.53287,8.56415e-05,0.00203931,5.21795,-5,0.14
-1.53,-1.53286,9.0572e-05,0.00186232,5.62035,-5,0.144
-1.53,-1.53285,9.56387e-05,0.00168722,6.01994,-5,0.148
-1.52999,-1.53285,0.000100841,0.00151316,6.41862,-5,0.152
-1.52999,-1.53284,0.00010618,0.00141646,6.64225,-5,0.156
-1.52999,-1.53284,0.000111654,0.00132435,6.85638,-5,0.16
-1.52999,-1.53283,0.000117263,0.00134996,6.80286,-5,0.164
-1.52999,-1.53283,0.000123008,0.00144096,6.6003,-5,0.168
-1.52999,-1.53282,0.000128888,0.00164507,6.13942,-5,0.172
-1.52999,-1.53281,0.000134903,0.00179685,5.79695,-5,0.176
-1.52999,-1.5328,0.000141053,0.00191956,5.52017,-5,0.18
-1.52999,-1.53279,0.000147338,0.00206451,5.19221,-5,0.184
-1.52999,-1.53278,0.000153757,0.00218342,4.92305,-5,0.188
-1.52999,-1.53277,0.00016031,0.00224949,4.77406,-5,0.192
-1.52999,-1.53277,0.000166998,0.00220941,4.86717,-5,0.196
-1.52999,-1.53276,0.00017382,0.00214876,4.97942,-4.97157,0.2
-1.52999,-1.53275,0.000180776,0.00203829,5.23804,-4.97511,0.204
-1.52999,-1.53274,0.000187866,0.00174659,5.93261,-5,0.208
-1.52999,-1.53274,0.00019509,0.00146937,6.57148,-5,0.212
-1.52999,-1.53274,0.000202447,0.00123858,7.10654,-5,0.216
-1.52998,-1.53273,0.000209937,0.00103359,7.5846,-5,0.22
-1.52998,-1.53273,0.00021756,0.00091971,7.85645,-5,0.224
-1.52998,-1.53273,0.000225317,0.000856441,8.01389,-5,0.228
-1.52998,-1.53272,0.000233207,0.000859679,8.02035,-5,0.232
-1.52998,-1.53272,0.000241229,0.000938254,7.85524,-5,0.236
-1.52998,-1.53271,0.000249384,0.0010203,7.68206,-5,0.24
-1.52998,-1.53271,0.000257671,0.00118104,7.32913,-5,0.244
-1.52998,-1.5327,0.000266091,0.0013855,6.87575,-5,0.248
-1.52998,-1.53269,0.000274642,0.00165264,6.27838,-5,0.252
-1.52998,-1.53269,0.000283326,0.00195461,5.60019,-5,0.256
-1.52997,-1.53268,0.000292142,0.00216076,5.13902,-5,0.26
-1.52997,-1.53267,0.000301089,0.00227528,4.88594,-5,0.264
-1.52997,-1.53266,0.000310168,0.00226213,4.92379,-5,0.268
-1.52997,-1.53265,0.000319378,0.00221644,5.03634,-5,0.272
-1.52997,-1.53264,0.00032872,0.00207589,5.36598,-5,0.276
-1.52997,-1.53263,0.000338192,0.00192103,5.72954,-5,0.28
-1.52997,-1.53263,0.000347796,0.00175822,6.1126,-5,0.284
-1.52997,-1.53262,0.00035753,0.001591,6.50715,-5,0.288
-1.52996,-1.53262,0.000367395,0.00153648,6.64597,-5,0.292
-1.52996,-1.53261,0.00037739,0.00142942,6.9054,-5,0.296
-1.52996,-1.53261,0.000387516,0.00140833,6.96972,-5,0.3
-1.52996,-1.5326,0.000397772,0.00139661,7.01315,-5,0.304
-1.52996,-1.53259,0.000408158,0.00146688,6.86995,-5,0.308
-1.52996,-1.53259,0.000418674,0.00162108,6.53514,-5,0.312
-1.52995,-1.53258,0.00042932,0.00178352,6.18089,-5,0.316
-1.52995,-1.53257,0.000440095,0.00191215,5.90309,-5,0.32
-1.52995,-1.53256,0.000450999,0.00206039,5.58009,-5,0.324
-1.52995,-1.53255,0.000462033,0.00214275,5.40682,-5,0.328
