joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
1.468,1.46699,-7.0784e-08,0,1.63416,0,0.004
1.468,1.46699,-2.83033e-07,-0.000230327,2.2592,-0.1,0.008
1.468,1.46699,-6.36593e-07,-5.11839e-05,1.8511,-0.1,0.012
1.468,1.46699,-1.13131e-06,8.67282e-05,1.5356,-0.1,0.016
1.468,1.46699,-1.76703e-06,0.000124958,1.44634,-0.1,0.02
1.468,1.46699,-2.54359e-06,0.000261361,1.13249,-0.1,0.024
1.468,1.46699,-3.46085e-06,0.00033714,0.955771,-0.1,0.028
1.468,1.467,-4.51865e-06,0.000302464,1.03026,-0.1,0.032
1.468,1.467,-5.71683e-06,0.000168035,1.33226,-0.1,0.036
1.468,1.467,-7.05525e-06,9.3353e-05,1.49848,-0.1,0.04
1.468,1.467,-8.53374e-06,5.18628e-05,1.58912,-0.1,0.044
1.468,1.467,-1.01522e-05,6.72005e-05,1.55004,-0.1,0.048
1.468,1.467,-1.19103e-05,3.73336e-05,1.61367,-0.1,0.052
1.468,1.467,-1.38081e-05,-1.7647e-05,1.73447,-0.1,0.056
1.468,1.467,-1.58454e-05,-9.80388e-06,1.71195,-0.1,0.06
1.468,1.467,-1.8022e-05,-5.4466e-06,1.69701,-0.1,0.064
1.468,1.467,-2.03377e-05,3.5362e-05,1.59853,-0.1,0.068
1.468,1.467,-2.27924e-05,-1.87423e-05,1.71603,-0.1,0.072
1.468,1.467,-2.5386e-05,-1.04124e-05,1.69108,-0.1,0.076
1.468,1.467,-2.81183e-05,3.26032e-05,1.58661,-0.1,0.08
1.468,1.467,-3.09891e-05,1.81129e-05,1.61274,-0.1,0.084
1.468,1.467,-3.39983e-05,-2.83252e-05,1.71153,-0.1,0.088
1.468,1.467,-3.71457e-05,-1.57362e-05,1.6756,-0.1,0.092
1.468,1.467,-4.04312e-05,-8.74234e-06,1.65202,-0.1,0.096
1.468,1.467,-4.38547e-05,-4.85685e-06,1.63515,-0.1,0.1
1.468,1.467,-4.74159e-05,-2.69825e-06,1.62187,-0.1,0.104
1.468,1.467,-5.11147e-05,-1.49903e-06,1.61042,-0.1,0.108
1.468,1.467,-5.4951e-05,-8.32794e-07,1.59985,-0.1,0.112
1.468,1.467,-5.89247e-05,-4.62663e-07,1.58961,-0.1,0.116
1.468,1.467,-6.30354e-05,-2.57035e-07,1.57941,-0.1,0.12
1.468,1.467,-6.72832e-05,-1.42797e-07,1.56907,-0.1,0.124
1.468,1.467,-7.16679e-05,-7.93318e-08,1.55851,-0.1,0.128
1.468,1.467,-7.61893e-05,-4.40732e-08,1.54768,-0.1,0.132
1.468,1.467,-8.08472e-05,-2.44851e-08,1.53655,-0.1,0.136
1.468,1.467,-8.56415e-05,-1.36029e-08,1.52509,-0.1,0.14
1.468,1.467,-9.0572e-05,-7.55714e-09,1.51331,-0.1,0.144
1.468,1.467,-9.56387e-05,-4.19841e-09,1.50119,-0.1,0.148
1.46799,1.467,-0.000100841,-2.33245e-09,1.48873,-0.1,0.152
1.46799,1.467,-0.00010618,-1.29581e-09,1.47593,-0.1,0.156
1.46799,1.467,-0.000111654,-7.19892e-10,1.46279,-0.1,0.16
1.46799,1.467,-0.000117263,-3.9994e-10,1.44931,-0.1,0.164
1.46799,1.467,-0.000123008,-2.22189e-10,1.43549,-0.1,0.168
1.46799,1.467,-0.000128888,-1.23438e-10,1.42132,-0.1,0.172
1.46799,1.467,-0.000134903,-6.85768e-11,1.4068,-0.1,0.176
1.46799,1.467,-0.000141053,-3.80982e-11,1.39195,-0.1,0.18
1.46799,1.467,-0.000147338,-2.11657e-11,1.37674,-0.1,0.184
1.46799,1.467,-0.000153757,-1.17587e-11,1.36119,-0.1,0.188
1.46799,1.467,-0.00016031,-6.53262e-12,1.34529,-0.1,0.192
1.46799,1.467,-0.000166998,-3.62923e-12,1.32905,-0.1,0.196
1.46799,1.467,-0.00017382,-2.01624e-12,1.31246,-0.1,0.2
1.46799,1.467,-0.000180776,-1.12013e-12,1.29552,-0.1,0.204
1.46799,1.467,-0.000187866,-6.22297e-13,1.27823,-0.1,0.208
1.46799,1.467,-0.00019509,-3.4572e-13,1.26059,-0.1,0.212
1.46799,1.467,-0.000202447,-1.92067e-13,1.2426,-0.1,0.216
1.46798,1.467,-0.000209937,-1.06704e-13,1.22426,-0.1,0.22
1.46798,1.467,-0.00021756,-5.92799e-14,1.20557,-0.1,0.224
1.46798,1.467,-0.000225317,-3.29333e-14,1.18653,-0.1,0.228
1.46798,1.467,-0.000233207,-1.82963e-14,1.16714,-0.1,0.232
1.46798,1.467,-0.000241229,-1.01646e-14,1.14739,-0.1,0.236
1.46798,1.467,-0.000249384,-5.647e-15,1.12729,-0.1,0.24
1.46798,1.467,-0.000257671,-3.13722e-15,1.10684,-0.1,0.244
1.46798,1.467,-0.000266091,-1.7429e-15,1.08603,-0.1,0.248
1.46798,1.467,-0.000274642,-9.68278e-16,1.06487,-0.1,0.252
1.46798,1.467,-0.000283326,-5.37932e-16,1.04336,-0.1,0.256
1.46797,1.467,-0.000292142,-2.98851e-16,1.02148,-0.1,0.26
1.46797,1.467,-0.000301089,-1.66028e-16,0.999256,-0.1,0.264
