joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
-0.27,-0.277867,-7.0784e-08,0,12.7404,0,0.004
-0.27,-0.277859,-2.83033e-07,0.000882922,16.3873,-5.66196,0.008
-0.27,-0.277858,-6.36593e-07,0.000605676,21.7803,-10.4289,0.012
-0.27,-0.277855,-1.13131e-06,0.000758753,26.4709,-15.4739,0.016
-0.27,-0.277843,-1.76703e-06,0.00168833,28.8696,-20,0.02
-0.27,-0.277824,-2.54359e-06,0.0030493,25.7514,-20,0.024
-0.27,-0.277796,-3.46085e-06,0.00480347,21.727,-20,0.028
-0.27,-0.27776,-4.51865e-06,0.00673771,17.28,-20,0.032
-0.27,-0.277718,-5.71683e-06,0.00838811,13.4678,-20,0.036
-0.27,-0.277672,-7.05525e-06,0.00976565,7.7604,-17.4933,0.04
-0.27,-0.277623,-8.53374e-06,0.0108381,0.920479,-13.167,0.044
-0.27,-0.277574,-1.01522e-05,0.0115106,-6.13133,-7.72376,0.048
-0.27,-0.277524,-1.19103e-05,0.0118843,-13.2205,-1.56575,0.052
-0.27,-0.277481,-1.38081e-05,0.0114009,-18.7704,5.00568,0.056
-0.27,-0.277446,-1.58454e-05,0.0102494,-22.3386,11.1227,0.06
-0.27,-0.27742,-1.8022e-05,0.00857319,-23.5694,16.1067,0.064
-0.27,-0.277407,-2.03377e-05,0.00618323,-21.4926,19.4222,0.068
-0.270001,-0.277404,-2.27924e-05,0.00374223,-16.5464,20,0.072
-0.270001,-0.27741,-2.5386e-05,0.0015032,-10.1212,18.6534,0.076
-0.270001,-0.277421,-2.81183e-05,-0.000393302,-2.0169,14.8603,0.08
-0.270001,-0.277434,-3.09891e-05,-0.00171563,6.70503,9.15147,0.084
-0.270001,-0.277447,-3.39983e-05,-0.00233509,15.1702,2.10382,0.088
-0.270001,-0.277453,-3.71457e-05,-0.00202664,22.1513,-5.57336,0.092
-0.270001,-0.277453,-4.04312e-05,-0.00112591,27.469,-12.9409,0.096
-0.270001,-0.277446,-4.38547e-05,0.000219027,30.8556,-19.3971,0.1
-0.270002,-0.277428,-4.74159e-05,0.00204108,27.2913,-20,0.104
-0.270002,-0.277402,-5.11147e-05,0.0040898,22.5946,-20,0.108
-0.270002,-0.277367,-5.4951e-05,0.0061109,17.9474,-20,0.112
-0.270002,-0.277324,-5.89247e-05,0.00815504,13.2342,-20,0.116
-0.270003,-0.277279,-6.30354e-05,0.00959778,7.70323,-17.8235,0.12
