joint_pos_desired_1, joint_pos_1, joint_vel_desired_1, joint_vel_filtered_1, input torque_1_w.DOB[Nm], DOB Torque Term[Nm], current_time
-0.154,-0.217291,-7.0784e-08,0,102.494,0,0.004
-0.154,-0.217285,-2.83033e-07,0.000652594,146.556,-45.5524,0.008
-0.154,-0.217282,-6.36593e-07,0.000669656,191.403,-90.4431,0.012
-0.154,-0.217239,-1.13131e-06,0.00520891,190.597,-100,0.016
-0.154,-0.217127,-1.76703e-06,0.0152547,167.64,-100,0.02
-0.154,-0.216944,-2.54359e-06,0.0288972,136.41,-100,0.024
-0.154,-0.216702,-3.46085e-06,0.0428872,104.3,-100,0.028
-0.154,-0.216411,-4.51865e-06,0.0561872,73.672,-100,0.032
-0.154,-0.216083,-5.71683e-06,0.0676068,47.2485,-100,0.036
-0.154,-0.215739,-7.05525e-06,0.0757553,7.65712,-79.4424,0.04
-0.154,-0.215391,-8.53374e-06,0.0808197,-36.2992,-47.5358,0.044
-0.154,-0.215047,-1.01522e-05,0.0830958,-79.2809,-10.2749,0.048
-0.154,-0.214719,-1.19103e-05,0.0826328,-118.569,29.5275,0.052
-0.154,-0.214422,-1.38081e-05,0.0789207,-150.212,69.1002,0.056
-0.154,-0.214179,-1.58454e-05,0.0708699,-163.257,100,0.06
-0.154,-0.214,-1.8022e-05,0.0591803,-137.049,100,0.064
-0.154,-0.213891,-2.03377e-05,0.0449702,-105.014,100,0.068
-0.154001,-0.213842,-2.27924e-05,0.0304345,-72.1439,100,0.072
-0.154001,-0.213841,-2.5386e-05,0.0171,-41.1605,99.2394,0.076
-0.154001,-0.213873,-2.81183e-05,0.00592992,10.027,73.4221,0.08
-0.154001,-0.21392,-3.09891e-05,-0.00192635,64.9995,36.3305,0.084
-0.154001,-0.213963,-3.39983e-05,-0.00590707,119.125,-8.70664,0.088
-0.154001,-0.213983,-3.71457e-05,-0.00546982,167.233,-57.7813,0.092
-0.154001,-0.213957,-4.04312e-05,-0.000159695,197.363,-100,0.096
-0.154001,-0.213871,-4.38547e-05,0.00946987,175.384,-100,0.1
-0.154002,-0.213715,-4.74159e-05,0.0226508,145.238,-100,0.104
-0.154002,-0.213496,-5.11147e-05,0.0368449,112.695,-100,0.108
-0.154002,-0.213225,-5.4951e-05,0.0505655,81.1408,-100,0.112
-0.154002,-0.212912,-5.89247e-05,0.0629482,52.5497,-100,0.116
-0.154003,-0.212572,-6.30354e-05,0.0727449,14.8824,-85.1039,0.12
-0.154003,-0.212209,-6.72832e-05,0.0806827,-34.9237,-53.8912,0.124
-0.154003,-0.211849,-7.16679e-05,0.0849007,-84.5561,-14.4162,0.128
-0.154003,-0.211493,-7.61893e-05,0.0866682,-133.138,29.5722,0.132
-0.154004,-0.211172,-8.08472e-05,0.0838114,-173.22,75.6004,0.136
-0.154004,-0.210903,-8.56415e-05,0.0764277,-181.326,100,0.14
-0.154004,-0.210709,-9.0572e-05,0.0640338,-153.554,100,0.144
-0.154005,-0.210591,-9.56387e-05,0.0487414,-119.087,100,0.148
-0.154005,-0.21054,-0.000100841,0.03276,-82.9497,100,0.152
-0.154006,-0.210539,-0.00010618,0.0182384,-50.04,100,0.156
-0.154006,-0.210574,-0.000111654,0.00625525,-7.55024,84.7214,0.16
-0.154006,-0.210627,-0.000117263,-0.0024366,46.5301,50.4196,0.164
-0.154007,-0.210685,-0.000123008,-0.00776445,101.78,7.32871,0.168
-0.154007,-0.210724,-0.000128888,-0.0086898,152.42,-41.1643,0.172
-0.154008,-0.210725,-0.000134903,-0.00486606,193.183,-90.61,0.176
