joint_pos_desired, joint_pos, joint_vel_desired, joint_vel_filtered, target_torque, propo_term_torque, deriv_term_torque, current_time
-1.3,-1.29831,6.19438e-08,0,4,0,0,0.004
-1.3,-1.29831,2.47716e-07,0.000651942,4,0,0,0.008
-1.3,-1.29831,5.57228e-07,0.00036248,4,0,0,0.012
-1.3,-1.29831,9.90391e-07,4.81406e-05,4,0,0,0.016
-1.3,-1.29831,1.54712e-06,-4.99328e-05,4,0,0,0.02
-1.3,-1.29831,2.22731e-06,-0.000104462,4,0,0,0.024
-1.3,-1.29831,3.0309e-06,-0.00013478,4,0,0,0.028
-1.3,-1.29831,3.95777e-06,-0.000113287,4,0,0,0.032
-1.3,-1.29831,5.00786e-06,-0.000178036,4,0,0,0.036
-1.3,-1.29831,6.18106e-06,-9.89881e-05,4,0,0,0.04
-1.3,-1.29831,7.47729e-06,-5.50374e-05,4,0,0,0.044
-1.3,-1.29831,8.89646e-06,-6.89503e-05,4,0,0,0.048
-1.3,-1.29831,1.04385e-05,1.31488e-08,4,0,0,0.052
-1.3,-1.29831,1.21033e-05,-3.83422e-05,4,0,0,0.056
-1.3,-1.29831,1.38907e-05,1.70312e-05,4,0,0,0.06
-1.3,-1.29831,1.58008e-05,9.46937e-06,4,0,0,0.064
-1.3,-1.29831,1.78333e-05,-3.30845e-05,4,0,0,0.068
-1.3,-1.29831,1.99883e-05,1.99545e-05,4,0,0,0.072
-1.3,-1.29831,2.22655e-05,1.10947e-05,4,0,0,0.076
-1.3,-1.29831,2.4665e-05,6.16866e-06,4,0,0,0.08
-1.3,-1.29831,2.71867e-05,3.42977e-06,4,0,0,0.084
-1.3,-1.29831,2.98304e-05,-3.64426e-05,4,0,0,0.088
-1.3,-1.29831,3.2596e-05,5.6437e-05,4,0,0,0.092
-1.3,-1.29831,3.54836e-05,3.1379e-05,4,0,0,0.096
-1.3,-1.29831,3.84929e-05,-9.76018e-05,4,0,0,0.1
-1.3,-1.29831,4.16239e-05,-1.59171e-05,4,0,0,0.104
-1.3,-1.29831,4.48765e-05,-8.84991e-06,4,0,0,0.108
-1.3,-1.29831,4.82506e-05,-4.92055e-06,4,0,0,0.112
-1.3,-1.29831,5.17462e-05,-2.73583e-06,4,0,0,0.116
-1.3,-1.29831,5.53631e-05,-1.52112e-06,4,0,0,0.12
-1.3,-1.29831,5.91013e-05,3.75038e-05,4,0,0,0.124
-1.3,-1.29831,6.29606e-05,-1.74974e-05,4,0,0,0.128
-1.3,-1.29831,6.6941e-05,-4.80781e-05,4,0,0,0.132
-1.3,-1.29831,7.10424e-05,1.16181e-05,4,0,0,0.136
-1.3,-1.29831,7.52647e-05,6.45966e-06,4,0,0,0.14
-1.3,-1.29831,7.96078e-05,3.59157e-06,4,0,0,0.144
-1.3,-1.29831,8.40717e-05,1.99691e-06,4,0,0,0.148
-1.3,-1.29831,8.86561e-05,1.11028e-06,4,0,0,0.152
-1.3,-1.29831,9.33611e-05,6.17318e-07,4,0,0,0.156
-1.29999,-1.29831,9.81866e-05,3.43229e-07,4,0,0,0.16
-1.29999,-1.29831,0.000103132,1.90835e-07,4,0,0,0.164
-1.29999,-1.29831,0.000108198,1.06104e-07,4,0,0,0.168
-1.29999,-1.29831,0.000113385,5.89941e-08,4,0,0,0.172
-1.29999,-1.29831,0.000118691,3.28007e-08,4,0,0,0.176
-1.29999,-1.29831,0.000124118,1.82372e-08,4,0,0,0.18
-1.29999,-1.29831,0.000129664,-3.83394e-05,4,0,0,0.184
-1.29999,-1.29831,0.00013533,-2.13167e-05,4,0,0,0.188
-1.29999,-1.29831,0.000141116,2.64974e-05,4,0,0,0.192
-1.29999,-1.29831,0.000147021,1.47326e-05,4,0,0,0.196
-1.29999,-1.29831,0.000153047,8.19131e-06,4,0,0,0.2
-1.29999,-1.29831,0.000159191,-7.21447e-05,4,0,0,0.204
-1.29999,-1.29831,0.000165455,7.49361e-05,4,0,0,0.208
-1.29999,-1.29831,0.000171838,3.31496e-06,4,0,0,0.212
-1.29999,-1.29831,0.000178341,1.84312e-06,4,0,0,0.216
-1.29999,-1.29831,0.000184963,1.02477e-06,4,0,0,0.22
-1.29999,-1.29831,0.000191703,-7.61292e-05,4,0,0,0.224
-1.29998,-1.29831,0.000198563,-3.97835e-06,4,0,0,0.228
-1.29998,-1.29831,0.000205541,7.44871e-05,4,0,0,0.232
-1.29998,-1.29831,0.000212638,-3.52842e-05,4,0,0,0.236
-1.29998,-1.29831,0.000219854,5.7081e-05,4,0,0,0.24
-1.29998,-1.29831,0.000227189,-4.4962e-05,4,0,0,0.244
-1.29998,-1.29831,0.000234642,-2.49989e-05,4,0,0,0.248
-1.29998,-1.29831,0.000242213,-1.38994e-05,4,0,0,0.252
-1.29998,-1.29831,0.000249903,-7.72805e-06,4,0,0,0.256
-1.29998,-1.29831,0.000257711,-4.2968e-06,4,0,0,0.26
-1.29998,-1.29831,0.000265637,-2.38902e-06,4,0,0,0.264
-1.29998,-1.29831,0.000273681,-1.32829e-06,4,0,0,0.268
-1.29997,-1.29831,0.000281843,-7.38532e-07,4,0,0,0.272
-1.29997,-1.29831,0.000290123,-4.10624e-07,4,0,0,0.276
-1.29997,-1.29831,0.000298521,-3.85778e-05,4,0,0,0.28
-1.29997,-1.29831,0.000307037,-2.14493e-05,4,0,0,0.284
-1.29997,-1.29831,0.00031567,2.64237e-05,4,0,0,0.288
-1.29997,-1.29831,0.000324421,1.46916e-05,4,0,0,0.292
-1.29997,-1.29831,0.000333289,8.16852e-06,4,0,0,0.296
-1.29997,-1.29831,0.000342274,4.5417e-06,4,0,0,0.3
-1.29996,-1.29831,0.000351377,2.52518e-06,4,0,0,0.304
-1.29996,-1.29831,0.000360597,1.404e-06,4,0,0,0.308
-1.29996,-1.29831,0.000369934,7.74796e-05,4,0,0,0.312
-1.29996,-1.29831,0.000379388,-3.36203e-05,4,0,0,0.316
-1.29996,-1.29831,0.000388958,-5.70424e-05,4,0,0,0.32
-1.29996,-1.29831,0.000398646,4.49834e-05,4,0,0,0.324
-1.29996,-1.29831,0.00040845,-1.33387e-05,4,0,0,0.328
-1.29995,-1.29831,0.000418371,-7.41633e-06,4,0,0,0.332
-1.29995,-1.29831,0.000428409,3.4226e-05,4,0,0,0.336
-1.29995,-1.29831,0.000438563,5.73792e-05,4,0,0,0.34
-1.29995,-1.29831,0.000448834,-4.47962e-05,4,0,0,0.344
-1.29995,-1.29831,0.00045922,-2.49067e-05,4,0,0,0.348
-1.29994,-1.29831,0.000469723,-1.38481e-05,4,0,0,0.352
-1.29994,-1.29831,0.000480342,-7.69955e-06,4,0,0,0.356
-1.29994,-1.29831,0.000491077,-4.28095e-06,4,0,0,0.36
-1.29994,-1.29831,0.000501928,-2.38021e-06,4,0,0,0.364
-1.29994,-1.29831,0.000512895,-1.3234e-06,4,0,0,0.368
-1.29993,-1.29831,0.000523977,-7.35808e-07,4,0,0,0.372
-1.29993,-1.29831,0.000535176,-4.09109e-07,4,0,0,0.376
-1.29993,-1.29831,0.000546489,-2.27465e-07,4,0,0,0.38
-1.29993,-1.29831,0.000557919,-1.2647e-07,4,0,0,0.384
-1.29993,-1.29831,0.000569463,-7.03176e-08,4,0,0,0.388
-1.29992,-1.29831,0.000581123,-3.90966e-08,4,0,0,0.392
-1.29992,-1.29831,0.000592898,-2.17377e-08,4,0,0,0.396
-1.29992,-1.29831,0.000604789,-1.20862e-08,4,0,0,0.4
-1.29992,-1.29831,0.000616794,-6.7199e-09,4,0,0,0.404
