joint_pos_desired, joint_pos, joint_vel_desired, joint_vel_filtered, target_torque, propo_term_torque, deriv_term_torque, current_time
-1.486,-1.48466,6.19438e-08,0,5,0,0,0.004
-1.486,-1.48466,2.47716e-07,-3.83495e-05,5,0,0,0.008
-1.486,-1.48466,5.57228e-07,1.70272e-05,5,0,0,0.012
-1.486,-1.48466,9.90391e-07,9.46711e-06,5,0,0,0.016
-1.486,-1.48466,1.54712e-06,5.26372e-06,5,0,0,0.02
-1.486,-1.48466,2.22731e-06,2.92663e-06,5,0,0,0.024
-1.486,-1.48466,3.0309e-06,1.6272e-06,5,0,0,0.028
-1.486,-1.48466,3.95777e-06,9.04725e-07,5,0,0,0.032
-1.486,-1.48466,5.00786e-06,5.03027e-07,5,0,0,0.036
-1.486,-1.48466,6.18106e-06,-3.80698e-05,5,0,0,0.04
-1.486,-1.48466,7.47729e-06,1.71827e-05,5,0,0,0.044
-1.486,-1.48466,8.89646e-06,9.55357e-06,5,0,0,0.048
-1.486,-1.48466,1.04385e-05,-3.30377e-05,5,0,0,0.052
-1.486,-1.48466,1.21033e-05,-1.8369e-05,5,0,0,0.056
-1.486,-1.48466,1.38907e-05,-1.02132e-05,5,0,0,0.06
-1.486,-1.48466,1.58008e-05,-5.67851e-06,5,0,0,0.064
-1.486,-1.48466,1.78333e-05,-3.15725e-06,5,0,0,0.068
-1.486,-1.48466,1.99883e-05,-1.75543e-06,5,0,0,0.072
-1.486,-1.48466,2.22655e-05,-9.7602e-07,5,0,0,0.076
-1.486,-1.48466,2.4665e-05,-5.42667e-07,5,0,0,0.08
-1.486,-1.48466,2.71867e-05,-3.01723e-07,5,0,0,0.084
-1.486,-1.48466,2.98304e-05,-1.67758e-07,5,0,0,0.088
-1.486,-1.48466,3.2596e-05,-9.32735e-08,5,0,0,0.092
-1.486,-1.48466,3.54836e-05,-5.186e-08,5,0,0,0.096
-1.486,-1.48466,3.84929e-05,-2.88342e-08,5,0,0,0.1
-1.486,-1.48466,4.16239e-05,-1.60318e-08,5,0,0,0.104
-1.486,-1.48466,4.48765e-05,-8.91368e-09,5,0,0,0.108
-1.486,-1.48466,4.82506e-05,-4.95601e-09,5,0,0,0.112
-1.486,-1.48466,5.17462e-05,-2.75554e-09,5,0,0,0.116
-1.486,-1.48466,5.53631e-05,-1.53208e-09,5,0,0,0.12
-1.486,-1.48466,5.91013e-05,-8.51837e-10,5,0,0,0.124
-1.486,-1.48466,6.29606e-05,-4.73621e-10,5,0,0,0.128
-1.486,-1.48466,6.6941e-05,-2.63333e-10,5,0,0,0.132
-1.486,-1.48466,7.10424e-05,-1.46413e-10,5,0,0,0.136
-1.486,-1.48466,7.52647e-05,-8.14058e-11,5,0,0,0.14
-1.486,-1.48466,7.96078e-05,-4.52616e-11,5,0,0,0.144
-1.486,-1.48466,8.40717e-05,-2.51655e-11,5,0,0,0.148
-1.486,-1.48466,8.86561e-05,-1.3992e-11,5,0,0,0.152
-1.486,-1.48466,9.33611e-05,-7.77955e-12,5,0,0,0.156
-1.48599,-1.48466,9.81866e-05,-4.32543e-12,5,0,0,0.16
-1.48599,-1.48466,0.000103132,-2.40494e-12,5,0,0,0.164
-1.48599,-1.48466,0.000108198,-1.33715e-12,5,0,0,0.168
-1.48599,-1.48466,0.000113385,-7.43454e-13,5,0,0,0.172
-1.48599,-1.48466,0.000118691,-4.1336e-13,5,0,0,0.176
-1.48599,-1.48466,0.000124118,-2.29828e-13,5,0,0,0.18
-1.48599,-1.48466,0.000129664,-1.27785e-13,5,0,0,0.184
-1.48599,-1.48466,0.00013533,-7.10482e-14,5,0,0,0.188
-1.48599,-1.48466,0.000141116,-3.95028e-14,5,0,0,0.192
-1.48599,-1.48466,0.000147021,-3.83495e-05,5,0,0,0.196
-1.48599,-1.48466,0.000153047,1.70272e-05,5,0,0,0.2
-1.48599,-1.48466,0.000159191,9.46711e-06,5,0,0,0.204
-1.48599,-1.48466,0.000165455,5.26372e-06,5,0,0,0.208
-1.48599,-1.48466,0.000171838,2.92663e-06,5,0,0,0.212
-1.48599,-1.48466,0.000178341,1.6272e-06,5,0,0,0.216
-1.48599,-1.48466,0.000184963,9.04725e-07,5,0,0,0.22
-1.48599,-1.48466,0.000191703,5.03027e-07,5,0,0,0.224
-1.48598,-1.48466,0.000198563,2.79683e-07,5,0,0,0.228
-1.48598,-1.48466,0.000205541,1.55504e-07,5,0,0,0.232
-1.48598,-1.48466,0.000212638,8.64601e-08,5,0,0,0.236
-1.48598,-1.48466,0.000219854,4.80718e-08,5,0,0,0.24
-1.48598,-1.48466,0.000227189,-3.83228e-05,5,0,0,0.244
-1.48598,-1.48466,0.000234642,1.7042e-05,5,0,0,0.248
-1.48598,-1.48466,0.000242213,-2.88741e-05,5,0,0,0.252
-1.48598,-1.48466,0.000249903,2.22955e-05,5,0,0,0.256
-1.48598,-1.48466,0.000257711,1.23963e-05,5,0,0,0.26
-1.48598,-1.48466,0.000265637,6.89234e-06,5,0,0,0.264
-1.48598,-1.48466,0.000273681,-3.45174e-05,5,0,0,0.268
-1.48597,-1.48466,0.000281843,1.91579e-05,5,0,0,0.272
-1.48597,-1.48466,0.000290123,-2.76977e-05,5,0,0,0.276
-1.48597,-1.48466,0.000298521,-1.53999e-05,5,0,0,0.28
-1.48597,-1.48466,0.000307037,2.97871e-05,5,0,0,0.284
-1.48597,-1.48466,0.00031567,1.65617e-05,5,0,0,0.288
-1.48597,-1.48466,0.000324421,-2.91412e-05,5,0,0,0.292
-1.48597,-1.48466,0.000333289,-1.62025e-05,5,0,0,0.296
-1.48597,-1.48466,0.000342274,-9.0086e-06,5,0,0,0.3
-1.48596,-1.48466,0.000351377,-5.00878e-06,5,0,0,0.304
-1.48596,-1.48466,0.000360597,3.55646e-05,5,0,0,0.308
-1.48596,-1.48466,0.000369934,-1.85756e-05,5,0,0,0.312
-1.48596,-1.48466,0.000379388,2.80215e-05,5,0,0,0.316
-1.48596,-1.48466,0.000388958,1.55799e-05,5,0,0,0.32
